sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
28;POLHO;GÜÇLÜ AL;87;düşük (10);4,5;3/6;notr;negatif;yok;;0
29;AKSGY;GÜÇLÜ AL;86;düşük (0);4,4;1/6;pozitif;notr;pozitif;13,68;0
30;ARDYZ;GÜÇLÜ AL;85;düşük (0);15,2;3/6;notr;pozitif;notr;156,00;0
31;TRENJ;GÜÇLÜ AL;85;düşük (10);5,1;4/6;pozitif;pozitif;notr;218,70;0
32;EUKYO;GÜÇLÜ AL;85;düşük (0);7,4;4/6;negatif;pozitif;yok;;0
33;MARTI;GÜÇLÜ AL;85;orta (35);0,0;5/6;negatif;notr;yok;;0
34;GUBRF;GÜÇLÜ AL;84;düşük (0);12,1;4/6;notr;notr;yok;;4
35;KLSYN;GÜÇLÜ AL;83;düşük (0);4,7;3/6;negatif;negatif;yok;;1
36;BIMAS;GÜÇLÜ AL;83;düşük (0);4,1;2/6;notr;pozitif;pozitif;503,80;1
37;PSDTC;GÜÇLÜ AL;82;orta (22);20,4;4/6;notr;notr;yok;;0
38;BRKVY;GÜÇLÜ AL;82;düşük (0);15,3;6/6;notr;negatif;yok;;0
39;SELEC;GÜÇLÜ AL;82;orta (35);0,7;5/6;notr;notr;notr;129,78;0
40;ARASE;GÜÇLÜ AL;82;düşük (0);7,8;4/6;pozitif;notr;notr;214,70;0
41;KRPLS;GÜÇLÜ AL;82;düşük (0);7,9;2/6;negatif;yok;yok;;0
42;IEYHO;GÜÇLÜ AL;82;orta (35);0,8;6/6;negatif;notr;yok;;1
43;PRZMA;GÜÇLÜ AL;82;orta (30);20,8;3/6;negatif;notr;yok;;1
44;KRDMD;GÜÇLÜ AL;82;düşük (0);7,5;2/6;pozitif;pozitif;notr;50,70;0
45;OZSUB;GÜÇLÜ AL;81;düşük (10);9,0;2/6;notr;notr;yok;;0
46;ETYAT;GÜÇLÜ AL;81;düşük (0);7,1;2/6;negatif;yok;yok;;0
47;AKFIS;GÜÇLÜ AL;81;düşük (10);11,3;2/6;notr;notr;yok;;1
48;ADGYO;GÜÇLÜ AL;81;düşük (6);12,2;2/6;negatif;negatif;yok;;0
49;TRMET;GÜÇLÜ AL;81;düşük (0);9,0;3/6;pozitif;notr;notr;168,00;0
50;KCHOL;GÜÇLÜ AL;80;orta (32);6,5;2/6;pozitif;pozitif;pozitif;321,79;3
51;GENIL;GÜÇLÜ AL;80;orta (28);11,7;3/6;notr;pozitif;yok;;0
52;EGGUB;GÜÇLÜ AL;80;düşük (0);7,9;4/6;pozitif;pozitif;yok;;0
53;TGSAS;GÜÇLÜ AL;80;düşük (0);27,7;4/6;pozitif;negatif;yok;;0
54;HALKB;GÜÇLÜ AL;79;düşük (10);16,1;5/6;notr;notr;notr;48,18;8
55;DAGI;GÜÇLÜ AL;79;düşük (0);18,4;0/6;negatif;pozitif;yok;;0
56;RUBNS;GÜÇLÜ AL;78;düşük (0);15,8;2/6;notr;notr;yok;;0
57;CELHA;GÜÇLÜ AL;78;düşük (10);12,4;1/6;negatif;notr;yok;;1
58;TURGG;GÜÇLÜ AL;78;orta (34);11,3;6/6;pozitif;yok;yok;;0
59;ALKLC;GÜÇLÜ AL;78;orta (30);2,8;5/6;negatif;notr;yok;;0
60;BIOEN;GÜÇLÜ AL;78;düşük (6);10,6;4/6;negatif;notr;notr;22,00;0
61;EGPRO;GÜÇLÜ AL;77;düşük (0);26,1;4/6;pozitif;pozitif;yok;;0
62;TKFEN;GÜÇLÜ AL;77;düşük (0);17,2;2/6;negatif;notr;notr;126,35;0
63;KRGYO;GÜÇLÜ AL;77;düşük (0);11,1;4/6;notr;negatif;yok;;0
64;KORDS;GÜÇLÜ AL;76;düşük (6);18,4;2/6;negatif;notr;notr;84,43;0
65;TRCAS;GÜÇLÜ AL;76;düşük (10);5,6;2/6;pozitif;negatif;yok;;0
66;INVES;GÜÇLÜ AL;75;düşük (0);9,2;2/6;notr;notr;yok;;0
67;KARSN;GÜÇLÜ AL;75;düşük (0);24,2;6/6;pozitif;notr;notr;18,53;0
68;ORGE;GÜÇLÜ AL;75;orta (22);16,0;4/6;pozitif;notr;pozitif;112,00;2
69;SKYMD;AL;94;düşük (10);2,6;5/6;negatif;negatif;yok;;4
70;AKCNS;AL;84;düşük (16);5,5;1/6;pozitif;yok;notr;274,35;0
71;SOKM;AL;83;orta (22);7,0;1/6;negatif;notr;pozitif;85,42;0
72;TBORG;AL;80;düşük (0);14,0;3/6;notr;pozitif;yok;;0
73;RODRG;AL;80;düşük (0);6,3;5/6;pozitif;notr;yok;;0
74;BUCIM;AL;80;düşük (18);3,9;6/6;negatif;yok;yok;;0
75;ARMGD;AL;78;orta (22);11,5;2/6;notr;pozitif;notr;109,60;0
76;DOHOL;AL;77;düşük (0);8,2;3/6;pozitif;notr;pozitif;32,43;0
77;OZRDN;AL;76;düşük (0);19,6;5/6;negatif;notr;yok;;1
78;ALTNY;AL;75;düşük (0);13,1;2/6;negatif;yok;yok;;0
79;BLUME;AL;74;düşük (10);10,5;2/6;negatif;notr;yok;;0
80;BRSAN;AL;74;düşük (10);9,4;3/6;notr;pozitif;pozitif;803,18;0
81;CEMZY;AL;73;düşük (0);25,0;2/6;negatif;negatif;yok;;0
82;HURGZ;AL;72;düşük (6);16,1;2/6;negatif;negatif;yok;;0
83;CVKMD;AL;72;düşük (6);11,8;1/6;notr;pozitif;yok;;0
84;TRALT;AL;72;düşük (10);14,2;0/6;pozitif;notr;notr;57,09;7
85;AKBNK;AL;72;düşük (0);16,1;3/6;pozitif;notr;pozitif;107,13;3
86;AVPGY;AL;71;düşük (0);11,6;5/6;pozitif;notr;pozitif;95,75;0
87;ISBTR;AL;71;düşük (0);28,0;1/6;notr;negatif;pozitif;;5
88;DIRIT;AL;70;düşük (6);12,7;3/6;negatif;notr;yok;;0
89;KLYPV;AL;69;düşük (0);15,6;4/6;notr;yok;yok;;1
90;PCILT;AL;69;düşük (0);14,7;4/6;pozitif;notr;yok;;0
91;KCAER;AL;69;orta (22);10,5;0/6;notr;notr;pozitif;20,49;0
92;YKBNK;AL;67;orta (22);22,5;3/6;pozitif;notr;pozitif;52,82;1
93;ATATP;AL;67;orta (22);25,4;2/6;pozitif;pozitif;notr;472,00;0
94;SAYAS;AL;67;düşük (0);17,6;2/6;pozitif;notr;yok;;0
95;ASELS;AL;66;düşük (0);8,4;1/6;pozitif;pozitif;pozitif;457,99;1
96;MTRKS;AL;65;düşük (0);19,4;1/6;pozitif;notr;yok;;0
97;CANTE;AL;64;düşük (0);15,0;5/6;notr;notr;yok;;1
98;SONME;AL;62;düşük (10);18,0;2/6;negatif;yok;yok;;0
99;ASTOR;AL;62;düşük (10);13,2;0/6;pozitif;pozitif;pozitif;423,63;10
100;ARTMS;AL;61;düşük (10);14,6;5/6;pozitif;negatif;yok;;0
101;OYAKC;AL;60;düşük (0);6,3;2/6;pozitif;notr;pozitif;33,76;0
102;TTRAK;AL;60;düşük (6);6,4;4/6;negatif;notr;notr;592,39;0
103;ALBRK;İZLE;96;orta (32);7,2;4/6;pozitif;pozitif;notr;11,76;6
104;AGESA;İZLE;88;orta (40);2,6;5/6;pozitif;pozitif;pozitif;352,13;1
105;ENJSA;İZLE;87;orta (32);4,8;3/6;pozitif;notr;notr;158,36;2
106;ANELE;İZLE;83;çok yüksek (67);1,8;6/6;negatif;negatif;yok;;0
107;AYGAZ;İZLE;83;yüksek (42);6,6;2/6;pozitif;pozitif;pozitif;337,67;0
108;ATSYH;İZLE;83;orta (32);9,7;3/6;negatif;notr;yok;;0
109;TRHOL;İZLE;82;yüksek (45);1,5;5/6;pozitif;notr;yok;;0
110;KGYO;İZLE;80;orta (40);17,7;1/6;negatif;notr;yok;;0
111;OZATD;İZLE;77;yüksek (45);5,9;4/6;negatif;negatif;yok;;1
112;AYDEM;İZLE;77;orta (40);10,5;2/6;pozitif;pozitif;pozitif;42,43;0
113;RGYAS;İZLE;74;orta (40);5,6;1/6;pozitif;pozitif;pozitif;309,55;2
114;ZRGYO;İZLE;73;yüksek (46);3,8;3/6;pozitif;notr;yok;;0
115;BOBET;İZLE;73;orta (40);6,7;4/6;negatif;pozitif;yok;;0
116;RALYH;İZLE;69;orta (38);8,8;1/6;notr;negatif;yok;;1
117;BINBN;İZLE;68;düşük (10);10,8;1/6;negatif;notr;yok;;0
118;METRO;İZLE;66;düşük (0);14,1;0/6;pozitif;negatif;yok;;0
119;SAHOL;İZLE;63;orta (32);11,7;3/6;pozitif;notr;pozitif;157,19;0
120;YGGYO;İZLE;63;düşük (0);21,0;2/6;pozitif;notr;yok;;0
121;DOCO;İZLE;62;orta (28);11,6;0/6;notr;notr;yok;;0
122;EYGYO;İZLE;60;düşük (10);9,4;4/6;negatif;pozitif;yok;;0
123;PAGYO;İZLE;60;düşük (0);19,0;2/6;pozitif;pozitif;yok;;0
124;PETUN;İZLE;59;düşük (0);10,3;5/6;pozitif;notr;yok;;0
125;PNSUT;İZLE;59;düşük (0);14,7;5/6;negatif;notr;yok;;0
126;HKTM;İZLE;59;düşük (20);23,8;2/6;negatif;negatif;yok;;0
127;ISMEN;İZLE;59;düşük (0);9,7;6/6;negatif;notr;yok;;11
128;VANGD;İZLE;58;düşük (0);20,4;0/6;pozitif;pozitif;yok;;0
129;MNDRS;İZLE;58;düşük (0);10,9;4/6;pozitif;yok;yok;;0
130;GARAN;İZLE;58;orta (22);9,9;2/6;pozitif;notr;pozitif;178,15;5
131;FRIGO;İZLE;58;düşük (10);25,2;4/6;negatif;notr;yok;;0
132;KRDMB;İZLE;58;düşük (0);18,3;0/6;pozitif;pozitif;notr;50,70;0
133;KLGYO;İZLE;58;düşük (0);11,2;5/6;notr;notr;yok;;0
134;KNFRT;İZLE;57;düşük (6);36,3;3/6;negatif;pozitif;yok;;0
135;VESTL;İZLE;57;düşük (0);22,4;4/6;negatif;notr;notr;33,17;4
136;NTGAZ;İZLE;57;orta (40);12,2;5/6;pozitif;notr;yok;;0
137;EKGYO;İZLE;56;düşük (0);11,6;4/6;negatif;notr;pozitif;33,43;1
138;YIGIT;İZLE;56;düşük (0);16,7;3/6;pozitif;notr;yok;;0
139;BYDNR;İZLE;56;orta (22);11,8;2/6;negatif;notr;yok;;0
140;BAGFS;İZLE;55;orta (32);9,7;3/6;pozitif;yok;yok;;0
141;OBAMS;İZLE;55;düşük (8);35,3;5/6;notr;yok;yok;;0
142;NIBAS;İZLE;54;düşük (18);14,4;5/6;negatif;notr;yok;;0
143;ZOREN;İZLE;54;düşük (0);27,9;5/6;negatif;notr;notr;3,58;4
144;ENKAI;İZLE;54;düşük (0);11,4;5/6;pozitif;pozitif;pozitif;126,89;0
145;BIGTK;İZLE;53;düşük (6);23,6;0/6;notr;negatif;yok;;0
146;CASA;İZLE;53;düşük (6);15,9;5/6;notr;negatif;yok;;0
147;SDTTR;İZLE;53;düşük (0);22,4;1/6;notr;notr;yok;;0
148;EDIP;İZLE;52;düşük (10);22,1;4/6;pozitif;notr;yok;;0
149;ULAS;İZLE;52;düşük (14);26,6;5/6;yok;negatif;yok;;0
150;OZKGY;İZLE;52;düşük (0);16,1;4/6;notr;negatif;yok;;0
151;ISBIR;İZLE;52;düşük (6);7,2;1/6;pozitif;yok;yok;;0
152;TRGYO;İZLE;51;düşük (0);9,8;1/6;pozitif;pozitif;pozitif;131,49;0
153;ULUUN;İZLE;51;düşük (0);21,1;2/6;negatif;notr;yok;;2
154;BLCYT;İZLE;51;düşük (0);35,0;3/6;pozitif;notr;yok;;0
155;VESBE;İZLE;50;düşük (0);33,6;5/6;negatif;notr;notr;9,47;0
