sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
55;DIRIT;AL;77;düşük (0);7,1;4/6;negatif;notr;yok;;0
56;SNPAM;AL;75;düşük (18);5,8;5/6;notr;yok;yok;;0
57;ASELS;AL;75;düşük (6);6,3;2/6;pozitif;pozitif;pozitif;457,99;1
58;AKFIS;AL;75;düşük (10);12,0;2/6;notr;notr;yok;;1
59;BRSAN;AL;75;düşük (10);6,1;4/6;notr;pozitif;pozitif;803,18;1
60;CELHA;AL;75;düşük (16);14,3;1/6;negatif;notr;yok;;0
61;ARTMS;AL;74;düşük (10);10,9;5/6;pozitif;negatif;yok;;0
62;ADGYO;AL;74;düşük (10);14,3;1/6;negatif;negatif;yok;;0
63;TRALT;AL;74;düşük (10);13,1;1/6;pozitif;notr;notr;57,09;1
64;DURKN;AL;74;orta (22);11,1;2/6;negatif;notr;yok;;0
65;RUBNS;AL;74;düşük (0);21,8;2/6;notr;notr;yok;;0
66;KRDMA;AL;73;düşük (10);26,6;4/6;pozitif;pozitif;notr;50,70;1
67;EGGUB;AL;73;düşük (0);8,2;3/6;pozitif;pozitif;yok;;0
68;BLUME;AL;73;düşük (16);11,4;2/6;negatif;notr;yok;;0
69;AKBNK;AL;73;düşük (0);15,5;3/6;pozitif;notr;pozitif;107,00;4
70;KRDMD;AL;72;düşük (0);10,2;0/6;pozitif;pozitif;notr;50,70;1
71;HURGZ;AL;72;düşük (6);16,4;1/6;negatif;negatif;yok;;0
72;KLYPV;AL;71;düşük (0);14,9;3/6;notr;yok;yok;;0
73;TRENJ;AL;71;düşük (16);6,9;1/6;pozitif;pozitif;notr;218,70;0
74;VESTL;AL;71;düşük (10);15,0;6/6;negatif;notr;notr;33,17;4
75;OZSUB;AL;71;düşük (16);17,6;0/6;notr;notr;yok;;0
76;TURGG;AL;71;orta (22);12,5;5/6;pozitif;yok;yok;;0
77;KRGYO;AL;69;düşük (0);11,9;3/6;notr;negatif;yok;;0
78;TNZTP;AL;69;düşük (6);12,1;0/6;pozitif;notr;notr;44,00;0
79;METRO;AL;69;düşük (0);11,5;2/6;pozitif;negatif;yok;;0
80;PSDTC;AL;69;orta (22);30,7;1/6;notr;notr;yok;;0
81;ALTNY;AL;69;düşük (0);16,8;0/6;negatif;yok;yok;;1
82;PETUN;AL;68;düşük (8);8,5;4/6;pozitif;notr;yok;;0
83;MTRKS;AL;68;düşük (0);19,6;1/6;pozitif;notr;yok;;0
84;CEMZY;AL;67;düşük (0);28,5;0/6;negatif;negatif;yok;;0
85;BUCIM;AL;65;düşük (0);7,4;4/6;negatif;yok;yok;;0
86;ORGE;AL;64;orta (22);20,1;2/6;pozitif;notr;pozitif;112,00;2
87;PRKME;AL;64;düşük (0);44,6;4/6;notr;negatif;yok;;0
88;PRZMA;AL;63;orta (22);27,4;1/6;negatif;notr;yok;;1
89;SAYAS;AL;63;düşük (0);16,4;1/6;pozitif;notr;yok;;0
90;KONYA;AL;62;düşük (18);13,5;4/6;pozitif;yok;yok;;0
91;BAHKM;İZLE;89;yüksek (46);1,1;4/6;negatif;notr;yok;;0
92;AGESA;İZLE;89;orta (40);3,0;4/6;pozitif;pozitif;pozitif;352,13;0
93;BOBET;İZLE;85;yüksek (50);6,4;6/6;negatif;pozitif;yok;;0
94;SELEC;İZLE;83;yüksek (43);2,8;5/6;notr;notr;notr;129,78;0
95;ANELE;İZLE;82;yüksek (43);3,5;4/6;negatif;negatif;yok;;1
96;ENJSA;İZLE;82;orta (32);4,3;5/6;pozitif;notr;notr;158,36;2
97;ALBRK;İZLE;82;orta (32);8,5;2/6;pozitif;pozitif;notr;11,56;5
98;KARSN;İZLE;82;yüksek (47);10,6;5/6;notr;notr;notr;18,53;0
99;ALKLC;İZLE;77;yüksek (51);0,5;6/6;negatif;notr;yok;;0
100;ATSYH;İZLE;77;orta (32);7,1;2/6;negatif;notr;yok;;1
101;RALYH;İZLE;74;orta (38);3,6;3/6;notr;negatif;yok;;0
102;ISBTR;İZLE;73;orta (32);24,8;2/6;notr;negatif;pozitif;;3
103;RGYAS;İZLE;72;orta (40);5,9;0/6;pozitif;pozitif;pozitif;309,55;2
104;KGYO;İZLE;71;orta (40);14,9;2/6;negatif;notr;yok;;0
105;AYDEM;İZLE;71;orta (40);12,2;1/6;pozitif;pozitif;pozitif;42,43;0
106;CVKMD;İZLE;66;düşük (6);15,9;0/6;notr;pozitif;yok;;1
107;ZRGYO;İZLE;65;yüksek (46);2,9;3/6;pozitif;notr;yok;;0
108;VANGD;İZLE;65;düşük (0);16,0;2/6;pozitif;pozitif;yok;;0
109;YGGYO;İZLE;64;düşük (0);21,2;0/6;pozitif;notr;yok;;0
110;TBORG;İZLE;60;düşük (0);16,8;1/6;notr;pozitif;yok;;0
111;OZRDN;İZLE;59;düşük (0);23,2;4/6;negatif;notr;yok;;1
112;SAHOL;İZLE;59;orta (32);11,6;3/6;pozitif;notr;pozitif;157,19;1
113;SONME;İZLE;58;düşük (10);19,8;1/6;negatif;yok;yok;;0
114;BLCYT;İZLE;58;düşük (0);27,6;6/6;pozitif;notr;yok;;0
115;CANTE;İZLE;57;düşük (0);15,0;5/6;notr;notr;yok;;1
116;NTGAZ;İZLE;56;orta (32);12,7;3/6;pozitif;notr;yok;;0
117;VESBE;İZLE;56;düşük (0);29,4;6/6;negatif;notr;notr;9,47;0
118;PNSUT;İZLE;56;düşük (8);13,5;5/6;negatif;notr;yok;;0
119;TERA;İZLE;56;düşük (10);21,9;6/6;notr;pozitif;yok;;3
120;HKTM;İZLE;55;düşük (16);25,7;2/6;negatif;negatif;yok;;1
121;GARAN;İZLE;55;orta (22);10,4;3/6;pozitif;notr;pozitif;178,15;6
122;ENDAE;İZLE;54;orta (22);35,5;2/6;yok;negatif;yok;;0
123;ARMGD;İZLE;54;orta (22);18,7;1/6;notr;pozitif;notr;109,60;0
124;BINBN;İZLE;54;düşük (0);12,3;1/6;negatif;notr;yok;;0
125;ISMEN;İZLE;53;düşük (0);10,4;5/6;negatif;notr;yok;;8
126;YKBNK;İZLE;53;orta (22);23,1;3/6;pozitif;notr;pozitif;52,27;2
127;ENKAI;İZLE;53;düşük (0);10,8;5/6;pozitif;pozitif;pozitif;126,89;0
128;TTRAK;İZLE;52;düşük (6);6,6;3/6;negatif;notr;notr;592,39;0
129;SANKO;İZLE;51;orta (32);20,3;6/6;notr;notr;yok;;0
130;EYGYO;İZLE;51;düşük (10);12,8;2/6;negatif;pozitif;yok;;0
131;ZOREN;İZLE;50;düşük (0);32,8;4/6;negatif;notr;notr;3,58;2
