sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
92;BOBET;İZLE;95;yüksek (50);1,9;6/6;negatif;pozitif;yok;;0
93;AYGAZ;İZLE;94;yüksek (42);3,4;3/6;pozitif;pozitif;pozitif;337,67;0
94;SELEC;İZLE;92;yüksek (43);1,1;4/6;notr;notr;notr;129,78;0
95;ALKLC;İZLE;91;yüksek (48);0,0;5/6;negatif;notr;yok;;0
96;ALBRK;İZLE;89;orta (32);8,8;3/6;pozitif;pozitif;notr;11,56;6
97;ENJSA;İZLE;88;orta (40);3,6;3/6;pozitif;notr;notr;158,36;2
98;AGESA;İZLE;87;orta (40);4,6;4/6;pozitif;pozitif;pozitif;352,13;0
99;ATSYH;İZLE;79;orta (32);8,5;2/6;negatif;notr;yok;;0
100;OZATD;İZLE;78;yüksek (45);6,4;3/6;negatif;negatif;yok;;2
101;KGYO;İZLE;77;orta (40);15,5;1/6;negatif;notr;yok;;0
102;RGYAS;İZLE;73;orta (40);5,9;0/6;pozitif;pozitif;pozitif;309,55;2
103;AYDEM;İZLE;71;orta (40);12,3;1/6;pozitif;pozitif;pozitif;42,43;0
104;SAHOL;İZLE;71;orta (32);11,1;4/6;pozitif;notr;pozitif;157,19;1
105;RALYH;İZLE;69;orta (38);9,7;1/6;notr;negatif;yok;;0
106;CEMZY;İZLE;66;düşük (0);32,7;1/6;negatif;negatif;yok;;0
107;YGGYO;İZLE;64;düşük (0);23,2;0/6;pozitif;notr;yok;;0
108;SAYAS;İZLE;64;düşük (0);20,8;1/6;pozitif;notr;yok;;0
109;ZRGYO;İZLE;62;yüksek (46);4,1;2/6;pozitif;notr;yok;;0
110;KLGYO;İZLE;60;düşük (0);16,1;4/6;notr;notr;yok;;0
111;BLCYT;İZLE;60;düşük (8);22,5;4/6;pozitif;notr;yok;;0
112;NTGAZ;İZLE;59;orta (40);12,5;4/6;pozitif;notr;yok;;0
113;KZGYO;İZLE;59;düşük (0);17,0;5/6;notr;negatif;yok;;0
114;YKBNK;İZLE;59;orta (22);23,1;3/6;pozitif;notr;pozitif;52,43;0
115;ISBTR;İZLE;59;orta (32);30,1;0/6;notr;negatif;pozitif;;3
116;PCILT;İZLE;58;düşük (0);18,8;1/6;pozitif;notr;yok;;0
117;ORGE;İZLE;58;orta (22);24,1;1/6;pozitif;notr;pozitif;112,00;2
118;GARAN;İZLE;56;orta (22);10,4;3/6;pozitif;notr;pozitif;178,15;5
119;SANKO;İZLE;55;orta (32);20,6;6/6;notr;notr;yok;;0
120;DZGYO;İZLE;55;düşük (0);20,5;5/6;pozitif;notr;yok;;0
121;NIBAS;İZLE;55;düşük (16);13,7;6/6;negatif;notr;yok;;0
122;SONME;İZLE;54;düşük (10);19,3;1/6;negatif;yok;yok;;0
123;BINBN;İZLE;54;düşük (0);15,0;0/6;negatif;notr;yok;;0
124;JANTS;İZLE;53;orta (40);26,0;2/6;pozitif;pozitif;yok;;0
125;ENKAI;İZLE;52;düşük (0);11,3;5/6;pozitif;pozitif;pozitif;126,89;0
126;AVPGY;İZLE;52;düşük (8);13,8;5/6;pozitif;notr;pozitif;95,75;0
127;KAYSE;İZLE;52;düşük (0);14,6;3/6;negatif;notr;yok;;0
128;PETUN;İZLE;51;düşük (0);11,8;2/6;pozitif;notr;yok;;0
129;ALTNY;İZLE;51;düşük (0);18,4;0/6;negatif;yok;yok;;0
130;TDGYO;İZLE;51;düşük (10);15,1;5/6;pozitif;pozitif;yok;;0
131;KONYA;İZLE;50;düşük (10);16,4;3/6;pozitif;yok;yok;;0
132;TERA;İZLE;50;düşük (10);22,2;5/6;notr;pozitif;yok;;3
