hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
TUPRS;izle;;88,7;35,0;24,0;29,7;42;2;guclu trend;39,0;64,5;62,2;yukari;guclu;yukselis;yukari;0,98;3,63;2;412;2,55;11913109368;374,32;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
BIMAS;GUCLU AL;;88,1;30,2;23,7;34,2;0;0;guclu trend;27,9;54,0;52,9;yukari;guclu;yukselis;yukari;1,53;1,25;2;418;3,08;6093718950;402,48;SAT;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
BMSTL;GUCLU AL;;85,7;31,8;29,9;24,0;0;0;guclu trend;21,8;61,5;69,7;yukari;guclu;yukselis;yukari;2,50;1,46;0;48,4;-1,87;413571514;43,46;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;17.09.2026
HALKB;GUCLU AL;;84,1;33,3;24,6;26,2;10;1;guclu trend;25,5;58,3;29,0;yukari;guclu;yukselis;yukari;1,65;1,89;2;47,8;2,18;5336329573;44,37;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
BAHKM;GUCLU AL;;84,1;35,0;24,9;24,2;10;1;guclu trend;42,3;58,5;63,1;yukari;guclu;yukselis;yukari;1,06;1,83;1;170;5,00;380992270;146,75;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
BOSSA;AL;;83,4;22,0;28,9;32,5;0;0;zayif;17,0;58,6;64,4;yukari;guclu;yukselis;yukari;1,87;1,04;0;6,83;0,00;39894419;6,19;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;17.09.2026
ENJSA;izle;;82,8;29,0;20,7;33,0;38;3;ilimli;19,6;48,7;45,8;yukari;guclu;zayif;yukari;1,32;0,06;3;111,5;3,91;663950723;106,65;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
DMLKT;GUCLU AL;;82,7;35,0;23,9;23,8;16;0;guclu trend;39,8;59,2;56,9;yukari;guclu;yukselis;yukari;1,13;2,48;3;7,02;1,01;57031329;6,62;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;17.09.2026
DMRGD;izle;;82,5;24,1;29,9;28,5;0;0;guclu trend;22,5;62,1;50,7;asagi;guclu;yukselis;yukari;5,83;1,47;1;11,88;10,00;2860157639;11,92;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;17.09.2026
DEVA;GUCLU AL;;81,6;35,0;24,6;22,0;10;0;guclu trend;45,8;61,3;65,9;yukari;guclu;yukselis;yukari;0,67;2,96;1;99,9;6,05;66943290;91,73;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
MRGYO;GUCLU AL;;81,0;35,0;30,0;16,0;10;0;guclu trend;49,4;58,6;75,5;yukari;guclu;yukselis;yukari;0,01;2,18;0;1,92;-9,86;4051384;1,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;17.09.2026
MARTI;GUCLU AL;;81,0;35,0;30,0;16,0;10;0;guclu trend;58,5;61,7;84,6;yukari;guclu;yukselis;yukari;0,02;2,61;1;2,47;-9,85;7669738;2,32;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;17.09.2026
GSDDE;GUCLU AL;EVET;79,7;31,4;23,0;25,4;0;0;guclu trend;20,6;50,9;36,8;yukari;guclu;zayif;yukari;1,14;0,21;1;13,48;3,85;85052518;12,38;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
ZRGYO;izle;;78,7;19,6;25,3;33,9;40;4;zayif;22,2;57,5;67,7;yukari;guclu;yukselis;yukari;2,11;1,18;1;19,91;1,84;58288596;18,80;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;17.09.2026
SOKM;AL;;78,7;28,9;22,4;27,4;22;2;ilimli;18,8;50,6;69,9;yukari;guclu;yukselis;yukari;0,99;0,79;2;57,15;1,60;255687900;54,83;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
HURGZ;izle;;77,7;29,1;21,0;27,6;0;0;zayif;19,9;46,3;60,8;yukari;guclu;zayif;yukari;1,42;-0,13;2;7,35;-4,30;82760493;7,13;SAT;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
MPARK;AL;EVET;77,6;27,9;23,5;26,2;0;0;ilimli;18,1;53,3;52,1;yukari;guclu;yukselis;yukari;1,54;0,43;2;435;4,95;370827930;411,23;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
KCHOL;izle;;77,1;22,4;25,3;29,4;28;2;guclu trend;32,1;53,8;73,2;asagi;guclu;yukselis;yukari;1,67;1,18;3;218,7;5,91;11729641857;229,66;SAT;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
KRDMD;izle;;76,6;21,4;23,4;31,8;46;4;guclu trend;22,2;49,3;43,0;asagi;guclu;yukselis;yukari;1,32;0,39;3;44,08;6,06;3196187155;48,15;SAT;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
KGYO;izle;;75,9;28,9;20,3;26,7;16;1;zayif;18,8;46,4;30,3;yukari;guclu;yukselis;yukari;1,79;-0,12;3;11,38;-4,21;400991381;10,80;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
AVPGY;AL;EVET;75,3;21,9;27,2;26,2;0;0;zayif;28,3;52,1;47,6;yukari;guclu;yukselis;yukari;1,04;0,30;1;55,05;1,57;44741007;51,57;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;17.09.2026
ANHYT;izle;;74,4;16,4;27,5;30,4;6;0;ilimli;13,4;54,6;54,3;asagi;guclu;zayif;yukari;1,53;0,44;3;108,2;2,17;116776040;112,43;AL;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
AYGAZ;izle;;74,3;35,0;23,3;16,0;40;4;guclu trend;39,5;52,0;67,1;yukari;guclu;yukselis;yukari;0,79;1,44;2;320;1,75;338364160;299,67;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
OFSYM;AL;EVET;73,7;29,6;23,4;20,7;20;1;guclu trend;39,1;49,1;62,8;yukari;guclu;yukselis;yukari;0,49;0,41;5;63,4;4,97;65831453;58,06;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
INVES;izle;;73,5;20,9;24,7;27,8;6;0;ilimli;18,8;52,4;22,1;asagi;guclu;yukselis;yukari;1,10;0,95;3;782;0,13;69529966;846,10;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;17.09.2026
PETKM;izle;;73,3;25,1;22,0;26,2;16;1;guclu trend;25,0;49,9;43,5;asagi;guclu;yukselis;yukari;1,50;0,35;3;21,54;2,67;3584682729;25,53;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
ALARK;izle;;73,0;22,0;21,5;29,4;10;1;guclu trend;26,8;49,9;69,6;asagi;guclu;yukselis;yukari;1,15;0,46;2;109,5;4,68;637517541;117,47;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
TRMET;izle;;72,5;20,8;21,5;30,2;0;0;zayif;17,8;46,7;48,8;asagi;guclu;zayif;yukari;1,51;-0,08;2;132;5,52;1125550932;146,21;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
ALBRK;izle;;72,2;18,3;22,4;31,6;0;0;guclu trend;30,0;47,6;51,4;asagi;guclu;zayif;yukari;2,16;-0,05;2;8,54;6,88;343191369;9,13;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
EBEBK;izle;;72,0;22,2;22,4;27,3;0;0;ilimli;17,7;51,0;53,6;asagi;guclu;zayif;yukari;1,07;0,30;2;82,75;3,18;61101524;87,54;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
KONYA;AL;;71,3;20,0;27,7;23,6;10;1;zayif;34,2;52,3;66,2;yukari;guclu;yukselis;yukari;0,84;0,51;1;3977,5;-1,00;75954340;3764,83;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;17.09.2026
SKYMD;izle;;71,0;34,9;20,8;15,4;16;1;guclu trend;29,6;45,7;68,5;yukari;guclu;zayif;yukari;1,02;-0,10;3;15,08;-9,97;55348094;14,07;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
VAKBN;izle;;70,9;20,1;21,3;29,5;6;0;guclu trend;26,9;49,8;60,4;asagi;guclu;yukselis;yukari;1,45;0,25;3;33;6,93;4276203261;38,36;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
TRENJ;izle;;70,7;28,7;23,9;18,1;46;5;ilimli;17,3;50,3;49,8;yukari;guclu;yukselis;yukari;0,93;0,60;3;103,8;4,80;163849649;98,12;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;17.09.2026
EFOR;izle;;70,6;19,3;23,6;27,7;40;4;zayif;12,8;46,0;41,6;asagi;guclu;zayif;yukari;1,38;-0,04;2;18,19;-8,59;1982542816;20,83;AL;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
TRCAS;AL;;69,8;29,4;21,6;18,8;0;0;guclu trend;22,5;48,5;57,6;yukari;guclu;yukselis;yukari;0,94;0,38;1;47,14;-0,13;44145102;45,06;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
EPLAS;AL;EVET;69,1;23,9;27,3;18,0;10;1;zayif;29,8;51,5;23,7;yukari;guclu;yukselis;yukari;1,61;0,32;1;5,93;2,95;63494099;5,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;17.09.2026
TRHOL;izle;;68,5;27,0;25,0;16,5;20;0;guclu trend;65,6;59,0;98,4;asagi;guclu;yukselis;yukari;0,00;3,66;0;3645;-10,00;2044845;4416,41;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);3;17.09.2026
RYGYO;izle;;68,2;27,0;23,9;17,3;6;0;guclu trend;31,1;47,8;53,9;asagi;guclu;yukselis;yukari;0,53;0,62;3;42,94;0,80;76474337;50,89;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;17.09.2026
BRSAN;izle;;68,1;22,2;23,9;22,1;6;0;guclu trend;27,8;48,1;31,3;asagi;guclu;yukselis;yukari;1,34;0,60;3;666;4,47;2106488736;709,48;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
YKSLN;izle;;68,0;22,0;30,0;16,0;20;0;zayif;36,1;62,6;83,6;asagi;guclu;yukselis;yukari;0,04;3,33;0;4,13;-9,83;2164347;5,04;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;17.09.2026
KRPLS;AL;;67,7;35,0;24,4;8,3;0;0;guclu trend;45,7;55,5;65,4;yukari;guclu;yukselis;yukari;0,72;1,32;2;11,88;2,77;59704271;11,28;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;17.09.2026
TRALT;izle;;67,5;20,5;17,7;29,3;10;1;zayif;15,7;46,3;53,0;asagi;guclu;zayif;yukari;1,43;-0,32;2;49,56;4,69;7207957782;56,70;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
EGEEN;AL;;67,4;19,8;28,9;18,6;0;0;zayif;29,6;55,7;65,6;yukari;guclu;yukselis;yukari;1,19;1,04;1;5815;-4,20;197907710;5541,03;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;UCUZ (AL);5;17.09.2026
ARSAN;izle;;66,9;26,3;20,9;19,7;0;0;guclu trend;28,2;48,4;46,0;asagi;guclu;yukselis;yukari;0,81;0,35;2;3,82;1,33;94933494;4,37;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
ORGE;AL;EVET;66,8;29,1;21,0;16,7;28;2;guclu trend;20,1;48,4;43,3;yukari;guclu;yukselis;yukari;1,04;0,22;3;22,36;2,10;111664722;20,44;SAT;NEGATIF;SAT;POZITIF;AZALIYOR;SAT;SAT;NOTR;1;17.09.2026
ASELS;izle;;66,8;20,8;22,3;23,6;0;0;zayif;18,2;48,4;33,7;asagi;guclu;zayif;yukari;1,25;-0,07;2;379,75;5,49;15331951689;413,49;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
DURDO;izle;;66,5;23,3;18,8;24,5;40;4;guclu trend;20,4;45,0;39,5;asagi;guclu;zayif;yukari;1,53;-0,40;2;4,98;-0,40;16865049;5,27;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
ARASE;izle;;65,5;21,6;18,5;25,5;46;4;guclu trend;23,4;45,3;53,2;asagi;guclu;zayif;yukari;0,99;-0,52;3;114,9;5,22;34829982;126,57;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
GMTAS;izle;;65,3;28,9;12,6;23,8;0;0;zayif;18,6;42,5;55,3;yukari;zayif;zayif;yukari;1,11;-0,75;1;43,98;-1,39;166352151;43,62;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;17.09.2026
NETAS;AL;;63,2;35,0;20,2;8,0;6;0;guclu trend;43,2;45,1;68,4;yukari;guclu;yukselis;yukari;0,52;0,22;3;84,15;-10,00;114152084;83,84;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
CRFSA;izle;;62,9;22,4;23,8;16,7;50;4;guclu trend;39,3;47,8;49,0;asagi;guclu;yukselis;yukari;0,74;0,54;4;248,9;8,31;539716502;305,34;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
TDGYO;izle;;62,0;20,0;24,0;18,0;0;0;zayif;35,0;45,6;71,5;yukari;guclu;zayif;asagi;1,49;-0,34;1;16,6;-9,98;41704927;16,24;AL;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;UCUZ (AL);2;17.09.2026
FLAP;AL;;61,5;31,0;26,7;3,8;0;0;guclu trend;39,5;49,5;63,4;yukari;guclu;yukselis;asagi;0,87;0,09;1;11,4;-2,15;14407491;10,92;AL;NEGATIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;17.09.2026
AKSGY;izle;;59,5;29,0;12,4;18,0;16;1;zayif;19,7;39,3;49,0;yukari;guclu;zayif;yukari;0,91;-0,79;3;9,56;-0,52;47999555;9,55;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
OZSUB;izle;;59,4;29,0;16,0;14,3;16;1;zayif;19,7;41,7;13,7;yukari;guclu;zayif;yukari;0,96;-0,09;3;38,3;-0,78;94929308;37,97;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
TOASO;izle;;58,9;17,8;27,5;13,6;0;0;ilimli;21,0;54,4;50,8;yukari;guclu;yukselis;asagi;0,93;0,45;0;287;5,42;1021303563;263,78;AL;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
BJKAS;izle;;58,6;22,1;20,5;16,0;0;0;guclu trend;27,6;45,3;53,9;asagi;guclu;zayif;yukari;0,08;-0,14;1;2,13;-9,75;92088927;2,83;SAT;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
GARAN;izle;;58,6;3,1;23,2;32,3;46;4;zayif;18,6;52,0;57,8;asagi;guclu;yukselis;yukari;1,73;0,30;3;132,5;9,59;8820622785;136,38;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;AL;NOTR;3;17.09.2026
ATSYH;izle;;58,4;20,4;18,0;20,0;38;3;zayif;15,2;45,5;55,4;asagi;zayif;zayif;yukari;1,36;-0,29;3;113;8,76;6114543;123,52;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
ETILR;izle;;58,1;28,4;16,0;13,7;0;0;zayif;15,0;45,6;59,4;yukari;zayif;zayif;yukari;0,94;-0,42;2;5,75;-3,20;45082622;5,30;SAT;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
KNFRT;izle;;57,7;9,3;22,4;26,1;0;0;zayif;14,0;49,7;42,2;yukari;guclu;yukselis;yukari;1,21;-0,06;2;12,27;1,91;66061484;11,09;SAT;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;AL;NOTR;2;17.09.2026
SANKO;izle;;56,7;15,0;27,7;14,1;8;0;zayif;37,6;57,6;83,2;yukari;guclu;yukselis;asagi;0,84;0,50;2;20,2;2,38;8783748;18,50;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;17.09.2026
INDES;izle;;56,7;21,8;12,4;22,5;40;4;guclu trend;25,5;40,9;43,0;asagi;guclu;zayif;asagi;1,82;-0,82;2;10,82;2,17;136521523;12,03;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
ARMGD;izle;;56,2;21,3;12,9;22,0;32;2;guclu trend;21,3;45,0;52,2;asagi;zayif;zayif;yukari;1,06;-0,54;4;176,9;3,15;279006326;205,67;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;AL;AL;NOTR;2;17.09.2026
ISMEN;izle;;55,8;9,6;22,0;24,3;6;0;zayif;23,7;51,3;67,1;yukari;guclu;zayif;asagi;1,29;-0,12;3;34,72;5,66;359066081;32,52;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;17.09.2026
ZOREN;izle;;55,3;15,0;26,2;14,1;0;0;zayif;42,5;53,2;53,1;yukari;guclu;zayif;asagi;1,06;-0,12;1;2,45;-3,92;264479908;2,20;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;17.09.2026
ALKLC;izle;;54,8;22,4;16,2;16,2;0;0;guclu trend;63,5;41,7;78,4;asagi;guclu;zayif;yukari;0,00;-0,27;0;421,25;-9,99;3367051;488,30;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
AKBNK;izle;;54,7;10,2;23,2;21,3;38;3;zayif;19,0;51,7;44,2;asagi;guclu;yukselis;yukari;1,55;0,30;3;71,55;9,74;21693200711;74,93;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;17.09.2026
OZATD;izle;;54,5;22,4;16,0;16,0;28;2;guclu trend;32,0;39,3;87,3;asagi;guclu;zayif;yukari;0,00;0,39;3;4035;-9,98;6092850;4861,34;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);0;17.09.2026
ALTIN;izle;;53,2;10,1;23,0;20,1;0;0;zayif;15,8;50,4;47,6;asagi;guclu;yukselis;asagi;1,03;0,20;2;74,27;1,13;1427578057;77,86;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;UCUZ (AL);2;17.09.2026
AKSA;izle;;52,9;15,8;20,6;16,5;0;0;zayif;23,9;48,0;57,8;yukari;zayif;zayif;asagi;1,09;-0,74;1;11,12;4,81;229579550;10,52;AL;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
IEYHO;izle;;52,5;22,4;14,1;16,0;0;0;guclu trend;80,4;37,6;99,8;asagi;guclu;zayif;yukari;0,02;-0,08;0;186,3;-10,00;6443186;208,30;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);0;17.09.2026
DSTKF;izle;;52,1;20,7;23,4;8,0;0;0;zayif;17,1;46,0;95,9;asagi;guclu;zayif;asagi;0,00;-0,70;1;2204;-9,97;14711700;2736,97;AL;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);1;17.09.2026
ECOGR;izle;;51,9;22,2;21,8;8,0;0;0;zayif;15,0;46,7;61,4;yukari;guclu;zayif;asagi;0,41;-0,60;2;35,2;-5,43;97598934;32,54;AL;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
BIGEN;izle;;51,6;21,9;13,7;16,0;0;0;guclu trend;25,7;43,1;75,2;asagi;guclu;zayif;yukari;0,00;-0,14;0;127,2;-9,98;2356889;157,93;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);0;17.09.2026
RYSAS;izle;;51,3;22,1;13,2;16,0;10;1;guclu trend;27,4;40,4;57,9;asagi;guclu;zayif;yukari;0,33;-0,60;2;23,8;-5,18;156884388;29,30;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
TNZTP;izle;;50,6;20,7;17,0;12,9;32;3;zayif;16,8;43,0;38,6;asagi;guclu;zayif;yukari;0,97;-0,24;2;28,14;-2,97;127151012;33,23;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;17.09.2026
CANTE;izle;;50,6;10,4;18,2;21,9;0;0;zayif;30,3;45,6;58,3;yukari;guclu;zayif;asagi;1,37;-0,79;2;1,25;-7,41;794638450;1,23;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;UCUZ (AL);0;17.09.2026
AVGYO;izle;;50,3;20,6;19,2;10,5;40;5;zayif;16,5;46,6;42,0;asagi;guclu;zayif;yukari;0,81;-0,13;2;15,63;-0,32;22851076;18,21;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
PATEK;izle;;49,9;17,4;24,5;8,0;0;0;zayif;23,4;47,3;53,4;yukari;guclu;zayif;asagi;0,61;-0,37;1;20,52;-9,92;407995282;19,78;AL;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
MAVI;izle;;49,8;2,4;23,7;23,7;0;0;zayif;30,8;52,0;49,7;asagi;guclu;zayif;asagi;3,79;-0,37;2;37,72;9,97;804020849;38,42;AL;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;17.09.2026
CCOLA;izle;;49,3;14,3;21,8;13,2;8;0;zayif;21,7;49,8;53,3;asagi;zayif;zayif;asagi;1,37;-0,38;2;80,4;5,10;662754164;84,19;AL;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;17.09.2026
DOHOL;izle;;49,3;23,0;13,8;12,5;10;0;zayif;14,4;43,2;34,5;yukari;guclu;zayif;asagi;1,09;-0,80;4;20,86;1,66;288869635;20,39;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;17.09.2026
AGESA;izle;;48,8;20,5;14,0;14,3;10;0;zayif;26,3;43,2;61,0;asagi;guclu;zayif;asagi;1,23;-0,67;4;241;2,25;67010773;262,88;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;17.09.2026
