hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
OFSYM;GUCLU AL;;92,2;35,0;30,0;27,2;0;0;guclu trend;49,1;57,8;69,3;yukari;guclu;yukselis;yukari;0,93;1,62;1;66,95;-4,36;188761106;58,06;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;07.09.2026
MARTI;GUCLU AL;;91,5;30,0;28,5;33,0;28;0;zayif;38,9;75,0;84,8;yukari;guclu;yukselis;yukari;1,37;3,49;0;2,08;3,48;360421668;1,68;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;07.09.2026
AHGAZ;GUCLU AL;;90,8;34,6;30,0;26,2;28;0;guclu trend;29,0;68,6;89,1;yukari;guclu;yukselis;yukari;0,79;3,27;0;38,94;-1,91;170630952;35,70;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;07.09.2026
AVOD;GUCLU AL;;90,7;30,0;30,0;30,7;18;0;zayif;37,0;65,5;89,9;yukari;guclu;yukselis;yukari;4,25;1,74;3;4,5;-4,46;187786017;3,92;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
ETYAT;GUCLU AL;;90,6;33,5;30,0;27,1;10;0;guclu trend;26,2;65,6;48,5;yukari;guclu;yukselis;yukari;0,83;2,35;1;16,17;0,25;11848002;13,55;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;07.09.2026
INDES;GUCLU AL;;90,5;33,0;30,0;27,5;0;0;guclu trend;24,9;60,5;72,4;yukari;guclu;yukselis;yukari;0,85;1,82;2;11,84;1,20;81523515;10,83;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;07.09.2026
DEVA;GUCLU AL;;90,0;35,0;30,0;25,0;28;0;guclu trend;44,0;67,9;62,8;yukari;guclu;yukselis;yukari;0,59;3,94;1;94,3;2,00;57219637;83,43;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;07.09.2026
HALKB;GUCLU AL;;89,3;35,0;30,0;24,3;20;0;guclu trend;31,4;65,6;39,1;yukari;guclu;yukselis;yukari;2,19;3,58;2;49,92;-8,15;5408171908;44,37;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
ALARK;GUCLU AL;;88,8;33,6;30,0;25,2;10;0;guclu trend;26,5;63,4;49,8;yukari;guclu;yukselis;yukari;0,71;2,13;1;113,9;1,70;471512627;100,97;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;07.09.2026
ALBRK;izle;;88,6;35,0;26,0;27,6;32;3;guclu trend;30,7;59,5;68,5;yukari;guclu;yukselis;yukari;0,95;1,51;2;8,89;2,30;116988933;8,39;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
GUBRF;GUCLU AL;;88,5;34,6;29,9;23,9;18;1;guclu trend;29,1;60,2;77,7;yukari;guclu;yukselis;yukari;0,79;1,47;1;491,25;2,61;1491243413;437,48;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;SAT;NOTR;4;07.09.2026
BIMAS;GUCLU AL;;88,4;33,4;30,0;25,0;18;0;guclu trend;25,9;61,1;49,0;yukari;guclu;yukselis;yukari;0,68;2,16;1;418;0,54;2934141386;385,67;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;07.09.2026
PNSUT;GUCLU AL;EVET;88,1;23,4;30,0;34,7;8;0;zayif;32,9;67,9;75,0;yukari;guclu;yukselis;yukari;2,15;1,98;0;12,29;9,54;113755417;10,32;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
PETUN;GUCLU AL;EVET;87,8;22,8;30,0;34,9;8;0;zayif;39,7;66,6;79,2;yukari;guclu;yukselis;yukari;2,27;1,65;1;12,29;5,04;87981468;10,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
TRHOL;GUCLU AL;;87,7;35,0;22,0;30,7;35;0;guclu trend;55,3;95,8;100,0;yukari;guclu;yukselis;yukari;1,04;8,12;0;3650;0,69;1396263700;3080,24;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);4;07.09.2026
NETAS;GUCLU AL;;87,4;35,0;30,0;22,4;28;0;guclu trend;46,3;64,6;71,5;yukari;guclu;yukselis;yukari;0,74;3,22;1;99,7;-3,30;194831148;83,84;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;SAT;NOTR;4;07.09.2026
MANAS;GUCLU AL;;86,9;34,8;25,1;27,0;35;0;guclu trend;29,5;81,8;80,2;yukari;guclu;yukselis;yukari;0,82;3,96;2;39,6;6,39;867561473;32,49;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;07.09.2026
RYGYO;GUCLU AL;;86,8;35,0;24,7;27,0;0;0;guclu trend;48,4;54,0;72,5;yukari;guclu;yukselis;yukari;1,18;1,81;1;44,72;-9,51;184564628;43,73;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;07.09.2026
AGESA;izle;;86,7;34,0;28,3;24,3;40;4;guclu trend;27,5;55,4;81,2;yukari;guclu;yukselis;yukari;0,72;1,11;2;254;-1,93;46179740;239,61;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;07.09.2026
ARASE;GUCLU AL;;86,1;32,4;20,7;33,0;0;0;guclu trend;23,3;52,8;63,0;yukari;guclu;yukselis;yukari;1,50;0,68;0;120,8;0,92;79531579;108,17;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;07.09.2026
ADGYO;GUCLU AL;EVET;86,1;31,2;25,0;29,9;10;0;guclu trend;20,3;55,4;59,6;yukari;guclu;yukselis;yukari;1,20;1,08;4;59,65;3,56;75298223;54,81;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
HUNER;GUCLU AL;;86,0;33,7;29,0;23,4;22;2;guclu trend;26,6;55,9;69,0;yukari;guclu;yukselis;yukari;0,64;1,08;2;3,9;0,26;99982288;3,50;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;07.09.2026
PETKM;AL;EVET;85,8;21,8;30,0;34,0;10;0;ilimli;14,1;65,2;60,3;yukari;guclu;yukselis;yukari;1,30;2,25;2;22,06;9,97;2077188902;18,58;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;07.09.2026
KZGYO;GUCLU AL;EVET;85,6;22,9;27,7;35,0;28;0;zayif;24,6;76,6;82,7;yukari;guclu;yukselis;yukari;3,38;3,38;0;23,9;7,08;140435779;19,92;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
BRSAN;GUCLU AL;EVET;85,4;35,0;26,0;24,4;20;0;guclu trend;34,3;63,1;58,5;yukari;guclu;yukselis;yukari;0,54;3,17;2;728;1,75;1210775384;635,12;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;07.09.2026
ARTMS;GUCLU AL;EVET;85,2;22,0;30,0;33,2;10;1;zayif;22,3;64,6;73,1;yukari;guclu;yukselis;yukari;1,59;1,87;0;43,9;3,83;74544263;37,04;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
AGHOL;GUCLU AL;EVET;84,7;25,5;28,7;30,4;22;2;ilimli;23,7;63,3;68,7;yukari;guclu;yukselis;yukari;1,07;1,49;2;34,54;5,05;211095078;30,33;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;07.09.2026
TUPRS;GUCLU AL;;84,7;35,0;23,6;26,1;30;1;guclu trend;46,8;65,2;62,0;yukari;guclu;yukselis;yukari;0,84;4,33;2;394,25;1,48;10034212479;364,54;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;07.09.2026
DMLKT;GUCLU AL;;84,6;35,0;25,0;24,6;26;0;guclu trend;50,3;64,2;63,8;yukari;guclu;yukselis;yukari;0,62;3,26;3;7,01;2,19;46732263;6,62;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;NOTR;4;07.09.2026
EUKYO;GUCLU AL;;84,2;35,0;25,5;23,6;0;0;guclu trend;45,3;56,4;56,3;yukari;guclu;yukselis;yukari;0,38;1,68;2;13,6;-1,45;5017434;12,26;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;PAHALI (SAT);4;07.09.2026
KARSN;GUCLU AL;EVET;83,9;25,0;23,9;35,0;35;0;zayif;30,1;84,2;90,7;yukari;guclu;yukselis;yukari;2,48;5,45;0;13,94;9,94;1074345596;11,37;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;07.09.2026
SAYAS;GUCLU AL;EVET;83,7;33,5;24,8;25,4;0;0;guclu trend;26,1;53,7;66,7;yukari;guclu;yukselis;yukari;0,98;1,01;0;57,7;3,41;178964743;51,71;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
VBTYZ;GUCLU AL;;83,1;35,0;24,9;23,2;10;1;guclu trend;33,7;57,2;78,1;yukari;guclu;yukselis;yukari;0,53;2,06;1;37,42;-4,05;61371494;32,80;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;07.09.2026
TARKM;GUCLU AL;;82,5;34,2;27,1;21,2;0;0;guclu trend;28,0;52,1;76,5;yukari;guclu;yukselis;yukari;0,78;0,56;1;509,5;-2,11;80948851;478,25;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;07.09.2026
TEHOL;GUCLU AL;;82,3;35,0;25,8;21,5;10;1;guclu trend;52,0;56,2;78,3;yukari;guclu;yukselis;yukari;0,78;1,65;0;46,1;2,44;2309726126;37,38;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;07.09.2026
GENIL;GUCLU AL;;82,2;35,0;26,0;21,2;32;2;guclu trend;39,8;54,9;59,2;yukari;guclu;yukselis;yukari;0,69;1,51;4;11,36;1,43;391170172;10,34;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;07.09.2026
KRDMD;GUCLU AL;EVET;82,1;31,5;25,8;24,8;0;0;guclu trend;21,0;55,3;62,5;yukari;guclu;yukselis;yukari;0,78;1,41;1;45,2;3,86;2177466924;41,86;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
SELEC;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;49,5;89,7;90,2;yukari;guclu;yukselis;yukari;0,31;6,39;0;365;2,53;715167130;308,19;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;07.09.2026
ANELE;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;37,7;89,1;82,9;yukari;guclu;yukselis;yukari;0,35;6,11;0;214,8;5,29;501713515;170,49;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;07.09.2026
IEYHO;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;86,8;93,8;100,0;yukari;guclu;yukselis;yukari;0,66;11,38;0;217;1,12;167865124;206,29;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;07.09.2026
AYGAZ;GUCLU AL;;81,5;35,0;23,8;22,7;38;2;guclu trend;43,8;55,0;67,2;yukari;guclu;yukselis;yukari;1,20;2,13;3;318,5;-2,23;492579042;299,67;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;07.09.2026
RODRG;AL;;81,5;29,8;27,0;24,6;0;0;ilimli;16,7;54,5;60,0;yukari;guclu;yukselis;yukari;1,48;0,57;2;26,36;-2,37;12388040;22,52;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;07.09.2026
ASELS;AL;;81,3;30,8;24,3;26,2;0;0;ilimli;19,2;54,8;59,6;yukari;guclu;yukselis;yukari;0,83;0,86;2;392,5;1,09;11059417550;363,22;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;07.09.2026
AVGYO;izle;;81,2;23,1;30,0;28,2;6;0;ilimli;19,8;60,4;43,3;asagi;guclu;yukselis;yukari;1,60;1,88;3;17,6;10,00;47047035;18,21;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;4;07.09.2026
AKFIS;GUCLU AL;EVET;81,0;32,1;26,0;23,0;20;1;guclu trend;22,4;59,3;66,6;yukari;guclu;yukselis;yukari;0,43;2,20;2;18,18;4,30;171086381;16,36;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;PAHALI (SAT);4;07.09.2026
KUVVA;GUCLU AL;;81,0;35,0;24,1;21,8;16;1;guclu trend;33,9;54,8;63,3;yukari;guclu;yukselis;yukari;0,69;1,39;3;182;-4,46;26222378;163,41;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;07.09.2026
AKCNS;AL;;80,9;29,1;25,4;26,5;20;1;ilimli;14,9;61,6;50,6;yukari;guclu;yukselis;yukari;0,79;2,23;2;248,8;2,01;63838099;231,75;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;07.09.2026
GMTAS;izle;;80,8;20,3;27,0;33,5;0;0;ilimli;12,8;55,4;56,9;asagi;guclu;yukselis;yukari;1,51;0,95;0;47,06;2,35;205709943;48,51;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;07.09.2026
ENJSA;izle;;80,6;29,1;27,4;24,1;40;3;ilimli;14,7;53,7;70,3;yukari;guclu;yukselis;yukari;0,56;0,73;2;113;-0,62;289846130;103,75;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;07.09.2026
KCHOL;izle;;80,4;35,0;26,0;19,4;42;2;guclu trend;29,9;63,1;65,2;yukari;guclu;yukselis;yukari;0,85;2,38;4;219,7;2,14;5696868895;202,86;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;07.09.2026
DENGE;GUCLU AL;EVET;80,3;16,8;30,0;33,5;30;2;zayif;25,0;61,9;79,0;yukari;guclu;yukselis;yukari;2,20;1,77;2;2,56;8,47;118653253;2,13;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;07.09.2026
OZATD;GUCLU AL;;79,7;35,0;22,9;21,8;30;1;guclu trend;47,8;67,1;90,5;yukari;guclu;yukselis;yukari;0,06;4,78;2;4600;-1,71;148437400;4260,49;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);3;07.09.2026
CELHA;GUCLU AL;EVET;79,5;33,3;22,6;23,5;16;1;guclu trend;25,7;47,9;29,2;yukari;guclu;yukselis;yukari;0,90;0,78;3;24,42;0,33;61303089;21,70;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;07.09.2026
BALAT;AL;;79,3;16,5;30,0;32,8;10;0;zayif;17,6;65,4;49,1;yukari;guclu;yukselis;yukari;1,19;2,92;1;78,95;0,00;3059549;71,29;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;07.09.2026
SOKM;AL;;78,4;29,7;24,9;23,9;22;2;ilimli;16,2;61,1;68,4;yukari;guclu;yukselis;yukari;0,66;1,90;2;58;0,00;201163430;52,67;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;3;07.09.2026
DOHOL;AL;;78,3;28,9;26,3;23,1;0;0;ilimli;14,3;53,9;77,2;yukari;guclu;yukselis;yukari;0,38;0,60;2;21,82;0,09;84887197;20,39;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;AL;NOTR;4;07.09.2026
MRGYO;GUCLU AL;;78,2;24,5;29,5;24,2;0;0;zayif;36,1;61,5;64,7;yukari;guclu;yukselis;yukari;0,89;1,27;1;1,57;0,00;172996625;1,38;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;07.09.2026
DIRIT;AL;;78,0;24,9;30,0;23,1;10;0;zayif;16,9;59,3;66,0;yukari;guclu;yukselis;yukari;0,52;2,11;1;28;0,00;1099224;25,07;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;07.09.2026
ARDYZ;GUCLU AL;;77,3;35,0;22,4;19,9;0;0;guclu trend;44,4;50,6;49,9;yukari;guclu;yukselis;yukari;0,76;1,17;1;83,7;-2,39;357329948;80,55;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
TRMET;GUCLU AL;;77,2;31,5;23,4;22,4;0;0;guclu trend;20,9;53,1;64,6;yukari;guclu;yukselis;yukari;0,44;1,11;1;138,2;0,66;391447078;128,36;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;07.09.2026
ORGE;GUCLU AL;EVET;77,2;33,1;24,7;19,4;22;2;guclu trend;25,1;54,3;52,6;yukari;guclu;yukselis;yukari;0,72;0,93;2;23;2,95;116194137;20,44;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;07.09.2026
METRO;AL;;76,8;28,3;22,1;26,4;0;0;ilimli;14,4;54,0;42,1;yukari;guclu;yukselis;yukari;0,98;0,74;0;8,61;1,41;62928226;7,70;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;07.09.2026
KRGYO;GUCLU AL;EVET;76,4;29,0;24,6;22,7;0;0;zayif;38,9;60,0;61,6;yukari;guclu;yukselis;yukari;0,56;1,74;2;3,05;3,74;38443688;2,79;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;07.09.2026
TKFEN;GUCLU AL;;76,0;35,0;22,7;18,3;0;0;guclu trend;30,9;51,8;42,3;yukari;guclu;yukselis;yukari;0,51;1,66;1;207;-1,80;722700549;197,64;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;07.09.2026
ETILR;izle;;74,9;20,2;23,7;31,0;6;0;ilimli;12,4;56,0;51,6;asagi;guclu;yukselis;yukari;2,02;0,92;3;6,18;8,61;90175847;6,46;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;07.09.2026
AKBNK;AL;;74,6;22,1;29,0;23,5;8;0;zayif;18,3;61,4;59,2;yukari;guclu;yukselis;yukari;0,89;1,22;1;73,05;1,67;9942544469;66,67;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;07.09.2026
EGGUB;AL;;74,4;28,1;23,3;22,9;0;0;ilimli;19,4;54,7;71,1;yukari;guclu;yukselis;yukari;0,43;0,89;2;107;0,75;36469880;100,13;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;07.09.2026
NIBAS;AL;EVET;74,3;16,0;30,0;28,4;18;1;zayif;24,9;65,8;68,0;yukari;guclu;yukselis;yukari;1,19;1,68;2;4,75;9,95;156089536;3,94;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
FLAP;AL;EVET;73,8;21,6;28,1;24,2;8;0;zayif;29,0;59,1;65,2;yukari;guclu;yukselis;yukari;1,15;0,68;1;11,39;3,83;14691209;9,47;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
KERVN;izle;;73,6;22,4;24,0;27,2;28;2;guclu trend;32,5;46,6;30,5;asagi;guclu;yukselis;yukari;1,36;0,66;3;9,13;10,00;14531418;9,48;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;07.09.2026
AKSGY;AL;;73,5;29,7;19,6;24,2;16;1;guclu trend;24,2;50,2;55,5;yukari;guclu;zayif;yukari;0,67;0,62;3;9,88;-0,80;39524100;9,55;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;07.09.2026
DURDO;izle;;73,1;21,7;24,8;26,6;40;4;ilimli;16,5;53,7;50,9;asagi;guclu;zayif;yukari;1,01;0,55;1;5,1;2,00;11264941;5,27;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;07.09.2026
DOCO;AL;;72,5;30,0;20,4;22,2;22;2;ilimli;17,1;50,0;40,8;yukari;guclu;zayif;yukari;0,58;0,55;2;11375;-1,22;30962750;10942,74;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;07.09.2026
MTRKS;AL;;72,5;32,2;25,9;14,4;0;0;guclu trend;22,7;57,2;59,9;yukari;guclu;yukselis;yukari;0,79;1,45;2;33,18;6,69;50302506;31,00;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;07.09.2026
HURGZ;AL;;72,4;29,4;23,5;19,5;6;0;guclu trend;22,1;51,0;68,0;yukari;guclu;yukselis;yukari;0,48;0,42;3;7,44;0,81;31726169;6,80;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;07.09.2026
VESTL;AL;;72,4;12,4;30,0;29,9;8;0;zayif;23,4;70,4;89,6;yukari;guclu;yukselis;yukari;2,27;2,03;1;26,62;0,60;746271495;22,39;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;07.09.2026
RALYH;izle;;72,1;31,0;23,5;17,6;38;3;ilimli;19,6;54,6;40,4;yukari;guclu;yukselis;yukari;0,84;1,14;3;263,75;-2,76;462319463;235,06;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;07.09.2026
DAGI;izle;;72,1;22,2;25,1;24,8;0;0;guclu trend;28,2;53,1;55,7;asagi;guclu;yukselis;yukari;1,00;1,12;2;10,23;9,76;92149896;11,10;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;07.09.2026
BIOEN;AL;;71,3;24,4;22,8;24,0;10;0;zayif;25,3;53,3;63,5;yukari;guclu;yukselis;yukari;1,89;0,69;5;19,1;-1,14;324353851;17,84;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;07.09.2026
