hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
RYSAS;GUCLU AL;EVET;95,2;33,8;30,0;31,5;0;0;guclu trend;26,9;62,4;57,9;yukari;guclu;yukselis;yukari;2,51;1,96;2;25,6;8,11;753141811;21,32;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
ALTNY;GUCLU AL;;95,0;31,6;30,0;33,4;0;0;guclu trend;21,2;61,5;81,7;yukari;guclu;yukselis;yukari;1,38;2,08;2;18,56;3,57;653965275;16,42;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
NETAS;GUCLU AL;;95,0;35,0;30,0;30,0;20;0;guclu trend;38,9;67,2;69,3;yukari;guclu;yukselis;yukari;2,01;3,88;0;95,9;4,58;371202240;83,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;27.08.2026
BRSAN;izle;;94,9;35,0;30,0;29,9;50;2;guclu trend;34,8;67,3;78,5;yukari;guclu;yukselis;yukari;1,01;3,66;1;732;3,68;2369246100;635,12;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;27.08.2026
ASTOR;AL;;94,7;30,8;30,0;33,9;28;1;ilimli;19,3;62,2;68,4;yukari;guclu;yukselis;yukari;1,57;2,28;2;349;3,03;15998097878;299,69;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);5;27.08.2026
BIGTK;GUCLU AL;;94,4;31,8;30,0;32,7;16;0;guclu trend;21,7;64,3;60,5;yukari;guclu;yukselis;yukari;1,16;2,41;3;381,5;0,53;309647909;296,10;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
EGPRO;GUCLU AL;;94,3;34,7;30,0;29,7;30;0;guclu trend;29,2;70,9;81,2;yukari;guclu;yukselis;yukari;4,45;2,78;0;41,02;4,11;226181162;36,68;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
KCAER;izle;;94,1;35,0;30,0;29,1;32;3;guclu trend;33,5;64,1;77,3;yukari;guclu;yukselis;yukari;0,96;2,10;0;16,3;0,25;250103761;14,75;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
AGESA;izle;;94,0;30,5;29,0;34,5;50;4;ilimli;18,5;68,5;62,2;yukari;guclu;yukselis;yukari;1,27;2,31;1;259,25;2,98;84058183;230,95;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;27.08.2026
ANELE;izle;;93,8;33,7;25,1;35,0;67;3;guclu trend;26,6;81,8;88,4;yukari;guclu;yukselis;yukari;5,43;5,33;0;180;9,09;3983456340;135,49;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;27.08.2026
BJKAS;GUCLU AL;;93,6;35,0;30,0;28,6;28;0;guclu trend;52,4;67,6;70,6;yukari;guclu;yukselis;yukari;1,60;3,65;1;2,72;1,12;1545373685;2,36;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
BINBN;GUCLU AL;;93,6;35,0;26,2;32,3;10;1;guclu trend;32,8;55,0;59,7;yukari;guclu;yukselis;yukari;1,21;0,92;0;186,6;3,15;68508697;165,95;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;27.08.2026
TARKM;GUCLU AL;;93,0;32,2;30,0;30,7;10;0;guclu trend;22,9;66,9;81,4;yukari;guclu;yukselis;yukari;1,66;2,29;1;540,5;-2,70;146653325;477,07;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
KRGYO;GUCLU AL;;92,8;30,0;28,9;33,9;28;0;zayif;38,5;74,3;90,1;yukari;guclu;yukselis;yukari;1,24;3,55;0;3,2;-0,31;98753290;2,77;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
BRLSM;GUCLU AL;;92,8;33,8;24,7;34,3;35;0;guclu trend;27,0;82,7;93,0;yukari;guclu;yukselis;yukari;1,98;5,97;0;24,2;10,00;356098402;19,38;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
TRMET;GUCLU AL;;92,7;33,3;30,0;29,3;20;1;guclu trend;25,7;61,4;62,3;yukari;guclu;yukselis;yukari;0,98;2,47;1;144,7;1,76;1008148631;126,19;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
KRDMD;GUCLU AL;;92,5;32,8;30,0;29,7;18;0;guclu trend;24,3;64,6;86,2;yukari;guclu;yukselis;yukari;0,98;2,54;2;46,56;2,11;2741007733;40,95;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
GIPTA;GUCLU AL;;92,1;30,0;30,0;32,1;32;0;zayif;44,0;68,0;95,0;yukari;guclu;yukselis;yukari;2,55;3,39;1;94,4;-6,63;1507455381;79,91;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
RGYAS;izle;;91,9;32,2;27,5;32,1;40;4;guclu trend;22,9;59,5;75,4;yukari;guclu;yukselis;yukari;1,13;1,80;1;209,7;-1,55;452937950;196,83;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
CATES;GUCLU AL;;91,6;35,0;23,1;33,4;35;0;guclu trend;46,2;85,7;89,1;yukari;guclu;yukselis;yukari;1,20;6,00;1;68;7,59;284979908;55,94;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;27.08.2026
BINHO;AL;;91,5;31,1;30,0;30,4;10;0;ilimli;19,9;65,5;66,6;yukari;guclu;yukselis;yukari;1,06;2,19;1;11,23;2,56;301069483;9,66;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;27.08.2026
EPLAS;izle;;91,5;27,9;29,7;33,8;40;4;zayif;30,8;60,1;58,1;yukari;guclu;yukselis;yukari;1,36;1,39;0;6,15;0,99;46743813;5,30;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
INVES;GUCLU AL;;91,4;34,2;29,6;27,6;28;0;guclu trend;27,9;72,7;80,0;yukari;guclu;yukselis;yukari;0,86;4,91;1;857;0,00;61335490;779,75;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
RYGYO;GUCLU AL;;91,2;35,0;27,3;28,9;28;0;guclu trend;44,7;77,4;64,5;yukari;guclu;yukselis;yukari;0,93;5,11;1;45,98;3,19;117895341;40,40;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
AHGAZ;AL;;91,0;30,2;28,5;32,2;10;0;ilimli;17,7;66,5;80,7;yukari;guclu;yukselis;yukari;1,61;2,68;2;37,04;2,43;244514226;33,01;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;27.08.2026
ASELS;GUCLU AL;;90,9;32,8;30,0;28,1;8;0;guclu trend;24,3;61,1;65,4;yukari;guclu;yukselis;yukari;0,89;1,71;2;403,75;1,38;12830965858;357,42;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
BIMAS;GUCLU AL;;90,7;34,3;29,4;27,0;18;0;guclu trend;28,2;60,8;61,6;yukari;guclu;yukselis;yukari;0,82;2,16;0;413,75;-1,08;3472340191;383,65;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
DUNYH;GUCLU AL;;90,0;35,0;30,0;25,0;30;1;guclu trend;32,4;69,6;79,5;yukari;guclu;yukselis;yukari;0,52;3,07;1;168,5;2,74;101785627;140,93;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
DEVA;GUCLU AL;;90,0;35,0;30,0;25,0;36;0;guclu trend;35,6;71,6;70,2;yukari;guclu;yukselis;yukari;0,57;3,97;0;90,5;-0,88;49404946;78,97;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
EUPWR;GUCLU AL;EVET;90,0;33,8;30,0;26,2;20;0;guclu trend;26,9;65,5;66,1;yukari;guclu;yukselis;yukari;0,84;3,19;1;103,1;3,62;1337108436;90,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
PASEU;GUCLU AL;;89,7;35,0;24,8;30,0;35;0;guclu trend;45,0;82,4;83,5;yukari;guclu;yukselis;yukari;1,00;6,41;0;258;6,61;3832025496;198,25;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
ADGYO;GUCLU AL;;89,6;35,0;30,0;24,6;0;0;guclu trend;30,2;57,8;60,3;yukari;guclu;yukselis;yukari;0,85;1,54;2;60,35;-0,66;51968170;54,81;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
ALBRK;izle;;89,5;34,8;30,0;24,7;50;3;guclu trend;29,5;71,4;70,6;yukari;guclu;yukselis;yukari;0,71;2,70;0;9,07;0,22;88427339;8,39;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
ISGYO;izle;;89,2;35,0;29,6;24,6;40;4;guclu trend;31,9;63,0;65,6;yukari;guclu;yukselis;yukari;0,47;2,04;1;28,12;-0,35;31996089;24,99;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
GENIL;GUCLU AL;;89,0;35,0;30,0;24,0;20;0;guclu trend;48,9;69,3;73,2;yukari;guclu;yukselis;yukari;0,39;3,08;1;12,04;-1,23;270526435;10,34;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
VBTYZ;GUCLU AL;;88,7;35,0;30,0;23,7;10;0;guclu trend;32,2;62,7;72,6;yukari;guclu;yukselis;yukari;0,74;2,72;1;37,2;-3,88;84786240;32,80;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
PSDTC;GUCLU AL;;88,6;33,9;30,0;24,7;32;2;guclu trend;27,1;63,7;61,4;yukari;guclu;yukselis;yukari;0,86;2,25;0;168;6,06;93464112;141,60;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
ALTIN;GUCLU AL;;88,5;28,6;30,0;30,0;18;0;zayif;36,5;64,1;59,1;yukari;guclu;yukselis;yukari;1,01;2,43;1;77,51;-0,37;1467065177;74,56;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
DMLKT;GUCLU AL;;88,3;35,0;29,5;23,8;36;0;guclu trend;50,7;73,1;83,3;yukari;guclu;yukselis;yukari;0,33;4,21;2;6,9;0,29;22453166;6,58;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
MNDRS;AL;;88,2;23,2;30,0;35,0;10;0;zayif;31,9;67,7;78,3;yukari;guclu;yukselis;yukari;1,33;2,60;0;12,3;-0,40;52930492;10,95;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
AYGAZ;GUCLU AL;;88,0;35,0;30,0;23,0;20;0;guclu trend;44,1;63,2;75,5;yukari;guclu;yukselis;yukari;0,43;3,14;1;319,5;-0,31;201515360;295,18;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
ARDYZ;GUCLU AL;;88,0;35,0;30,0;23,0;20;0;guclu trend;60,9;63,1;72,5;yukari;guclu;yukselis;yukari;0,64;3,35;1;91,2;2,24;329132136;80,55;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
KLSYN;GUCLU AL;;87,9;34,2;30,0;23,7;0;0;guclu trend;28,0;61,6;64,5;yukari;guclu;yukselis;yukari;0,29;1,95;0;15,64;0,39;16056352;13,72;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
VANGD;GUCLU AL;;87,7;35,0;29,5;23,2;0;0;guclu trend;37,3;59,2;57,0;yukari;guclu;yukselis;yukari;0,51;1,51;1;102;-0,49;10149204;88,63;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;27.08.2026
HUNER;GUCLU AL;EVET;87,6;32,7;27,1;27,9;8;0;guclu trend;24,1;57,2;67,1;yukari;guclu;yukselis;yukari;1,53;1,13;1;3,88;2,65;192525868;3,50;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
KUVVA;GUCLU AL;;87,5;35,0;30,0;22,5;10;0;guclu trend;32,0;63,4;78,5;yukari;guclu;yukselis;yukari;0,38;2,43;1;181;-0,82;14129222;163,41;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
SELEC;GUCLU AL;;87,3;35,0;23,8;28,5;35;0;guclu trend;43,2;84,4;97,5;yukari;guclu;yukselis;yukari;0,91;5,78;0;324;8,00;1527110820;258,07;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;27.08.2026
TNZTP;GUCLU AL;;87,3;31,7;30,0;25,6;16;0;guclu trend;21,5;65,1;36,4;yukari;guclu;yukselis;yukari;0,74;2,84;3;30,28;1,34;82511789;26,67;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
AKSGY;GUCLU AL;;87,2;34,6;27,6;25,0;0;0;guclu trend;29,1;60,2;63,0;yukari;guclu;yukselis;yukari;0,68;1,89;0;10,09;-2,23;36839125;9,55;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
DAGI;GUCLU AL;;87,1;35,0;28,0;24,1;28;0;guclu trend;34,2;76,0;76,4;yukari;guclu;yukselis;yukari;0,60;3,70;0;11,2;2,85;61965893;9,61;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
KRDMA;GUCLU AL;;87,1;35,0;26,2;25,8;35;0;guclu trend;35,9;79,6;88,1;yukari;guclu;yukselis;yukari;0,92;4,91;0;59,1;0,85;493722523;51,60;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
KRPLS;GUCLU AL;;87,1;35,0;29,9;22,2;0;0;guclu trend;46,2;56,5;81,6;yukari;guclu;yukselis;yukari;0,46;1,44;0;10,38;-3,26;19595478;9,48;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
BOBET;GUCLU AL;EVET;86,7;30,0;30,0;26,7;40;2;zayif;35,7;66,6;68,7;yukari;guclu;yukselis;yukari;0,80;2,40;1;21,4;4,19;126830973;18,07;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;27.08.2026
ALARK;GUCLU AL;;86,6;33,9;27,7;25,1;8;0;guclu trend;27,1;57,6;40,8;yukari;guclu;yukselis;yukari;0,79;1,37;1;109,6;1,01;493125034;98,31;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;27.08.2026
AKCNS;AL;;86,5;28,5;25,3;32,7;20;1;ilimli;13,4;62,9;48,7;yukari;guclu;yukselis;yukari;1,16;2,53;1;248,6;1,14;90458082;231,75;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;4;27.08.2026
SAYAS;GUCLU AL;;86,5;35,0;30,0;21,5;10;0;guclu trend;36,1;62,6;73,1;yukari;guclu;yukselis;yukari;0,83;2,22;0;61,65;-2,68;190853234;51,71;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
TCKRC;GUCLU AL;;86,5;33,7;30,0;22,8;10;0;guclu trend;26,6;58,5;67,1;yukari;guclu;yukselis;yukari;0,53;2,14;1;164,5;-2,66;265777880;148,45;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
INDES;GUCLU AL;;86,4;33,3;30,0;23,1;10;0;guclu trend;25,7;69,0;94,6;yukari;guclu;yukselis;yukari;0,70;2,71;0;12;0,08;59730372;10,82;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
BIGEN;izle;;86,2;35,0;26,2;25,0;57;2;guclu trend;35,8;79,5;94,2;yukari;guclu;yukselis;yukari;0,35;5,57;0;175;6,06;265162975;133,04;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;27.08.2026
TRENJ;GUCLU AL;;86,2;31,5;30,0;24,7;32;2;guclu trend;21,1;60,8;67,3;yukari;guclu;yukselis;yukari;0,70;2,43;1;108,5;-1,81;182333165;95,68;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
TRALT;GUCLU AL;;86,0;31,6;30,0;24,4;0;0;guclu trend;21,2;58,7;64,3;yukari;guclu;yukselis;yukari;0,74;1,84;0;54,3;-0,28;5548729285;48,12;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
VERUS;GUCLU AL;;85,9;35,0;24,9;26,0;35;0;guclu trend;42,6;82,2;89,8;yukari;guclu;yukselis;yukari;0,76;6,08;1;749;2,18;49514892;667,54;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
KORDS;GUCLU AL;;85,8;35,0;30,0;20,8;10;0;guclu trend;32,1;58,7;64,3;yukari;guclu;yukselis;yukari;0,40;2,21;1;88,1;-0,90;104002050;80,94;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
MANAS;GUCLU AL;;85,8;33,3;29,4;23,0;0;0;guclu trend;25,7;58,7;60,9;yukari;guclu;yukselis;yukari;0,68;1,82;2;33,1;0,00;440344857;30,47;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);4;27.08.2026
IZMDC;izle;;85,6;35,0;26,0;24,6;48;2;guclu trend;34,2;65,3;63,7;yukari;guclu;yukselis;yukari;0,74;3,12;3;14,12;1,07;125109879;11,87;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;27.08.2026
ETYAT;GUCLU AL;;85,5;33,2;26,0;26,3;10;0;guclu trend;25,4;61,6;70,2;yukari;guclu;yukselis;yukari;0,87;2,16;1;15,52;3,47;12852469;13,55;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;27.08.2026
ATATP;GUCLU AL;;85,3;35,0;30,0;20,3;10;0;guclu trend;48,9;63,2;59,8;yukari;guclu;yukselis;yukari;0,75;2,81;1;319,5;4,07;446309231;267,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;27.08.2026
CEMZY;GUCLU AL;;85,3;35,0;30,0;20,3;8;0;guclu trend;45,6;66,7;88,0;yukari;guclu;yukselis;yukari;0,60;1,97;0;16,43;-3,35;612631801;13,41;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
KTLEV;AL;;85,3;30,3;30,0;25,0;36;0;ilimli;18,0;70,7;68,0;yukari;guclu;yukselis;yukari;0,60;3,36;1;67;4,69;4231854201;50,05;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);5;27.08.2026
EGEGY;AL;;85,3;30,7;29,6;24,9;0;0;ilimli;19,1;62,3;69,6;yukari;guclu;yukselis;yukari;0,48;1,64;0;32,4;0,93;50636891;28,10;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;27.08.2026
OZSUB;GUCLU AL;;85,1;35,0;24,8;25,3;30;1;guclu trend;35,0;68,8;60,4;yukari;guclu;yukselis;yukari;0,74;3,21;2;44,18;0,82;140591319;36,62;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;27.08.2026
DOHOL;AL;EVET;85,1;22,3;28,5;34,3;0;0;ilimli;15,4;61,5;64,8;yukari;guclu;yukselis;yukari;1,64;1,50;2;22,34;2,20;402520981;19,96;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;27.08.2026
EGGUB;GUCLU AL;;85,1;27,0;30,0;28,0;0;0;zayif;22,3;64,9;75,4;yukari;guclu;yukselis;yukari;1,05;1,86;0;109,6;-2,06;82499646;100,13;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
ENJSA;izle;;85,0;29,0;28,0;28,0;40;4;ilimli;14,5;59,3;53,8;yukari;guclu;yukselis;yukari;0,88;1,23;1;114;-0,87;466127190;103,40;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;27.08.2026
ALKLC;izle;;84,7;35,0;23,3;26,4;42;1;guclu trend;55,3;61,5;27,0;yukari;guclu;yukselis;yukari;3,59;2,70;5;421;-0,47;2471688053;401,45;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;27.08.2026
TRCAS;GUCLU AL;;84,5;31,4;28,3;24,8;8;0;guclu trend;20,7;56,3;63,9;yukari;guclu;yukselis;yukari;0,54;1,20;2;46,98;-0,25;26361277;42,03;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
AYDEM;izle;;84,5;35,0;26,8;22,7;40;4;guclu trend;31,5;57,1;77,8;yukari;guclu;yukselis;yukari;0,42;0,96;2;27;-1,82;54057132;24,22;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
ORGE;GUCLU AL;;84,4;33,6;30,0;20,9;30;2;guclu trend;26,3;64,7;61,7;yukari;guclu;yukselis;yukari;0,68;1,97;1;23,92;1,36;111447968;20,10;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;27.08.2026
BIOEN;GUCLU AL;;84,3;24,0;27,6;32,7;0;0;zayif;25,1;56,7;69,1;yukari;guclu;yukselis;yukari;1,39;1,15;2;19;-4,71;174904937;17,84;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;27.08.2026
TBORG;GUCLU AL;;84,0;30,0;30,0;24,0;28;0;zayif;39,9;69,4;84,3;yukari;guclu;yukselis;yukari;0,65;3,18;0;159,9;1,52;35240361;143,79;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
SOKM;GUCLU AL;;84,0;31,5;30,0;22,4;0;0;guclu trend;21,1;59,1;62,0;yukari;guclu;yukselis;yukari;0,69;1,61;2;56,3;-1,49;222910110;52,67;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;27.08.2026
KGYO;izle;;83,6;31,1;30,0;22,5;48;4;ilimli;20,0;62,9;62,6;yukari;guclu;yukselis;yukari;0,35;2,00;1;12,93;0,08;114841040;10,80;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;27.08.2026
KRONT;GUCLU AL;EVET;83,4;35,0;22,8;25,7;10;0;guclu trend;31,5;52,5;66,4;yukari;guclu;yukselis;yukari;1,05;0,93;4;25,56;4,24;44933815;23,51;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;27.08.2026
TRHOL;izle;;83,4;35,0;22,0;26,4;45;1;guclu trend;37,1;91,9;98,0;yukari;guclu;yukselis;yukari;0,78;6,53;0;2957,5;9,94;668717368;2292,63;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;PAHALI (SAT);5;27.08.2026
KERVN;GUCLU AL;;83,2;35,0;23,2;25,0;26;0;guclu trend;32,8;67,3;46,5;yukari;guclu;yukselis;yukari;0,40;6,81;3;10,94;0,37;7365475;9,99;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);3;27.08.2026
