sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
39;OFSYM;GÜÇLÜ AL;87;düşük (0);3,1;6/6;notr;notr;notr;69,30;1
40;TRCAS;GÜÇLÜ AL;87;düşük (6);3,1;6/6;pozitif;negatif;yok;;0
41;ASELS;GÜÇLÜ AL;86;düşük (0);6,9;3/6;pozitif;pozitif;pozitif;457,99;1
42;BLUME;GÜÇLÜ AL;86;düşük (10);8,2;3/6;negatif;notr;yok;;0
43;TRENJ;GÜÇLÜ AL;86;düşük (10);5,2;5/6;pozitif;pozitif;notr;218,70;0
44;BIOEN;GÜÇLÜ AL;86;düşük (6);9,4;4/6;negatif;notr;notr;22,00;0
45;EGPRO;GÜÇLÜ AL;85;düşük (0);22,7;5/6;pozitif;notr;yok;;0
46;IEYHO;GÜÇLÜ AL;85;orta (35);0,8;6/6;negatif;notr;yok;;1
47;SAYAS;GÜÇLÜ AL;85;düşük (0);12,2;4/6;pozitif;notr;yok;;0
48;KRGYO;GÜÇLÜ AL;84;orta (28);3,1;5/6;notr;negatif;yok;;1
49;ARDYZ;GÜÇLÜ AL;84;düşük (10);13,2;2/6;notr;pozitif;notr;156,00;0
50;BIGTK;GÜÇLÜ AL;84;düşük (10);15,9;3/6;notr;negatif;yok;;0
51;ALARK;GÜÇLÜ AL;84;düşük (0);7,4;6/6;pozitif;notr;pozitif;154,34;2
52;ETYAT;GÜÇLÜ AL;84;düşük (10);5,2;4/6;negatif;yok;yok;;0
53;INVES;GÜÇLÜ AL;83;düşük (0);10,5;2/6;notr;notr;yok;;0
54;TRALT;GÜÇLÜ AL;83;düşük (10);8,6;4/6;pozitif;notr;notr;57,09;7
55;OZSUB;GÜÇLÜ AL;83;orta (26);5,5;3/6;notr;notr;yok;;0
56;CATES;GÜÇLÜ AL;83;orta (35);2,8;5/6;pozitif;notr;yok;;0
57;NETAS;GÜÇLÜ AL;83;düşük (10);19,6;4/6;yok;yok;yok;;0
58;CEMZY;GÜÇLÜ AL;83;düşük (0);20,5;4/6;negatif;negatif;yok;;0
59;MRGYO;GÜÇLÜ AL;82;düşük (18);8,1;5/6;pozitif;notr;yok;;0
60;MANAS;GÜÇLÜ AL;82;düşük (6);7,2;2/6;negatif;negatif;yok;;0
61;ENERY;GÜÇLÜ AL;82;düşük (0);19,3;6/6;pozitif;notr;yok;;0
62;ALTNY;GÜÇLÜ AL;82;düşük (0);11,2;4/6;negatif;yok;yok;;0
63;ARASE;GÜÇLÜ AL;82;düşük (0);7,8;3/6;pozitif;notr;notr;214,70;0
64;GENIL;GÜÇLÜ AL;81;orta (28);10,9;3/6;notr;pozitif;yok;;0
65;EGGUB;GÜÇLÜ AL;81;düşük (10);6,9;5/6;pozitif;pozitif;yok;;0
66;GIPTA;GÜÇLÜ AL;80;düşük (0);21,6;4/6;negatif;negatif;yok;;1
67;OYAKC;GÜÇLÜ AL;80;düşük (8);3,6;4/6;pozitif;notr;pozitif;33,76;0
68;HKTM;GÜÇLÜ AL;80;düşük (20);17,9;4/6;negatif;negatif;yok;;0
69;DUNYH;GÜÇLÜ AL;80;düşük (16);17,9;1/6;pozitif;notr;yok;;0
70;PETUN;GÜÇLÜ AL;79;düşük (0);6,4;6/6;pozitif;notr;yok;;0
71;MTRKS;GÜÇLÜ AL;79;düşük (0);14,6;3/6;pozitif;notr;yok;;0
72;PRDGS;GÜÇLÜ AL;79;düşük (10);12,3;3/6;pozitif;yok;yok;;0
73;CELHA;GÜÇLÜ AL;78;düşük (10);13,3;1/6;negatif;notr;yok;;1
74;RUBNS;GÜÇLÜ AL;78;düşük (0);17,2;2/6;notr;notr;yok;;0
75;TSPOR;GÜÇLÜ AL;78;düşük (10);17,4;4/6;notr;notr;yok;;0
76;PNSUT;GÜÇLÜ AL;78;düşük (0);9,9;6/6;negatif;notr;yok;;0
77;KORDS;GÜÇLÜ AL;78;düşük (0);17,7;2/6;negatif;notr;notr;84,43;0
78;POLHO;GÜÇLÜ AL;78;düşük (10);7,5;1/6;notr;negatif;yok;;0
79;TKFEN;GÜÇLÜ AL;77;düşük (16);17,2;2/6;negatif;notr;notr;126,35;0
80;ATATP;GÜÇLÜ AL;77;düşük (0);23,1;3/6;pozitif;pozitif;notr;472,00;0
81;HALKB;GÜÇLÜ AL;76;düşük (12);23,8;5/6;pozitif;notr;notr;48,18;13
82;IZMDC;GÜÇLÜ AL;76;orta (22);18,2;0/6;negatif;yok;yok;;0
83;GSDDE;GÜÇLÜ AL;76;düşük (0);19,8;3/6;pozitif;notr;yok;;0
84;KTLEV;AL;91;düşük (18);9,9;4/6;pozitif;pozitif;yok;;0
85;METRO;AL;89;düşük (8);10,0;3/6;pozitif;negatif;yok;;0
86;KRDMB;AL;86;düşük (8);8,7;4/6;pozitif;pozitif;notr;50,70;0
87;CVKMD;AL;85;düşük (8);8,2;4/6;notr;pozitif;yok;;0
88;ERSU;AL;85;düşük (0);17,8;3/6;negatif;yok;yok;;0
89;YGGYO;AL;85;düşük (0);15,6;4/6;pozitif;notr;yok;;0
90;SOKM;AL;84;orta (22);10,3;3/6;negatif;notr;pozitif;85,42;0
91;DOHOL;AL;82;düşük (0);5,6;4/6;pozitif;notr;pozitif;32,43;0
92;ASTOR;AL;81;düşük (16);9,8;2/6;pozitif;pozitif;pozitif;423,63;7
93;RODRG;AL;81;düşük (0);9,9;5/6;pozitif;notr;yok;;0
94;SKYMD;AL;78;düşük (10);10,3;3/6;negatif;negatif;yok;;3
95;ISBTR;AL;75;düşük (0);23,1;4/6;notr;negatif;pozitif;;4
96;MOGAN;AL;75;orta (28);14,6;0/6;negatif;notr;notr;16,60;0
97;BRKVY;AL;75;düşük (0);20,6;5/6;notr;negatif;yok;;0
98;PCILT;AL;75;düşük (0);12,4;4/6;pozitif;notr;yok;;0
99;EUKYO;AL;75;düşük (0);10,8;2/6;negatif;pozitif;yok;;0
100;FRIGO;AL;74;düşük (20);21,4;5/6;negatif;notr;yok;;0
101;SAHOL;AL;74;orta (22);10,8;4/6;pozitif;notr;pozitif;157,19;0
102;VAKBN;AL;73;düşük (0);11,7;4/6;pozitif;notr;pozitif;45,47;1
103;AKBNK;AL;73;düşük (0);15,5;4/6;pozitif;notr;pozitif;107,13;3
104;DOCO;AL;73;düşük (0);8,9;2/6;notr;notr;yok;;0
105;DIRIT;AL;73;düşük (6);11,9;1/6;negatif;notr;yok;;0
106;KRONT;AL;72;düşük (6);17,3;2/6;pozitif;pozitif;yok;;0
107;VANGD;AL;72;düşük (0);10,5;2/6;pozitif;pozitif;yok;;0
108;EYGYO;AL;72;düşük (10);4,7;6/6;negatif;pozitif;yok;;0
109;PRKME;AL;72;düşük (0);41,4;6/6;notr;negatif;yok;;0
110;MARTI;AL;71;düşük (8);17,1;6/6;negatif;notr;yok;;0
111;BUCIM;AL;71;düşük (0);7,3;6/6;negatif;yok;yok;;0
112;GSRAY;AL;71;düşük (0);7,3;4/6;pozitif;pozitif;yok;;0
113;ENDAE;AL;71;düşük (0);31,1;1/6;yok;negatif;yok;;1
114;ADEL;AL;71;düşük (10);14,7;4/6;negatif;notr;yok;;0
115;OZRDN;AL;70;düşük (0);19,4;5/6;negatif;notr;yok;;1
116;KLYPV;AL;69;düşük (0);15,0;4/6;notr;yok;yok;;1
117;PAGYO;AL;68;düşük (0);15,7;2/6;pozitif;pozitif;yok;;0
118;EKGYO;AL;67;düşük (0);11,9;5/6;negatif;notr;pozitif;33,43;2
119;YKBNK;AL;67;orta (22);21,0;5/6;pozitif;notr;pozitif;52,82;1
120;AKMGY;AL;67;düşük (10);6,3;1/6;pozitif;pozitif;yok;;0
121;AKCNS;AL;66;düşük (10);5,1;2/6;pozitif;yok;notr;274,35;0
122;BOBET;AL;66;orta (22);9,9;4/6;negatif;pozitif;yok;;0
123;KNFRT;AL;66;düşük (0);30,9;5/6;negatif;pozitif;yok;;0
124;CANTE;AL;66;düşük (0);11,6;6/6;notr;notr;yok;;1
125;TRGYO;AL;65;düşük (0);6,9;5/6;pozitif;pozitif;pozitif;131,49;0
126;KAYSE;AL;65;düşük (0);10,2;6/6;negatif;notr;yok;;0
127;ESEN;AL;63;düşük (18);10,2;5/6;negatif;negatif;yok;;0
128;MNDRS;AL;63;düşük (0);7,8;5/6;pozitif;yok;yok;;0
129;OZKGY;AL;62;düşük (0);14,6;5/6;notr;negatif;yok;;0
130;OBAMS;AL;61;düşük (0);29,3;6/6;notr;yok;yok;;0
131;KLGYO;AL;61;düşük (0);12,1;5/6;notr;notr;yok;;0
132;ARMGD;AL;60;orta (28);18,7;0/6;notr;pozitif;notr;109,60;1
133;RGYAS;İZLE;98;yüksek (50);0,3;5/6;pozitif;pozitif;pozitif;309,55;2
134;AGESA;İZLE;97;yüksek (50);1,9;6/6;pozitif;pozitif;pozitif;352,13;1
135;BAHKM;İZLE;94;yüksek (45);7,3;5/6;negatif;notr;yok;;0
136;ATSYH;İZLE;94;yüksek (52);0,0;5/6;negatif;notr;yok;;0
137;ANELE;İZLE;94;çok yüksek (67);3,7;6/6;negatif;notr;yok;;0
138;BIGEN;İZLE;93;çok yüksek (69);6,6;6/6;negatif;yok;yok;;0
139;ALBRK;İZLE;93;orta (32);8,6;4/6;pozitif;pozitif;notr;11,76;5
140;BRLSM;İZLE;93;yüksek (47);11,1;5/6;negatif;notr;yok;;1
141;BRSAN;İZLE;93;yüksek (42);4,9;4/6;notr;pozitif;pozitif;803,18;0
142;AYGAZ;İZLE;92;yüksek (50);2,2;5/6;pozitif;pozitif;pozitif;337,67;0
143;TRHOL;İZLE;92;yüksek (45);1,5;5/6;pozitif;notr;yok;;0
144;PRZMA;İZLE;89;yüksek (50);4,9;6/6;negatif;notr;yok;;1
145;OZATD;İZLE;88;yüksek (57);2,0;5/6;negatif;negatif;yok;;0
146;ALKLC;İZLE;88;yüksek (42);3,1;5/6;negatif;notr;yok;;0
147;ENJSA;İZLE;86;orta (32);7,7;3/6;pozitif;notr;notr;158,36;4
148;KGYO;İZLE;84;yüksek (48);7,3;3/6;negatif;notr;yok;;1
149;PEKGY;İZLE;84;orta (32);14,6;5/6;notr;negatif;yok;;2
150;KCAER;İZLE;83;orta (32);6,3;2/6;notr;notr;pozitif;20,49;0
151;AYDEM;İZLE;80;orta (40);10,8;3/6;pozitif;pozitif;pozitif;42,43;0
152;RALYH;İZLE;77;orta (32);3,6;4/6;notr;negatif;yok;;1
153;NTGAZ;İZLE;75;orta (32);11,0;5/6;pozitif;notr;yok;;0
154;BYDNR;İZLE;74;orta (28);11,3;1/6;negatif;notr;yok;;0
155;EPLAS;İZLE;73;yüksek (48);9,4;5/6;notr;notr;yok;;0
156;SDTTR;İZLE;72;düşük (0);16,5;2/6;notr;notr;yok;;0
157;ZRGYO;İZLE;70;yüksek (50);3,9;2/6;pozitif;notr;yok;;0
158;ISGYO;İZLE;69;orta (40);11,1;0/6;notr;notr;notr;25,03;0
159;BINBN;İZLE;66;düşük (10);12,3;1/6;negatif;notr;yok;;0
160;KOCMT;İZLE;62;orta (38);37,7;1/6;negatif;notr;yok;;0
161;RNPOL;İZLE;60;düşük (0);21,5;1/6;pozitif;pozitif;yok;;0
162;PAPIL;İZLE;60;düşük (0);20,1;6/6;yok;notr;yok;;0
163;EGEGY;İZLE;60;düşük (0);14,2;1/6;notr;notr;yok;;0
164;KONYA;İZLE;59;düşük (10);13,4;4/6;pozitif;yok;yok;;0
165;TURGG;İZLE;59;orta (30);15,6;6/6;pozitif;yok;yok;;0
166;ENKAI;İZLE;59;düşük (0);11,9;5/6;pozitif;pozitif;pozitif;126,89;0
167;GUNDG;İZLE;58;düşük (0);62,5;2/6;negatif;negatif;yok;;0
168;DYOBY;İZLE;58;orta (22);22,0;6/6;pozitif;notr;yok;;0
169;GLRMK;İZLE;58;düşük (0);9,5;1/6;notr;pozitif;pozitif;282,52;0
170;ULUUN;İZLE;56;düşük (0);22,1;3/6;negatif;notr;yok;;2
171;BAGFS;İZLE;56;orta (32);8,2;4/6;pozitif;yok;yok;;0
172;BORSK;İZLE;56;düşük (0);7,5;4/6;notr;notr;yok;;0
173;TERA;İZLE;56;düşük (10);26,4;5/6;notr;pozitif;yok;;3
174;AVPGY;İZLE;56;düşük (0);13,6;4/6;pozitif;notr;pozitif;95,75;0
175;EDATA;İZLE;56;düşük (0);16,9;0/6;negatif;notr;yok;;0
176;FMIZP;İZLE;55;orta (32);10,5;4/6;pozitif;pozitif;yok;;0
177;GLRYH;İZLE;55;düşük (0);11,6;5/6;pozitif;negatif;yok;;0
178;EFOR;İZLE;55;orta (40);21,3;1/6;negatif;negatif;yok;;0
179;GEREL;İZLE;55;orta (32);23,3;0/6;notr;notr;yok;;0
180;BLCYT;İZLE;54;düşük (0);39,9;6/6;pozitif;notr;yok;;0
181;SONME;İZLE;54;düşük (6);18,7;1/6;negatif;yok;yok;;0
182;TTRAK;İZLE;54;düşük (0);7,1;4/6;negatif;notr;notr;592,39;0
183;FORTE;İZLE;54;düşük (20);28,0;0/6;notr;pozitif;yok;;0
184;GARAN;İZLE;53;düşük (0);10,8;4/6;pozitif;notr;pozitif;178,15;4
185;ECILC;İZLE;53;düşük (0);12,2;5/6;notr;notr;yok;;0
186;MAKTK;İZLE;52;düşük (12);26,9;5/6;notr;notr;yok;;0
187;BASCM;İZLE;51;düşük (8);20,1;4/6;notr;yok;yok;;0
