sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
1;TKFEN;GÜÇLÜ AL;99;orta (28);0,0;6/6;negatif;yok;notr;160,00;3
2;ISDMR;GÜÇLÜ AL;99;düşük (8);2,7;4/6;pozitif;notr;notr;68,20;0
3;ENERY;GÜÇLÜ AL;98;orta (28);4,7;4/6;pozitif;notr;notr;20,00;2
4;CEOEM;GÜÇLÜ AL;97;orta (28);1,9;5/6;pozitif;pozitif;yok;;0
5;CELHA;GÜÇLÜ AL;96;düşük (0);10,7;5/6;negatif;notr;yok;;0
6;AGHOL;GÜÇLÜ AL;96;düşük (8);3,6;4/6;notr;notr;pozitif;50,40;0
7;AHGAZ;GÜÇLÜ AL;95;düşük (18);3,6;3/6;pozitif;notr;notr;65,00;2
8;KRGYO;GÜÇLÜ AL;92;düşük (0);13,9;4/6;negatif;negatif;yok;;0
9;HUNER;GÜÇLÜ AL;92;orta (22);4,0;4/6;negatif;negatif;yok;;0
10;EUKYO;GÜÇLÜ AL;90;düşük (0);11,5;4/6;negatif;pozitif;yok;;0
11;BIMAS;GÜÇLÜ AL;88;düşük (0);4,7;2/6;notr;pozitif;pozitif;501,75;3
12;BMSTL;GÜÇLÜ AL;86;düşük (0);9,5;6/6;negatif;pozitif;yok;;0
13;HALKB;GÜÇLÜ AL;84;düşük (10);13,7;2/6;notr;notr;notr;47,34;8
14;BAHKM;GÜÇLÜ AL;84;düşük (10);18,8;3/6;negatif;notr;yok;;0
15;DMLKT;GÜÇLÜ AL;83;düşük (16);3,7;2/6;yok;yok;pozitif;33,43;2
16;DEVA;GÜÇLÜ AL;82;düşük (10);9,4;3/6;notr;pozitif;yok;;0
17;MRGYO;GÜÇLÜ AL;81;düşük (10);28,1;4/6;pozitif;notr;yok;;1
18;MARTI;GÜÇLÜ AL;81;düşük (10);35,2;4/6;negatif;notr;yok;;0
19;GSDDE;GÜÇLÜ AL;80;düşük (0);19,1;3/6;pozitif;yok;yok;;0
20;BOSSA;AL;83;düşük (0);8,3;5/6;notr;negatif;yok;;0
21;SOKM;AL;79;orta (22);8,3;1/6;negatif;notr;pozitif;85,11;1
22;MPARK;AL;78;düşük (0);4,8;2/6;notr;notr;pozitif;676,75;0
23;AVPGY;AL;75;düşük (0);12,9;4/6;pozitif;notr;pozitif;95,17;0
24;OFSYM;AL;74;düşük (20);12,5;1/6;notr;notr;notr;69,30;0
25;KONYA;AL;71;düşük (10);11,3;4/6;pozitif;yok;yok;;0
26;TRCAS;AL;70;düşük (0);7,6;0/6;pozitif;negatif;yok;;1
27;EPLAS;AL;69;düşük (10);25,3;4/6;notr;pozitif;yok;;0
28;KRPLS;AL;68;düşük (0);26,1;3/6;negatif;yok;yok;;0
29;EGEEN;AL;67;düşük (0);18,4;5/6;negatif;notr;yok;;0
30;ORGE;AL;67;orta (28);16,7;1/6;pozitif;notr;pozitif;112,00;2
31;NETAS;AL;63;düşük (6);30,2;1/6;yok;yok;yok;;0
32;FLAP;AL;62;düşük (0);22,3;3/6;notr;notr;yok;;0
33;TUPRS;İZLE;89;yüksek (42);2,7;3/6;pozitif;pozitif;pozitif;366,18;1
34;ENJSA;İZLE;83;orta (38);7,3;0/6;notr;notr;notr;158,36;0
35;ZRGYO;İZLE;79;orta (40);5,4;3/6;pozitif;notr;yok;;0
36;HURGZ;İZLE;78;düşük (0);20,4;1/6;negatif;negatif;yok;;0
37;KGYO;İZLE;76;düşük (16);23,0;1/6;negatif;notr;yok;;0
38;AYGAZ;İZLE;74;orta (40);8,3;2/6;pozitif;pozitif;pozitif;337,67;0
39;SKYMD;İZLE;71;düşük (16);19,1;1/6;negatif;negatif;yok;;2
40;TRENJ;İZLE;71;yüksek (46);8,9;2/6;pozitif;pozitif;notr;218,70;0
41;GMTAS;İZLE;65;düşük (0);22,2;0/6;negatif;notr;yok;;0
42;TDGYO;İZLE;62;düşük (0);35,7;2/6;pozitif;pozitif;yok;;0
43;AKSGY;İZLE;60;düşük (16);8,2;0/6;pozitif;notr;pozitif;13,68;0
44;OZSUB;İZLE;59;düşük (16);19,6;0/6;notr;notr;yok;;0
45;TOASO;İZLE;59;düşük (0);20,1;3/6;notr;pozitif;pozitif;456,00;1
46;ETILR;İZLE;58;düşük (0);20,2;1/6;negatif;notr;yok;;0
47;KNFRT;İZLE;58;düşük (0);20,6;2/6;negatif;pozitif;yok;;0
48;SANKO;İZLE;57;düşük (8);14,7;4/6;negatif;notr;yok;;0
49;ISMEN;İZLE;56;düşük (6);8,6;1/6;negatif;notr;yok;;7
50;ZOREN;İZLE;55;düşük (0);27,3;6/6;negatif;notr;notr;3,58;2
51;AKSA;İZLE;53;düşük (0);19,4;2/6;notr;pozitif;pozitif;16,65;0
52;ECOGR;İZLE;52;düşük (0);30,6;2/6;notr;notr;yok;;0
53;CANTE;İZLE;51;düşük (0);14,4;0/6;notr;notr;yok;;3
