hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
ORGE;GUCLU AL;;85,0;34,6;30,0;20,4;30;2;guclu trend;29,1;61,2;66,9;yukari;guclu;yukselis;yukari;0,31;1,56;2;23,66;-1,50;51211431;20,44;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;01.09.2026
TRENJ;GUCLU AL;;84,9;31,8;30,0;23,1;18;1;guclu trend;21,8;55,6;64,5;yukari;guclu;yukselis;yukari;0,26;1,59;1;105,1;-1,68;63776782;95,86;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
ASELS;GUCLU AL;;84,7;32,5;28,0;24,1;0;0;guclu trend;23,6;54,5;62,7;yukari;guclu;yukselis;yukari;0,54;0,93;2;393,5;1,88;7397548554;363,22;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
TRMET;GUCLU AL;;84,6;33,5;29,0;22,1;0;0;guclu trend;26,0;52,6;66,6;yukari;guclu;yukselis;yukari;0,51;1,09;0;137,4;-5,04;485052915;128,36;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;01.09.2026
DURKN;GUCLU AL;;84,6;33,9;28,9;21,8;0;0;guclu trend;27,1;56,1;68,2;yukari;guclu;yukselis;yukari;0,29;1,02;1;22,16;-0,98;17946564;19,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;01.09.2026
PSDTC;GUCLU AL;;84,5;35,0;30,0;19,5;22;2;guclu trend;31,4;59,4;68,3;yukari;guclu;yukselis;yukari;0,27;1,95;0;170;-2,47;27382070;147,49;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;01.09.2026
NETAS;GUCLU AL;;84,5;35,0;30,0;19,5;20;0;guclu trend;41,4;64,5;63,6;yukari;guclu;yukselis;yukari;0,49;3,31;0;94,9;3,55;99044093;83,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;01.09.2026
ATSYH;izle;;84,2;29,2;30,0;25,0;52;3;ilimli;15,0;59,1;68,1;yukari;guclu;yukselis;yukari;0,46;3,03;2;128,7;-2,28;2492147;111,88;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;01.09.2026
KRGYO;GUCLU AL;;84,1;30,0;29,1;25,0;28;0;zayif;42,9;73,7;82,0;yukari;guclu;yukselis;yukari;0,17;3,45;0;3,2;0,31;13549443;2,81;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
MRGYO;GUCLU AL;;84,1;23,9;27,7;32,6;18;0;zayif;31,5;76,6;72,7;yukari;guclu;yukselis;yukari;1,24;2,58;0;1,63;1,87;178380370;1,37;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;01.09.2026
ALARK;GUCLU AL;;83,7;34,2;26,6;22,9;0;0;guclu trend;28,0;54,5;42,0;yukari;guclu;yukselis;yukari;0,28;0,93;2;108,2;-0,09;167139894;98,31;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
PASEU;GUCLU AL;;83,6;35,0;30,0;18,6;20;0;guclu trend;46,6;62,9;88,6;yukari;guclu;yukselis;yukari;0,41;3,57;1;227,8;-5,56;1274067176;207,58;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;01.09.2026
GUBRF;GUCLU AL;;83,5;34,8;28,2;20,6;0;0;guclu trend;29,4;55,1;71,1;yukari;guclu;yukselis;yukari;0,44;0,72;1;472,75;-1,87;761933539;437,48;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
RYGYO;GUCLU AL;;83,1;35,0;23,1;25,0;35;0;guclu trend;49,8;85,9;91,8;yukari;guclu;yukselis;yukari;0,68;6,94;0;51,85;2,07;109654610;45,31;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;01.09.2026
SELEC;GUCLU AL;;83,0;35,0;23,0;25,0;35;0;guclu trend;49,6;86,0;97,7;yukari;guclu;yukselis;yukari;0,31;6,08;0;335,5;0,60;593632694;285,89;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;PAHALI (SAT);5;01.09.2026
KRPLS;GUCLU AL;;82,9;35,0;24,9;23,0;0;0;guclu trend;44,9;57,8;78,0;yukari;guclu;yukselis;yukari;0,26;1,59;0;10,56;0,09;11034302;9,48;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
CVKMD;AL;;82,9;30,1;30,0;22,8;0;0;ilimli;17,3;60,5;56,5;yukari;guclu;yukselis;yukari;0,36;1,57;2;16,85;0,54;269181716;14,58;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;01.09.2026
KLSYN;GUCLU AL;;82,7;34,1;24,9;23,7;0;0;guclu trend;27,7;60,1;59,0;yukari;guclu;yukselis;yukari;0,05;1,79;0;15,66;-0,19;2581582;13,93;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
KGYO;izle;;82,5;30,8;30,0;21,7;40;4;ilimli;19,1;58,4;56,8;yukari;guclu;yukselis;yukari;0,20;1,66;1;12,71;-2,61;64430231;10,80;AL;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
ARASE;GUCLU AL;;82,4;33,5;25,8;23,1;0;0;guclu trend;26,2;54,3;76,9;yukari;guclu;yukselis;yukari;0,25;0,83;0;121;0,67;12418109;108,17;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
ENERY;GUCLU AL;;82,2;32,9;30,0;19,3;10;0;guclu trend;24,5;69,8;88,1;yukari;guclu;yukselis;yukari;0,68;2,59;0;10,17;2,94;242476710;8,97;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;01.09.2026
OZSUB;GUCLU AL;;82,1;35,0;24,2;22,9;26;1;guclu trend;33,7;59,3;56,4;yukari;guclu;yukselis;yukari;0,29;2,38;3;42,64;-1,75;52119000;37,97;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
ALBRK;izle;;82,1;33,1;26,8;22,2;32;3;guclu trend;30,2;53,4;61,8;yukari;guclu;yukselis;yukari;0,61;0,81;1;8,65;-0,35;68700895;8,39;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
TRHOL;izle;;82,0;35,0;22,0;25,0;45;1;guclu trend;45,1;93,3;100,0;yukari;guclu;yukselis;yukari;0,21;6,97;0;3145;0,32;224125280;2677,05;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;PAHALI (SAT);5;01.09.2026
CATES;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;52,0;88,3;94,8;yukari;guclu;yukselis;yukari;0,50;6,16;1;71,9;2,64;118214026;61,27;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;5;01.09.2026
IEYHO;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;83,6;91,7;100,0;yukari;guclu;yukselis;yukari;0,24;10,59;0;207,9;0,14;113192610;197,06;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;01.09.2026
AYDEM;izle;;81,3;34,9;24,9;21,6;40;4;guclu trend;30,1;52,0;77,0;yukari;guclu;yukselis;yukari;0,17;0,41;1;26,42;0,38;21492300;24,22;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
ETYAT;GUCLU AL;;81,3;33,6;24,8;22,9;0;0;guclu trend;26,4;58,0;57,3;yukari;guclu;yukselis;yukari;0,25;1,82;1;15,34;-2,17;3502367;13,55;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;SAT;NOTR;3;01.09.2026
DAGI;GUCLU AL;;81,2;30,4;30,0;20,8;0;0;guclu trend;30,7;57,4;74,7;yukari;guclu;yukselis;yukari;0,36;1,77;1;10,46;0,38;35591133;9,74;AL;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;01.09.2026
GENIL;GUCLU AL;;81,1;35,0;24,5;21,6;28;2;guclu trend;47,6;58,2;54,2;yukari;guclu;yukselis;yukari;0,19;1,94;3;11,46;0,35;123688685;10,34;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
HATSN;GUCLU AL;;81,0;35,0;30,0;16,0;10;0;guclu trend;35,1;59,3;85,3;yukari;guclu;yukselis;yukari;0,25;2,36;1;72,9;-10,00;132535626;69,32;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;01.09.2026
VERUS;GUCLU AL;;80,6;35,0;24,8;20,8;10;0;guclu trend;37,0;59,7;70,4;yukari;guclu;yukselis;yukari;0,49;2,44;1;681,5;1,72;30689308;667,54;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
KCAER;GUCLU AL;;80,6;35,0;22,4;23,2;22;2;guclu trend;33,0;53,1;69,9;yukari;guclu;yukselis;yukari;0,27;1,22;1;15,81;-0,57;65885519;14,75;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
MARTI;GUCLU AL;EVET;80,5;19,7;28,2;32,6;18;0;zayif;26,5;75,7;89,1;yukari;guclu;yukselis;yukari;2,06;2,85;0;1,82;7,06;293626275;1,53;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;01.09.2026
EGGUB;GUCLU AL;;80,4;27,9;30,0;22,6;0;0;zayif;24,5;61,9;75,6;yukari;guclu;yukselis;yukari;0,47;1,76;0;110,6;-1,25;40456042;100,13;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;01.09.2026
TGSAS;GUCLU AL;;80,3;35,0;29,3;16,0;0;0;guclu trend;30,3;53,1;78,6;yukari;guclu;yukselis;yukari;0,62;1,22;0;218,3;-5,99;103253935;212,54;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;01.09.2026
DOHOL;AL;;80,1;30,3;26,5;23,4;0;0;ilimli;17,8;55,2;59,1;yukari;guclu;yukselis;yukari;0,27;0,78;1;21,94;-0,81;64131783;20,39;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;01.09.2026
OZATD;izle;;79,2;35,0;19,2;25,0;45;1;guclu trend;52,3;85,5;61,0;yukari;guclu;yukselis;yukari;0,03;6,34;1;4810;-0,52;74833980;4242,99;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);5;01.09.2026
CEMZY;GUCLU AL;;78,9;35,0;27,8;16,1;0;0;guclu trend;45,1;50,7;80,7;yukari;guclu;yukselis;yukari;0,23;0,57;1;14,93;-3,43;222812961;13,41;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
PRDGS;GUCLU AL;;78,9;35,0;22,2;21,6;10;1;guclu trend;42,4;52,0;64,5;yukari;guclu;yukselis;yukari;0,53;0,56;1;7,97;1,79;43877671;6,87;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
RUBNS;GUCLU AL;;78,8;35,0;24,0;19,8;0;0;guclu trend;43,3;60,0;64,8;yukari;guclu;yukselis;yukari;0,31;1,76;0;32,68;2,12;43397341;29,16;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;01.09.2026
BIOEN;GUCLU AL;;78,8;26,9;29,2;22,7;6;0;zayif;27,7;55,8;66,3;yukari;guclu;yukselis;yukari;0,32;1,14;3;19,35;1,31;45934114;17,84;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
ALTNY;GUCLU AL;;78,5;30,6;27,4;20,5;0;0;guclu trend;20,9;52,1;76,8;yukari;guclu;yukselis;yukari;0,26;0,74;1;17,47;-1,52;117233833;16,42;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
ALKLC;GUCLU AL;EVET;78,0;35,0;26,0;17,0;30;1;guclu trend;56,8;65,2;29,9;yukari;guclu;yukselis;yukari;0,07;2,90;4;426,5;0,18;60823165;401,69;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;01.09.2026
GESAN;izle;;78,0;26,8;24,7;26,5;0;0;guclu trend;29,5;46,6;57,0;asagi;guclu;yukselis;yukari;1,16;0,43;1;82,9;-9,99;1088052303;100,18;AL;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;01.09.2026
SAYAS;GUCLU AL;;77,7;35,0;22,9;19,8;0;0;guclu trend;33,4;51,2;61,9;yukari;guclu;yukselis;yukari;0,28;0,77;0;56,65;-2,16;56816098;51,71;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
EGPRO;GUCLU AL;;77,5;35,0;26,2;16,2;8;0;guclu trend;30,9;54,8;64,0;yukari;guclu;yukselis;yukari;0,55;0,75;0;37,96;-1,30;28220223;36,68;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;01.09.2026
TKFEN;GUCLU AL;;77,3;35,0;22,9;19,4;16;0;guclu trend;40,6;56,1;37,5;yukari;guclu;yukselis;yukari;0,29;2,33;3;212;1,29;523381360;197,64;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
KORDS;GUCLU AL;;77,3;35,0;23,6;18,7;0;0;guclu trend;30,9;52,5;58,2;yukari;guclu;yukselis;yukari;0,13;1,22;2;84,2;0,24;30251460;80,94;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
CELHA;GUCLU AL;;77,1;35,0;21,8;20,3;10;1;guclu trend;30,2;48,6;54,7;yukari;guclu;yukselis;yukari;0,08;0,99;2;24,52;-0,16;6491376;21,70;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;01.09.2026
EUKYO;GUCLU AL;EVET;76,7;35,0;20,1;21,6;0;0;guclu trend;48,3;49,6;49,5;yukari;guclu;yukselis;yukari;0,18;1,14;2;13,05;0,38;2313465;12,26;SAT;NEGATIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);2;01.09.2026
ENJSA;izle;;76,5;28,8;24,6;23,1;32;3;ilimli;14,2;50,8;61,4;yukari;guclu;yukselis;yukari;0,39;0,27;1;110,7;0,54;198936424;103,75;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
ARDYZ;GUCLU AL;;76,3;35,0;23,0;18,3;0;0;guclu trend;55,2;49,5;65,1;yukari;guclu;yukselis;yukari;0,46;1,29;2;82,65;-4,45;198717379;80,55;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;01.09.2026
KTLEV;AL;;75,9;28,6;29,1;18,1;0;0;ilimli;16,5;52,1;60,6;yukari;guclu;yukselis;yukari;0,54;1,12;1;58;-7,64;3243847548;53,21;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);2;01.09.2026
TURGG;AL;;75,6;15,8;29,0;30,8;22;2;zayif;25,4;65,5;78,1;yukari;guclu;yukselis;yukari;2,53;1,15;2;29;2,98;37277296;25,30;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;01.09.2026
ATATP;GUCLU AL;;75,5;35,0;24,5;16,0;0;0;guclu trend;50,3;54,2;57,0;yukari;guclu;yukselis;yukari;0,31;1,57;1;295;-1,42;157963060;267,66;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;01.09.2026
INVES;GUCLU AL;;75,4;29,5;24,1;21,9;0;0;guclu trend;23,0;53,7;58,9;yukari;guclu;yukselis;yukari;0,37;1,76;1;792,5;0,70;26372023;779,75;SAT;POZITIF;SAT;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;01.09.2026
TRALT;GUCLU AL;;75,1;31,5;23,4;20,2;10;1;guclu trend;21,0;48,8;64,8;yukari;zayif;zayif;yukari;0,28;0,23;1;50,5;-4,54;1718225231;48,12;AL;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;01.09.2026
NTGAZ;izle;;74,8;22,9;28,0;23,8;32;3;ilimli;20,3;62,4;73,2;yukari;guclu;yukselis;yukari;0,80;1,13;1;11,76;1,03;40048656;10,47;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;01.09.2026
RODRG;AL;;74,7;22,6;29,2;22,9;0;0;ilimli;16,2;59,8;48,3;yukari;guclu;yukselis;yukari;0,64;1,15;2;27;2,35;4849929;22,52;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;01.09.2026
CRFSA;izle;;74,4;27,0;26,0;21,4;20;0;guclu trend;55,2;65,3;62,2;asagi;guclu;yukselis;yukari;0,69;3,95;1;305;5,63;612025505;337,96;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;01.09.2026
