sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
88;MIATK;AL;72;düşük (0);28,1;5/6;negatif;notr;yok;;0
89;AVPGY;AL;72;düşük (8);11,1;6/6;pozitif;notr;pozitif;95,17;1
90;TRENJ;AL;72;düşük (16);4,3;2/6;pozitif;pozitif;notr;218,70;0
91;LOGO;AL;70;düşük (10);4,7;4/6;pozitif;pozitif;pozitif;236,00;1
92;TARKM;AL;70;düşük (0);11,7;2/6;yok;negatif;yok;;0
93;EYGYO;AL;70;düşük (10);5,8;4/6;negatif;pozitif;yok;;0
94;KGYO;AL;70;düşük (16);20,7;1/6;negatif;notr;yok;;0
95;DSTKF;AL;69;düşük (0);56,8;5/6;notr;pozitif;yok;;0
96;GARAN;AL;69;orta (22);8,1;4/6;pozitif;notr;pozitif;179,60;2
97;ASELS;AL;69;düşük (0);4,8;3/6;pozitif;pozitif;pozitif;462,91;7
98;DOHOL;AL;69;düşük (6);4,5;2/6;pozitif;notr;pozitif;32,43;2
99;DNISI;AL;69;düşük (10);13,7;5/6;pozitif;pozitif;yok;;0
100;TDGYO;AL;68;düşük (10);11,4;5/6;pozitif;pozitif;yok;;0
101;SONME;AL;68;düşük (0);15,9;5/6;negatif;yok;yok;;0
102;VESTL;AL;68;düşük (0);17,7;5/6;negatif;notr;notr;33,17;3
103;ARTMS;AL;66;düşük (0);13,7;4/6;pozitif;negatif;yok;;0
104;ECOGR;AL;65;düşük (0);21,9;5/6;notr;notr;yok;;0
105;AKFIS;AL;65;düşük (0);18,4;0/6;notr;notr;yok;;0
106;AEFES;AL;65;düşük (0);14,1;6/6;pozitif;notr;pozitif;27,20;1
107;PRZMA;AL;64;orta (22);24,0;1/6;negatif;notr;yok;;0
108;MZHLD;AL;64;düşük (6);6,8;5/6;yok;yok;yok;;0
109;POLHO;AL;63;düşük (10);6,7;0/6;notr;negatif;yok;;0
110;IHLAS;AL;62;düşük (0);25,0;6/6;negatif;notr;yok;;0
111;YKBNK;AL;62;orta (22);20,4;1/6;pozitif;notr;pozitif;52,27;3
112;ATATP;AL;62;orta (22);32,7;1/6;pozitif;pozitif;notr;472,00;0
113;ALTNY;AL;61;düşük (0);12,8;3/6;negatif;yok;yok;;0
114;MTRKS;AL;60;düşük (6);17,8;0/6;pozitif;notr;yok;;1
115;BAHKM;İZLE;97;yüksek (46);0,0;4/6;negatif;notr;yok;;0
116;OZATD;İZLE;93;yüksek (48);8,7;3/6;negatif;negatif;yok;;0
117;ALKLC;İZLE;92;yüksek (45);2,9;6/6;negatif;notr;yok;;0
118;IEYHO;İZLE;92;yüksek (55);1,2;5/6;negatif;notr;yok;;0
119;BOBET;İZLE;92;yüksek (52);3,3;5/6;negatif;pozitif;yok;;1
120;TNZTP;İZLE;88;yüksek (48);3,6;3/6;pozitif;notr;notr;44,00;0
121;TUPRS;İZLE;86;yüksek (42);2,3;5/6;pozitif;pozitif;pozitif;365,74;11
122;EPLAS;İZLE;86;orta (40);3,4;6/6;notr;pozitif;yok;;0
123;SOKM;İZLE;86;yüksek (50);0,3;5/6;negatif;notr;pozitif;85,42;0
124;ENJSA;İZLE;86;orta (32);2,0;4/6;pozitif;notr;notr;158,36;0
125;MHRGY;İZLE;84;yüksek (45);6,5;6/6;pozitif;notr;yok;;0
126;TRHOL;İZLE;82;yüksek (43);0,0;4/6;pozitif;notr;yok;;0
127;AYGAZ;İZLE;80;yüksek (56);5,7;3/6;pozitif;pozitif;pozitif;337,67;1
128;ZRGYO;İZLE;78;yüksek (52);4,9;4/6;pozitif;notr;yok;;0
129;SAHOL;İZLE;77;orta (32);7,6;4/6;pozitif;notr;pozitif;157,19;0
130;AYDEM;İZLE;76;orta (40);9,0;4/6;pozitif;pozitif;pozitif;42,43;0
131;KUVVA;İZLE;73;yüksek (42);12,4;2/6;negatif;notr;yok;;0
132;FMIZP;İZLE;73;orta (38);8,0;5/6;pozitif;pozitif;yok;;0
133;SANKO;İZLE;72;orta (40);15,0;6/6;notr;notr;yok;;0
134;RALYH;İZLE;72;orta (38);9,2;2/6;notr;negatif;yok;;0
135;ATSYH;İZLE;71;orta (32);10,7;2/6;negatif;notr;yok;;0
136;OZYSR;İZLE;66;düşük (0);14,8;2/6;negatif;notr;yok;;0
137;JANTS;İZLE;65;yüksek (52);14,9;6/6;notr;pozitif;yok;;0
138;SAYAS;İZLE;63;düşük (0);20,7;0/6;pozitif;notr;yok;;0
139;ETYAT;İZLE;61;yüksek (46);15,2;0/6;negatif;yok;yok;;1
140;CEMZY;İZLE;60;düşük (6);31,2;0/6;negatif;negatif;yok;;0
141;TTRAK;İZLE;59;düşük (6);4,8;6/6;negatif;notr;notr;592,39;0
142;RUZYE;İZLE;58;düşük (6);11,8;6/6;negatif;notr;yok;;0
143;BOSSA;İZLE;58;düşük (0);13,1;4/6;notr;negatif;yok;;0
144;NTGAZ;İZLE;57;orta (40);6,8;5/6;pozitif;notr;yok;;1
145;DENGE;İZLE;57;orta (22);11,5;4/6;notr;notr;yok;;0
146;DZGYO;İZLE;57;düşük (0);17,6;5/6;pozitif;notr;yok;;0
147;OZRDN;İZLE;57;düşük (0);23,4;6/6;negatif;notr;yok;;0
148;YIGIT;İZLE;57;düşük (8);15,3;4/6;notr;notr;yok;;0
149;NUHCM;İZLE;56;düşük (0);8,5;5/6;notr;pozitif;yok;;0
150;FROTO;İZLE;56;orta (32);10,6;5/6;notr;negatif;pozitif;145,00;3
151;YGGYO;İZLE;55;düşük (0);20,9;2/6;pozitif;notr;yok;;0
152;AKSA;İZLE;54;düşük (0);16,6;5/6;pozitif;pozitif;pozitif;16,65;0
153;ISMEN;İZLE;54;düşük (0);5,9;5/6;negatif;notr;yok;;5
154;ISBTR;İZLE;54;orta (32);30,6;0/6;notr;negatif;pozitif;;8
155;HKTM;İZLE;54;düşük (16);27,8;1/6;negatif;negatif;yok;;0
156;DOCO;İZLE;53;orta (22);11,5;0/6;notr;notr;yok;;0
157;NIBAS;İZLE;53;düşük (18);18,1;4/6;negatif;notr;yok;;0
158;CANTE;İZLE;52;düşük (0);14,4;4/6;notr;notr;yok;;0
159;TRGYO;İZLE;52;düşük (6);9,2;2/6;pozitif;pozitif;pozitif;131,49;0
