sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
1;VAKBN;GÜÇLÜ AL;100;orta (26);0,0;5/6;pozitif;notr;pozitif;45,47;1
2;KLSYN;GÜÇLÜ AL;100;düşük (10);2,8;6/6;negatif;negatif;yok;;1
3;AHGAZ;GÜÇLÜ AL;100;orta (36);0,8;6/6;pozitif;notr;yok;;1
4;DEVA;GÜÇLÜ AL;98;orta (28);6,5;6/6;notr;pozitif;yok;;0
5;FLAP;GÜÇLÜ AL;98;düşük (18);4,8;6/6;notr;notr;yok;;0
6;CELHA;GÜÇLÜ AL;97;düşük (10);1,5;6/6;negatif;notr;yok;;0
7;HURGZ;GÜÇLÜ AL;96;düşük (0);4,2;6/6;negatif;negatif;yok;;0
8;HUNER;GÜÇLÜ AL;96;orta (36);4,8;6/6;negatif;negatif;yok;;2
9;ENERY;GÜÇLÜ AL;95;orta (35);0,0;6/6;pozitif;notr;yok;;1
10;ISDMR;GÜÇLÜ AL;94;düşük (18);5,2;5/6;pozitif;notr;notr;68,20;0
11;KERVN;GÜÇLÜ AL;94;orta (32);5,8;5/6;yok;negatif;yok;;0
12;TURGG;GÜÇLÜ AL;94;orta (22);5,4;4/6;pozitif;yok;yok;;0
13;KARSN;GÜÇLÜ AL;94;orta (28);13,7;5/6;notr;notr;notr;18,53;0
14;TEHOL;GÜÇLÜ AL;93;düşük (20);9,4;6/6;pozitif;notr;yok;;0
15;PETKM;GÜÇLÜ AL;93;düşük (20);8,6;5/6;negatif;pozitif;notr;19,25;2
16;BJKAS;GÜÇLÜ AL;93;düşük (20);13,1;6/6;negatif;notr;yok;;1
17;KRGYO;GÜÇLÜ AL;92;orta (34);1,1;6/6;negatif;negatif;yok;;0
18;GENIL;GÜÇLÜ AL;92;orta (38);5,8;5/6;notr;pozitif;yok;;1
19;EUKYO;GÜÇLÜ AL;91;düşük (10);4,3;6/6;negatif;pozitif;yok;;0
20;ALARK;GÜÇLÜ AL;90;düşük (10);2,1;6/6;pozitif;notr;pozitif;154,34;1
21;BIMAS;GÜÇLÜ AL;90;düşük (20);0,6;6/6;notr;pozitif;pozitif;503,80;0
22;SKYMD;GÜÇLÜ AL;90;düşük (10);6,8;5/6;negatif;negatif;yok;;1
23;ALBRK;GÜÇLÜ AL;90;düşük (0);3,1;6/6;pozitif;pozitif;pozitif;11,85;6
24;KCHOL;GÜÇLÜ AL;90;düşük (20);3,1;6/6;pozitif;pozitif;pozitif;321,79;3
25;KONYA;GÜÇLÜ AL;90;düşük (20);3,3;6/6;pozitif;yok;yok;;0
26;HALKB;GÜÇLÜ AL;89;orta (36);8,7;4/6;notr;notr;notr;48,18;3
27;GUBRF;GÜÇLÜ AL;89;düşük (10);4,6;5/6;notr;notr;yok;;2
28;MRGYO;GÜÇLÜ AL;89;orta (35);0,0;6/6;pozitif;notr;yok;;0
29;SASA;GÜÇLÜ AL;89;düşük (10);3,9;5/6;negatif;notr;yok;;0
30;AKFYE;GÜÇLÜ AL;88;düşük (0);14,6;5/6;pozitif;notr;yok;;1
31;BVSAN;GÜÇLÜ AL;88;orta (22);14,2;5/6;negatif;negatif;yok;;0
32;TRCAS;GÜÇLÜ AL;88;düşük (10);1,3;6/6;pozitif;negatif;yok;;0
33;MARTI;GÜÇLÜ AL;88;orta (35);2,2;6/6;negatif;notr;yok;;0
34;KRPLS;GÜÇLÜ AL;88;orta (40);12,4;5/6;negatif;yok;yok;;0
35;TERA;GÜÇLÜ AL;87;orta (35);2,6;5/6;notr;pozitif;yok;;9
36;DMLKT;GÜÇLÜ AL;86;düşük (20);2,5;5/6;yok;yok;pozitif;33,43;2
37;SELEC;GÜÇLÜ AL;86;orta (28);11,8;4/6;notr;notr;notr;129,19;0
38;CATES;GÜÇLÜ AL;86;düşük (10);9,0;3/6;pozitif;notr;yok;;0
39;KZGYO;GÜÇLÜ AL;86;orta (35);5,7;5/6;notr;negatif;yok;;0
40;KRDMD;GÜÇLÜ AL;85;düşük (0);5,3;3/6;pozitif;pozitif;notr;50,70;1
41;EKGYO;GÜÇLÜ AL;84;düşük (0);7,5;5/6;negatif;notr;pozitif;33,43;2
42;RYSAS;GÜÇLÜ AL;84;düşük (10);14,8;2/6;notr;negatif;yok;;0
43;BORSK;GÜÇLÜ AL;84;düşük (0);10,5;4/6;notr;notr;yok;;1
44;KUYAS;GÜÇLÜ AL;84;düşük (0);11,9;6/6;negatif;notr;yok;;0
45;AKFGY;GÜÇLÜ AL;83;düşük (12);7,7;6/6;pozitif;negatif;yok;;0
46;MPARK;GÜÇLÜ AL;83;düşük (0);3,6;6/6;notr;notr;pozitif;673,35;0
47;INDES;GÜÇLÜ AL;83;düşük (0);3,3;3/6;notr;notr;pozitif;15,00;0
48;TKFEN;GÜÇLÜ AL;83;düşük (10);12,8;4/6;negatif;notr;notr;160,00;1
49;AGHOL;GÜÇLÜ AL;83;düşük (0);5,6;5/6;notr;notr;pozitif;50,40;0
50;SISE;GÜÇLÜ AL;82;düşük (0);7,3;5/6;pozitif;notr;pozitif;63,50;1
51;TOASO;GÜÇLÜ AL;82;düşük (0);19,5;5/6;notr;pozitif;pozitif;456,98;2
52;OFSYM;GÜÇLÜ AL;81;düşük (10);7,9;3/6;notr;notr;notr;69,30;0
53;ARASE;GÜÇLÜ AL;81;düşük (0);6,2;5/6;pozitif;notr;notr;214,70;0
54;YKSLN;GÜÇLÜ AL;80;orta (35);0,0;5/6;negatif;notr;yok;;0
55;VBTYZ;GÜÇLÜ AL;80;düşük (10);10,8;2/6;notr;notr;yok;;1
56;AGESA;GÜÇLÜ AL;79;düşük (0);5,0;2/6;pozitif;pozitif;pozitif;352,13;2
57;NETAS;GÜÇLÜ AL;79;düşük (0);15,5;3/6;yok;yok;yok;;0
58;OZSUB;GÜÇLÜ AL;78;düşük (16);11,3;3/6;notr;notr;yok;;0
59;PNSUT;GÜÇLÜ AL;78;düşük (0);8,1;5/6;negatif;notr;yok;;0
60;BIOEN;GÜÇLÜ AL;77;düşük (6);8,2;3/6;negatif;notr;notr;22,00;0
61;AVOD;GÜÇLÜ AL;76;düşük (0);16,9;4/6;negatif;negatif;yok;;0
62;RYGYO;GÜÇLÜ AL;76;düşük (0);18,1;2/6;pozitif;notr;yok;;0
63;MANAS;GÜÇLÜ AL;76;düşük (0);18,2;2/6;negatif;negatif;yok;;0
64;KLYPV;GÜÇLÜ AL;76;düşük (0);15,9;4/6;notr;yok;yok;;0
65;PATEK;AL;91;orta (28);2,7;5/6;negatif;notr;yok;;0
66;TRALT;AL;89;düşük (10);7,1;4/6;pozitif;notr;notr;57,09;7
67;GMTAS;AL;88;düşük (0);3,0;4/6;negatif;notr;yok;;0
68;CEOEM;AL;88;orta (28);6,2;5/6;pozitif;pozitif;yok;;0
69;EGGUB;AL;86;düşük (0);2,4;4/6;pozitif;pozitif;yok;;0
70;ETILR;AL;84;düşük (0);8,8;4/6;negatif;notr;yok;;1
71;AKSGY;AL;84;düşük (16);1,4;4/6;pozitif;notr;pozitif;13,68;0
72;TTKOM;AL;83;düşük (18);5,4;5/6;pozitif;notr;pozitif;88,99;6
73;METRO;AL;82;düşük (0);9,2;3/6;pozitif;negatif;yok;;0
74;TRMET;AL;81;düşük (0);7,2;1/6;pozitif;notr;notr;168,00;0
75;GOZDE;AL;81;düşük (0);14,8;5/6;notr;notr;yok;;0
76;EGEEN;AL;77;düşük (10);0,7;5/6;negatif;notr;yok;;0
77;BUCIM;AL;77;düşük (18);3,1;6/6;negatif;yok;yok;;0
78;MRSHL;AL;76;düşük (0);48,2;5/6;negatif;notr;yok;;0
79;ADGYO;AL;76;düşük (6);9,9;3/6;negatif;negatif;yok;;0
80;AKBNK;AL;75;düşük (8);14,2;2/6;pozitif;notr;pozitif;107,00;2
81;BAGFS;AL;75;düşük (0);5,0;5/6;pozitif;yok;yok;;0
82;ISCTR;AL;75;düşük (0);11,6;5/6;pozitif;negatif;pozitif;21,58;8
83;ORGE;AL;74;orta (22);14,3;3/6;pozitif;notr;pozitif;112,00;3
84;BRSAN;AL;73;düşük (10);8,3;2/6;notr;pozitif;pozitif;803,18;1
85;ENKAI;AL;73;düşük (0);4,5;5/6;pozitif;pozitif;pozitif;129,88;0
86;PETUN;AL;73;düşük (0);7,4;4/6;pozitif;notr;yok;;1
87;GSDDE;AL;73;düşük (0);17,2;3/6;pozitif;yok;yok;;0
