hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
KRGYO;GUCLU AL;;93,3;30,0;30,0;33,3;24;0;zayif;41,3;68,5;72,3;yukari;guclu;yukselis;yukari;1,39;2,91;3;3,32;-0,90;108149110;2,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
PETKM;GUCLU AL;EVET;93,1;31,4;26,7;35,0;35;0;guclu trend;20,6;78,5;74,4;yukari;guclu;yukselis;yukari;3,36;5,01;2;25,9;6,76;7781733995;21,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
ENJSA;izle;;92,8;29,8;30,0;32,9;32;3;ilimli;16,8;62,2;76,5;yukari;guclu;yukselis;yukari;1,18;2,09;2;118,6;2,86;605669682;105,87;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
ALKLC;izle;;92,8;35,0;22,8;35,0;45;1;guclu trend;64,3;86,4;50,8;yukari;guclu;yukselis;yukari;1,36;5,86;2;475;1,50;1494986500;435,94;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
TARKM;GUCLU AL;;92,7;34,6;29,9;28,2;8;0;guclu trend;28,8;58,2;79,8;yukari;guclu;yukselis;yukari;1,05;1,47;1;537;-0,65;118806417;478,25;AL;POZITIF;AL;NEGATIF;AZALIYOR;AL;SAT;NOTR;4;09.09.2026
BORSK;GUCLU AL;;92,5;30,0;29,5;33,0;0;0;zayif;36,9;59,5;72,2;yukari;guclu;yukselis;yukari;1,31;1,28;1;6,65;-3,76;94774949;5,97;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;09.09.2026
KRDMD;GUCLU AL;;92,4;31,9;30,0;30,5;10;0;guclu trend;22,0;62,3;61,0;yukari;guclu;yukselis;yukari;1,03;2,40;0;47,48;3,26;3097240097;41,86;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
KARSN;GUCLU AL;EVET;92,0;35,0;22,0;35,0;35;0;guclu trend;36,9;88,4;94,9;yukari;guclu;yukselis;yukari;1,88;6,27;0;15,56;9,96;1160058046;12,23;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
EKGYO;GUCLU AL;EVET;91,6;26,6;30,0;35,0;28;0;zayif;21,2;70,9;57,9;yukari;guclu;yukselis;yukari;3,75;3,42;2;22,48;9,98;13385891569;18,90;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
ANELE;izle;;91,3;35,0;22,0;34,3;43;0;guclu trend;38,3;89,8;65,5;yukari;guclu;yukselis;yukari;2,72;5,78;0;219,3;0,32;4270767499;182,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;09.09.2026
ASELS;AL;;90,8;30,3;25,4;35,0;0;0;ilimli;18,0;59,4;54,4;yukari;guclu;yukselis;yukari;1,48;1,47;2;402,25;3,14;19845243893;363,22;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;4;09.09.2026
MARTI;GUCLU AL;;90,7;30,0;25,7;35,0;35;0;zayif;44,6;80,7;87,1;yukari;guclu;yukselis;yukari;1,75;4,42;0;2,32;6,42;576249901;1,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
CELHA;GUCLU AL;;90,1;33,5;26,0;30,6;16;1;guclu trend;26,1;60,5;51,1;yukari;guclu;yukselis;yukari;1,10;2,00;3;26,44;1,93;79115989;22,04;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;09.09.2026
DEVA;GUCLU AL;;90,0;35,0;30,0;25,0;28;0;guclu trend;45,1;68,9;69,3;yukari;guclu;yukselis;yukari;0,54;4,10;2;95,55;-0,26;52794910;85,05;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;09.09.2026
AGESA;izle;;89,4;34,4;27,0;28,0;40;4;guclu trend;28,4;55,1;86,7;yukari;guclu;yukselis;yukari;0,92;1,15;2;255,25;-1,83;55899495;239,61;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;09.09.2026
BAGFS;GUCLU AL;EVET;89,2;24,3;30,0;34,9;18;0;zayif;38,1;70,0;58,0;yukari;guclu;yukselis;yukari;1,30;2,58;0;28,78;1,12;51219680;25,42;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
KRPLS;GUCLU AL;;89,1;35,0;30,0;24,1;28;0;guclu trend;46,7;72,0;72,3;yukari;guclu;yukselis;yukari;2,23;3,44;1;12,5;2,97;147239200;10,79;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
AHGAZ;GUCLU AL;;89,0;35,0;30,0;24,0;10;0;guclu trend;30,3;64,2;81,3;yukari;guclu;yukselis;yukari;0,65;2,77;0;38,42;0,16;139562379;35,70;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;09.09.2026
AGHOL;GUCLU AL;;88,9;26,4;29,0;33,5;10;0;ilimli;25,9;68,0;76,4;yukari;guclu;yukselis;yukari;1,21;2,19;2;35,58;1,19;244203437;31,63;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;09.09.2026
DMLKT;GUCLU AL;;88,9;35,0;26,0;27,9;20;0;guclu trend;48,3;63,9;63,3;yukari;guclu;yukselis;yukari;0,87;3,15;2;7,06;2,02;67106931;6,62;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;NOTR;4;09.09.2026
GENIL;GUCLU AL;;88,6;35,0;26,0;27,6;38;2;guclu trend;39,0;64,9;56,7;yukari;guclu;yukselis;yukari;0,86;2,92;3;12,34;6,01;442486474;10,34;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
HURGZ;GUCLU AL;EVET;88,5;31,4;25,4;31,7;6;0;guclu trend;20,7;57,4;55,0;yukari;guclu;yukselis;yukari;1,44;1,23;3;7,8;5,41;100229719;6,80;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
PNSUT;GUCLU AL;;87,7;23,8;30,0;33,9;0;0;zayif;37,3;66,6;78,3;yukari;guclu;yukselis;yukari;1,64;1,82;0;12,34;2,15;96075970;10,56;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
BAHKM;GUCLU AL;;87,5;35,0;30,0;22,5;10;1;guclu trend;45,8;58,7;76,1;yukari;guclu;yukselis;yukari;0,85;1,75;2;154,2;-6,09;199032108;138,64;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;09.09.2026
ALTNY;AL;;87,4;29,7;25,4;32,3;0;0;ilimli;16,4;56,7;69,3;yukari;guclu;yukselis;yukari;1,38;1,24;1;18,14;-0,22;775085448;16,42;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;4;09.09.2026
KZGYO;GUCLU AL;;87,4;30,0;22,4;35,0;35;0;zayif;31,7;87,2;91,5;yukari;guclu;yukselis;yukari;2,45;6,48;0;28,9;9,97;164067294;24,06;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;09.09.2026
RALYH;izle;;86,7;31,5;26,0;29,2;42;3;guclu trend;20,9;61,9;45,1;yukari;guclu;yukselis;yukari;0,96;2,12;2;278,25;1,64;554878359;243,30;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
AKCNS;AL;;86,6;29,8;26,4;30,3;16;1;ilimli;16,7;55,8;48,7;yukari;zayif;yukselis;yukari;1,02;1,56;3;245,8;-1,48;77277308;233,16;AL;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;4;09.09.2026
RYSAS;GUCLU AL;;86,1;35,0;30,0;21,1;0;0;guclu trend;35,7;58,3;77,8;yukari;guclu;yukselis;yukari;0,33;1,82;1;27,4;-2,49;159858450;24,77;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;09.09.2026
MANAS;GUCLU AL;;85,2;35,0;30,0;20,2;0;0;guclu trend;30,7;56,3;78,5;yukari;guclu;yukselis;yukari;0,27;1,58;1;35,52;-9,98;249165092;33,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;09.09.2026
BVSAN;GUCLU AL;EVET;84,4;21,2;28,3;35,0;28;0;zayif;20,1;75,4;77,6;yukari;guclu;yukselis;yukari;6,00;4,37;2;133,8;9,94;674972431;113,48;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
TURGG;GUCLU AL;;84,4;26,2;28,9;29,3;22;2;zayif;36,7;60,2;73,3;yukari;guclu;yukselis;yukari;1,14;1,02;1;30;-4,76;40592910;25,81;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
AKFYE;AL;EVET;84,1;22,1;30,0;32,0;10;0;ilimli;14,7;68,8;71,3;yukari;guclu;yukselis;yukari;2,86;2,63;0;26,5;9,96;595343753;21,80;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
ATSYH;izle;;83,8;29,6;30,0;24,2;42;3;ilimli;16,2;56,6;65,5;yukari;guclu;yukselis;yukari;0,61;2,57;1;128,9;-0,85;3621317;114,03;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;09.09.2026
YKSLN;AL;;83,8;21,0;27,8;35,0;28;0;zayif;19,7;76,3;70,7;yukari;guclu;yukselis;yukari;3,59;3,83;1;3,48;9,78;153206481;2,87;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
KUVVA;izle;;83,7;30,4;23,2;30,0;42;3;guclu trend;31,2;53,9;38,1;yukari;guclu;yukselis;yukari;1,20;1,16;4;181,5;3,71;48182805;163,41;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;09.09.2026
EUKYO;GUCLU AL;;83,3;35,0;24,1;24,2;0;0;guclu trend;44,5;58,4;45,7;yukari;guclu;yukselis;yukari;0,65;1,80;1;13,74;0,66;8823691;12,26;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;4;09.09.2026
AKSGY;GUCLU AL;EVET;83,0;31,8;21,8;29,4;16;1;guclu trend;21,7;55,9;57,4;yukari;guclu;yukselis;yukari;0,97;1,13;3;10,01;1,42;57852385;9,55;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;09.09.2026
BRSAN;GUCLU AL;;82,8;35,0;24,3;23,5;16;0;guclu trend;34,1;59,5;49,0;yukari;guclu;yukselis;yukari;0,63;2,66;3;715,5;-1,78;1229133839;641,87;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;09.09.2026
PETUN;GUCLU AL;;82,4;25,9;27,9;28,6;0;0;zayif;44,7;61,4;76,1;yukari;guclu;yukselis;yukari;0,99;1,08;0;12,09;0,42;40732080;10,87;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;09.09.2026
IEYHO;izle;;82,3;35,0;22,0;25,3;43;0;guclu trend;88,1;94,6;100,0;yukari;guclu;yukselis;yukari;0,72;11,86;0;221,8;0,86;180050142;211,03;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;PAHALI (SAT);5;09.09.2026
NETAS;GUCLU AL;;82,1;35,0;25,0;22,1;10;0;guclu trend;46,3;63,0;64,7;yukari;guclu;yukselis;yukari;0,61;2,99;2;100,4;5,63;171449666;83,84;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;09.09.2026
SELEC;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;49,8;92,0;88,7;yukari;guclu;yukselis;yukari;0,37;7,51;0;390;4,00;819940680;331,83;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;09.09.2026
TRHOL;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;59,7;96,5;100,0;yukari;guclu;yukselis;yukari;0,40;8,23;0;3850;2,74;579240200;3175,62;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;09.09.2026
VBTYZ;GUCLU AL;;81,8;35,0;24,4;22,4;10;1;guclu trend;33,7;54,5;65,2;yukari;guclu;yukselis;yukari;0,53;1,63;1;36,86;-2,74;60361641;32,80;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;09.09.2026
OZSUB;GUCLU AL;;81,5;33,0;26,0;22,5;16;1;guclu trend;24,9;54,8;43,9;yukari;guclu;yukselis;yukari;0,72;1,49;3;42;2,84;112814436;37,97;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;09.09.2026
SAHOL;izle;;81,1;23,6;28,8;28,8;32;3;zayif;19,5;66,6;61,5;yukari;guclu;yukselis;yukari;1,30;1,75;2;96,05;-0,47;4816240817;89,95;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
AVOD;GUCLU AL;;81,1;27,4;27,6;26,0;0;0;zayif;40,0;57,2;74,5;yukari;guclu;yukselis;yukari;1,14;0,80;2;4,31;-4,22;55646087;3,92;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;09.09.2026
ETILR;AL;;81,0;29,0;22,3;29,7;6;0;ilimli;14,6;51,3;49,7;yukari;zayif;zayif;yukari;1,60;0,35;3;6,01;-7,82;74937867;5,10;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;4;09.09.2026
TRMET;GUCLU AL;;80,9;31,1;26,0;23,7;0;0;guclu trend;20,0;56,7;62,8;yukari;guclu;yukselis;yukari;0,69;1,71;1;142;0,50;608730144;128,36;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;09.09.2026
OZYSR;GUCLU AL;EVET;80,9;24,8;24,2;31,8;0;0;ilimli;21,9;56,4;42,2;yukari;zayif;yukselis;yukari;1,38;0,79;1;12,99;1,33;49067348;11,14;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;09.09.2026
KONYA;AL;;80,5;20,0;28,3;32,2;10;1;zayif;32,2;61,5;75,0;yukari;guclu;yukselis;yukari;2,02;1,44;1;4032,5;-0,74;131007860;3704,36;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
TEHOL;GUCLU AL;;80,3;30,4;28,9;21,0;10;1;guclu trend;45,3;58,1;77,8;yukari;guclu;yukselis;yukari;0,66;1,92;0;47;0,86;2014025294;39,01;AL;POZITIF;SAT;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
OFSYM;GUCLU AL;;80,3;35,0;23,4;21,9;0;0;guclu trend;47,7;53,0;60,0;yukari;guclu;yukselis;yukari;0,62;1,04;2;65;-3,42;101362625;58,06;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;09.09.2026
TDGYO;AL;EVET;80,3;17,3;30,0;33,0;10;1;zayif;23,0;67,0;83,5;yukari;guclu;yukselis;yukari;9,43;1,81;1;18,08;7,17;197161351;16,24;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;09.09.2026
SISE;GUCLU AL;;80,2;21,9;29,4;28,8;12;0;zayif;24,1;66,0;73,9;yukari;guclu;yukselis;yukari;3,64;1,83;2;44,86;-2,10;13755178659;40,91;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
CATES;GUCLU AL;;80,1;35,0;24,0;21,0;10;0;guclu trend;43,7;58,5;64,8;yukari;guclu;yukselis;yukari;0,60;2,37;2;65,3;3,65;145350682;60,79;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;09.09.2026
TRALT;AL;;79,9;29,7;25,3;24,9;10;1;ilimli;16,3;57,0;61,6;yukari;guclu;yukselis;yukari;0,79;1,47;2;53,9;1,70;4521353852;48,12;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;3;09.09.2026
FLAP;GUCLU AL;;79,7;25,0;29,9;24,8;0;0;zayif;33,2;65,5;71,0;yukari;guclu;yukselis;yukari;1,01;1,45;0;12;1,35;13667244;9,83;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
TKFEN;GUCLU AL;;79,7;34,3;26,0;19,3;0;0;guclu trend;28,3;53,0;42,1;yukari;guclu;yukselis;yukari;1,20;1,71;2;210;-2,82;1595208720;197,64;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;09.09.2026
AKBNK;AL;;79,3;22,4;26,7;30,2;8;0;zayif;19,6;57,5;51,5;yukari;guclu;yukselis;yukari;2,22;0,98;2;72,95;-2,67;26995410850;67,48;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;SAT;NOTR;3;09.09.2026
RYGYO;GUCLU AL;;79,1;35,0;24,1;20,0;0;0;guclu trend;44,1;55,6;71,6;yukari;guclu;yukselis;yukari;0,43;1,92;1;45,62;-1,89;65339792;43,73;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;09.09.2026
EGGUB;AL;;78,9;29,7;25,4;23,8;0;0;ilimli;18,7;57,4;68,1;yukari;guclu;yukselis;yukari;0,58;1,29;2;108,8;0,09;52672365;100,13;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;09.09.2026
ISCTR;GUCLU AL;;78,7;18,5;29,1;31,1;12;0;zayif;26,9;65,4;66,5;yukari;guclu;yukselis;yukari;2,86;1,81;2;13,92;-3,00;29442538469;12,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;09.09.2026
OZATD;izle;;78,4;35,0;22,4;21,0;48;2;guclu trend;43,1;61,3;92,1;yukari;guclu;yukselis;yukari;0,56;3,93;3;4522,5;-0,82;1478328368;4260,49;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);3;09.09.2026
ISMEN;AL;;78,2;13,2;30,0;35,0;0;0;zayif;25,5;66,2;80,3;yukari;guclu;yukselis;yukari;1,90;2,00;2;37,38;1,85;570298287;32,52;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
DZGYO;GUCLU AL;EVET;78,0;18,5;28,5;31,0;0;0;zayif;21,8;65,5;77,5;yukari;guclu;yukselis;yukari;2,40;1,70;1;8;7,10;40958336;6,88;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;09.09.2026
ORGE;GUCLU AL;;77,7;32,7;25,1;19,8;22;2;guclu trend;24,1;56,7;55,6;yukari;guclu;yukselis;yukari;0,53;1,24;2;23,4;0,26;85411755;20,44;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;09.09.2026
SASA;AL;;77,7;14,7;30,0;33,0;22;0;zayif;18,9;66,4;85,5;yukari;guclu;yukselis;yukari;3,65;2,28;1;2,73;-1,09;30330128556;2,45;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
ADGYO;AL;;77,1;30,5;24,4;22,2;10;0;ilimli;18,3;53,6;52,6;yukari;guclu;yukselis;yukari;0,77;0,86;4;59;-0,42;49170423;54,81;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;3;09.09.2026
GARAN;AL;;76,5;18,5;25,3;32,6;22;2;zayif;17,1;57,0;71,3;yukari;guclu;yukselis;yukari;1,64;0,85;2;134,3;-1,25;7802115927;125,31;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
MEPET;AL;EVET;76,0;21,2;28,1;26,7;0;0;ilimli;12,9;59,5;57,8;yukari;guclu;yukselis;yukari;1,97;0,84;2;21,82;8,67;16696839;17,93;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;09.09.2026
MPARK;AL;EVET;75,7;21,7;20,7;33,3;0;0;ilimli;19,8;55,9;45,2;yukari;guclu;yukselis;yukari;1,27;0,63;2;434,75;1,81;317464884;410,98;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;09.09.2026
HATSN;izle;;75,5;27,0;22,5;26,0;6;0;guclu trend;30,0;51,1;67,7;asagi;guclu;yukselis;yukari;2,25;0,73;3;65,95;-9,16;1322255226;78,27;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;09.09.2026
