hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
BIMAS;GUCLU AL;;87,5;30,0;25,7;31,7;10;1;guclu trend;26,7;55,0;63,1;yukari;guclu;yukselis;yukari;1,14;1,38;2;419,75;0,42;4627202273;402,48;SAT;POZITIF;SAT;POZITIF;AZALIYOR;SAT;AL;NOTR;3;18.09.2026
BAHKM;GUCLU AL;;86,2;35,0;26,0;25,2;20;1;guclu trend;41,4;62,1;69,7;yukari;guclu;yukselis;yukari;0,98;2,31;1;178,8;5,18;385957859;146,75;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;18.09.2026
AYGAZ;izle;;84,8;35,0;26,0;23,8;40;4;guclu trend;37,5;54,2;66,7;yukari;guclu;yukselis;yukari;0,74;1,72;2;324,25;1,33;318816219;299,67;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;18.09.2026
RYGYO;izle;;84,0;27,0;26,0;31,0;6;0;guclu trend;30,7;58,6;51,2;asagi;guclu;yukselis;yukari;1,96;1,74;3;46,6;8,52;332342393;50,89;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;18.09.2026
SOKM;AL;;82,3;28,9;25,8;27,6;22;2;ilimli;18,5;55,9;77,2;yukari;guclu;yukselis;yukari;0,92;1,41;2;58,8;2,89;238838779;54,83;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;AL;NOTR;3;18.09.2026
DEVA;GUCLU AL;;81,2;35,0;24,5;21,7;10;0;guclu trend;44,7;60,0;65,6;yukari;guclu;yukselis;yukari;0,71;2,72;2;99,1;-0,80;67422883;91,73;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;18.09.2026
BMSTL;GUCLU AL;;79,2;32,1;28,6;18,5;0;0;guclu trend;22,7;56,6;67,2;yukari;guclu;yukselis;yukari;1,04;0,90;0;47,28;-2,31;171529949;43,46;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;18.09.2026
EFOR;izle;;79,0;20,0;28,4;30,6;0;0;ilimli;12,0;52,7;50,5;asagi;guclu;yukselis;yukari;1,73;0,80;2;19,4;6,65;2762160166;20,83;AL;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;18.09.2026
INVES;izle;;78,4;20,9;25,5;32,0;0;0;ilimli;18,5;56,3;35,5;asagi;guclu;yukselis;yukari;1,56;1,29;2;795;1,66;99756600;846,10;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;18.09.2026
LOGO;AL;EVET;76,4;12,3;29,1;35,0;18;1;zayif;17,2;58,1;61,5;yukari;guclu;yukselis;yukari;1,50;1,11;1;143,5;3,68;137478166;121,32;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;18.09.2026
HUNER;izle;;76,3;31,2;22,4;22,8;40;5;guclu trend;20,2;51,0;60,0;yukari;guclu;yukselis;yukari;0,67;0,46;2;3,88;-3,48;158851146;3,50;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;18.09.2026
DMRGD;izle;;75,2;24,0;25,3;26,0;12;0;guclu trend;22,2;51,2;61,4;asagi;guclu;zayif;yukari;2,62;0,22;1;11,14;-6,23;1328566883;11,92;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;18.09.2026
DMLKT;GUCLU AL;;75,2;35,0;23,8;16,4;10;0;guclu trend;37,5;57,0;62,3;yukari;guclu;yukselis;yukari;0,69;2,19;2;6,98;-0,57;34031597;6,62;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;18.09.2026
ALBRK;izle;;74,6;20,5;23,5;30,6;0;0;guclu trend;28,9;51,1;59,5;asagi;guclu;yukselis;yukari;1,18;0,44;2;8,72;2,11;197217118;9,13;SAT;POZITIF;SAT;POZITIF;AZALIYOR;SAT;AL;NOTR;3;18.09.2026
YKSLN;izle;;73,0;27,0;30,0;16,0;0;0;guclu trend;34,7;54,4;86,2;asagi;guclu;yukselis;yukari;0,02;1,61;0;3,72;-9,93;1109657;4,67;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;18.09.2026
MARTI;izle;;72,8;27,0;29,8;16,0;0;0;guclu trend;57,1;53,8;83,9;asagi;guclu;yukselis;yukari;0,00;1,42;1;2,23;-9,72;805574;2,97;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;18.09.2026
FLAP;AL;;71,9;34,5;22,7;14,8;0;0;guclu trend;38,3;53,1;64,0;yukari;guclu;yukselis;yukari;0,97;0,50;1;11,75;3,07;16855446;10,92;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;18.09.2026
HALKB;AL;;71,8;32,8;24,0;15,0;10;1;guclu trend;24,4;55,0;32,5;yukari;guclu;yukselis;yukari;0,51;1,40;2;46,52;-2,68;1599002559;44,37;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;18.09.2026
MRGYO;izle;;71,4;27,0;28,4;16,0;0;0;guclu trend;47,7;50,7;81,2;asagi;guclu;yukselis;yukari;0,01;0,80;0;1,73;-9,90;1750461;2,23;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;18.09.2026
TRMET;izle;;71,0;20,9;21,2;28,9;0;0;zayif;18,4;45,3;56,8;asagi;guclu;zayif;yukari;1,26;-0,31;2;130,5;-1,14;895295250;146,21;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
KGYO;AL;EVET;70,4;28,8;23,3;18,2;16;1;ilimli;18,0;50,8;34,5;yukari;guclu;yukselis;yukari;0,56;0,36;3;11,79;3,60;124323322;10,80;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;18.09.2026
KRPLS;AL;;70,3;35,0;22,9;12,4;28;2;guclu trend;43,5;51,9;61,7;yukari;guclu;yukselis;yukari;0,96;0,86;3;11,5;-3,20;78623568;11,28;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;18.09.2026
KCHOL;izle;;68,9;22,4;21,9;24,5;28;2;guclu trend;30,4;49,9;73,9;asagi;guclu;yukselis;yukari;1,37;0,63;3;214,7;-1,83;9672743839;229,66;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
TRENJ;izle;;68,8;28,7;20,9;19,2;50;5;ilimli;17,3;48,2;57,0;yukari;guclu;yukselis;yukari;1,03;0,30;4;102,4;-1,35;166517862;98,12;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
ORGE;AL;;67,1;29,1;20,7;17,4;28;2;ilimli;19,9;47,1;30,6;yukari;guclu;zayif;yukari;0,98;0,08;3;22,2;-0,72;103066408;20,44;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;18.09.2026
TRHOL;izle;;66,4;27,0;23,4;16,0;0;0;guclu trend;61,6;49,7;97,1;asagi;guclu;yukselis;yukari;0,05;1,93;0;3282,5;-9,95;40404293;4085,52;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);1;18.09.2026
TRALT;izle;;66,1;20,6;22,3;23,3;10;1;zayif;16,1;47,9;58,3;asagi;guclu;zayif;yukari;0,90;-0,08;2;50,2;1,29;4507248817;56,70;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
YGGYO;izle;;66,0;13,5;21,5;31,0;0;0;zayif;15,5;48,4;43,1;asagi;guclu;zayif;yukari;2,35;-0,34;2;221,4;2,36;71919797;236,77;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
TRCAS;AL;;65,0;29,3;21,1;14,7;0;0;guclu trend;21,4;47,7;58,3;yukari;guclu;yukselis;yukari;0,60;0,28;1;46,96;-0,38;27090050;45,06;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;18.09.2026
AKFIS;izle;;64,0;21,6;16,9;25,6;6;0;guclu trend;23,7;44,9;30,9;asagi;guclu;zayif;yukari;1,27;-0,22;3;15,34;9,96;383747894;17,46;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;PAHALI (SAT);1;18.09.2026
RYSAS;izle;;63,8;22,0;15,8;26,0;10;1;guclu trend;26,5;42,6;45,6;asagi;guclu;zayif;yukari;1,89;-0,35;2;24,18;1,60;949623534;28,46;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;18.09.2026
ALARK;izle;;63,7;21,9;20,4;21,3;10;1;guclu trend;25,9;47,2;75,7;asagi;guclu;zayif;yukari;0,71;0,07;2;107,8;-1,55;354026735;117,47;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
AVGYO;izle;;63,1;20,5;23,6;19,1;40;5;ilimli;15,5;51,5;47,1;asagi;guclu;yukselis;yukari;1,19;0,46;2;16,42;5,05;36159402;18,21;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;18.09.2026
VAKBN;izle;;61,1;20,1;21,3;19,7;0;0;guclu trend;25,2;50,0;65,1;asagi;guclu;yukselis;yukari;0,69;0,30;2;33,1;0,30;2074764204;38,36;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;18.09.2026
OFSYM;izle;;60,7;24,9;16,9;18,8;20;1;guclu trend;38,3;44,4;55,8;yukari;guclu;yukselis;yukari;0,53;-0,26;5;60,9;-3,94;65953056;58,06;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
EBEBK;izle;;60,6;21,9;18,8;19,9;0;0;zayif;16,8;46,5;46,0;asagi;guclu;zayif;yukari;0,60;-0,35;2;80,55;-2,66;33097673;87,54;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;18.09.2026
TOASO;izle;;59,3;16,7;27,0;15,6;10;1;ilimli;19,9;52,8;58,4;yukari;guclu;yukselis;asagi;1,02;0,21;0;284,5;-0,87;1084649991;263,78;AL;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;18.09.2026
KRDMD;izle;;59,3;21,3;23,3;14,6;46;4;guclu trend;21,5;49,1;39,2;asagi;guclu;zayif;yukari;0,75;0,35;3;44,02;-0,14;1805357704;48,15;SAT;NEGATIF;SAT;POZITIF;AZALIYOR;SAT;AL;NOTR;2;18.09.2026
ANSGR;izle;;57,8;8,5;25,3;24,0;0;0;zayif;18,6;51,3;63,0;asagi;guclu;zayif;asagi;1,80;-0,25;2;27,1;2,96;226230800;28,02;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;18.09.2026
TTRAK;izle;;57,2;9,7;22,4;25,1;6;0;zayif;24,7;50,8;40,0;yukari;guclu;zayif;asagi;1,36;-0,05;3;427,25;1,97;55361346;409,40;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;AL;UCUZ (AL);2;18.09.2026
SKYMD;izle;;57,2;29,1;16,2;12,0;16;1;guclu trend;28,4;43,4;65,3;yukari;guclu;zayif;yukari;0,88;-0,42;3;14,7;-2,52;47885059;14,07;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
BRSAN;izle;;56,4;22,0;23,0;11,3;6;0;guclu trend;26,7;45,9;38,9;asagi;guclu;yukselis;yukari;0,59;0,22;3;655,5;-1,58;882559301;709,48;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
PETKM;izle;;55,9;24,4;21,4;10,0;10;1;guclu trend;23,4;49,4;39,5;asagi;guclu;yukselis;yukari;0,82;0,27;2;21,44;-0,46;1986366945;25,35;SAT;NEGATIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;18.09.2026
EUKYO;izle;;54,4;27,0;11,0;16,4;0;0;guclu trend;45,6;36,8;54,7;asagi;zayif;zayif;yukari;0,40;-0,63;1;12,51;-10,00;4751974;15,49;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;18.09.2026
ALTIN;izle;;54,4;11,3;24,1;18,9;0;0;zayif;15,9;53,7;55,5;asagi;guclu;yukselis;asagi;0,92;0,70;1;75,07;1,08;1278941916;77,86;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);4;18.09.2026
AVPGY;izle;;54,3;19,6;20,9;13,7;0;0;zayif;27,2;48,4;45,6;yukari;guclu;zayif;asagi;1,44;-0,12;2;54,1;-1,73;61515920;51,57;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;18.09.2026
GUBRF;izle;;53,9;15,4;18,2;20,3;22;2;zayif;29,5;43,9;45,4;asagi;guclu;zayif;asagi;1,30;-0,83;2;443,5;3,32;2211570849;485,59;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
SANKO;izle;;53,7;15,0;21,2;17,6;6;0;zayif;36,9;43,7;74,7;yukari;guclu;zayif;asagi;1,21;-0,86;3;19,02;-5,84;12205514;18,50;AL;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;18.09.2026
CRFSA;izle;;53,1;22,4;22,6;8,0;50;4;guclu trend;36,8;45,0;44,6;asagi;guclu;yukselis;yukari;0,44;0,06;4;237,5;-4,58;266236313;305,34;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
UNLU;izle;;52,7;15,0;27,7;10,0;6;0;zayif;31,3;58,4;40,0;yukari;guclu;yukselis;asagi;4,37;0,50;3;11,59;9,96;119131895;9,82;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;18.09.2026
OZSUB;izle;;51,3;21,1;13,5;16,6;16;1;guclu trend;20,2;38,9;13,6;asagi;guclu;zayif;yukari;1,16;-0,40;3;37,42;-2,30;113279957;45,04;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
ENJSA;izle;;50,5;26,4;15,3;8,8;38;3;zayif;20,2;43,7;47,6;yukari;guclu;zayif;asagi;0,90;-0,71;3;108;-3,14;434391768;106,65;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
YKBNK;izle;;49,7;8,8;23,3;17,5;0;0;ilimli;18,6;52,3;53,7;asagi;guclu;yukselis;yukari;1,02;0,35;2;36,24;2,60;9602978194;37,23;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;AL;NOTR;3;18.09.2026
ZRGYO;izle;;49,5;16,5;17,5;15,5;40;4;zayif;21,0;43,7;45,5;yukari;guclu;zayif;asagi;4,95;-0,35;2;18,97;-4,72;168166868;18,80;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;UCUZ (AL);1;18.09.2026
ASELS;izle;;48,7;20,9;21,4;6,4;0;0;zayif;18,8;45,6;39,9;asagi;guclu;zayif;asagi;0,75;-0,48;2;372,75;-1,84;8930332945;413,49;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
TAVHL;izle;;48,4;1,8;23,2;23,4;46;5;zayif;12,8;53,6;47,8;asagi;guclu;zayif;asagi;1,17;0,32;3;276,25;0,91;1268917358;279,10;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;18.09.2026
AGESA;izle;;47,5;20,3;17,5;9,7;10;0;zayif;26,9;42,8;57,6;asagi;guclu;zayif;asagi;0,96;-0,72;4;240,5;-0,21;51128857;262,88;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;18.09.2026
HRKET;izle;;46,8;8,6;20,2;18,0;6;0;zayif;18,2;46,8;43,2;asagi;zayif;zayif;asagi;1,61;-0,77;3;88;-1,68;312382048;97,81;AL;NEGATIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;3;18.09.2026
NETAS;izle;;46,7;22,4;16,3;8,0;6;0;guclu trend;40,2;42,9;67,6;asagi;guclu;yukselis;yukari;0,66;-0,15;3;81,45;-3,21;127494744;108,15;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
GSDDE;izle;;46,0;31,3;14,6;0,0;0;0;zayif;20,6;43,9;36,7;yukari;guclu;zayif;asagi;0,70;-0,64;1;12,75;-5,42;45899286;12,38;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;18.09.2026
KONYA;izle;;44,6;20,0;20,9;3,7;10;1;zayif;32,4;46,9;60,8;yukari;guclu;zayif;asagi;0,65;-0,18;1;3852,5;-3,14;55591575;3764,83;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;18.09.2026
EGEEN;izle;;44,5;11,3;23,2;10,0;0;0;zayif;28,1;45,4;62,6;asagi;guclu;zayif;asagi;1,39;-0,72;2;5235;-9,97;218603130;6716,05;AL;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;UCUZ (AL);3;18.09.2026
TURSG;izle;;44,4;6,8;20,1;17,4;0;0;zayif;15,8;48,6;61,4;asagi;guclu;zayif;asagi;1,02;-0,47;2;6,14;2,33;528270895;6,53;SAT;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;AL;NOTR;2;18.09.2026
KRGYO;izle;;43,7;17,3;18,5;8,0;0;0;guclu trend;42,9;44,1;56,0;asagi;guclu;yukselis;yukari;0,66;-0,06;1;2,99;-9,94;50004389;3,86;SAT;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;1;18.09.2026
ATATP;izle;;43,7;22,4;7,7;13,5;32;2;guclu trend;30,8;36,9;27,1;asagi;zayif;zayif;yukari;1,03;-1,00;4;250;-5,66;277775000;308,73;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
BIGEN;izle;;43,5;21,8;5,7;16,0;0;0;guclu trend;25,6;38,7;68,5;asagi;zayif;zayif;yukari;0,01;-1,06;0;114,5;-9,98;4210967;155,55;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;PAHALI (SAT);0;18.09.2026
SONME;izle;;42,9;20,0;14,2;8,7;6;0;zayif;31,0;40,0;37,9;yukari;guclu;zayif;asagi;1,21;-0,64;3;129,6;-0,15;5568264;126,44;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;2;18.09.2026
AKBNK;izle;;42,7;8,9;22,5;11,3;38;3;zayif;19,2;49,8;50,7;asagi;guclu;yukselis;asagi;1,07;0,01;3;70,7;-1,19;14942018608;74,93;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
ECOGR;izle;;41,6;20,1;13,5;8,0;10;1;zayif;15,4;39,8;64,4;yukari;zayif;zayif;asagi;0,49;-1,46;2;33,26;-5,51;104189378;32,54;AL;NEGATIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;18.09.2026
OZATD;izle;;41,5;22,4;3,1;16,0;28;2;guclu trend;32,0;32,1;69,1;asagi;zayif;zayif;yukari;0,00;-1,09;3;3632,5;-9,98;1078853;4496,96;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);0;18.09.2026
TNZTP;izle;;40,5;19,0;11,6;9,8;32;3;zayif;17,9;38,4;41,7;asagi;guclu;zayif;asagi;1,29;-0,85;2;27;-4,05;167757669;32,10;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
ZOREN;izle;;40,4;15,0;17,4;8,0;0;0;zayif;39,8;42,3;47,2;yukari;guclu;zayif;asagi;0,68;-1,35;1;2,29;-6,53;161009616;2,20;AL;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;UCUZ (AL);2;18.09.2026
IEYHO;izle;;40,3;22,4;1,8;16,0;0;0;guclu trend;77,3;29,2;99,2;asagi;zayif;zayif;yukari;0,14;-2,54;0;167,7;-9,98;45600649;193,08;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);0;18.09.2026
ARSAN;izle;;40,2;17,3;13,3;9,7;0;0;zayif;26,6;40,9;35,8;asagi;guclu;zayif;asagi;0,80;-0,77;2;3,59;-6,02;81067506;4,29;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
AGYO;izle;;40,2;0,6;26,1;13,5;10;1;zayif;16,7;51,1;46,4;asagi;guclu;zayif;asagi;1,35;-0,17;2;7,53;-0,13;3448123;7,83;AL;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;18.09.2026
EGGUB;izle;;40,1;12,1;15,6;12,4;0;0;zayif;20,0;43,2;45,1;asagi;guclu;zayif;asagi;0,64;-0,71;1;101,5;-0,88;41713760;113,81;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;18.09.2026
CCOLA;izle;;39,8;14,2;22,3;3,3;0;0;zayif;21,1;48,9;60,9;asagi;guclu;zayif;asagi;0,72;-0,52;2;80;-0,50;344386400;84,19;AL;NEGATIF;SAT;POZITIF;AZALIYOR;AL;AL;NOTR;4;18.09.2026
ETILR;izle;;39,7;27,6;10,7;1,3;0;0;zayif;15,4;42,7;59,2;yukari;zayif;zayif;asagi;0,77;-0,85;2;5,55;-3,48;36372474;5,30;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
INDES;izle;;39,5;20,4;8,0;11,1;40;4;zayif;26,1;36,6;44,2;asagi;guclu;zayif;asagi;0,58;-1,50;2;10,49;-3,05;40904276;11,96;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
CANTE;izle;;38,7;10,4;14,8;13,4;0;0;zayif;30,2;43,6;45,6;yukari;guclu;zayif;asagi;0,83;-1,02;2;1,23;-1,60;489865544;1,23;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;UCUZ (AL);0;18.09.2026
ISMEN;izle;;38,6;9,4;17,9;11,3;6;0;zayif;22,1;46,9;60,2;yukari;guclu;zayif;asagi;1,06;-0,82;3;33,68;-3,00;293083528;32,52;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;AL;UCUZ (AL);1;18.09.2026
DURDO;izle;;38,2;17,2;7,2;13,7;46;4;zayif;20,2;34,1;36,9;asagi;zayif;zayif;asagi;1,70;-1,93;3;4,7;-5,62;18868728;5,27;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;18.09.2026
ATLAS;izle;;37,7;1,8;17,9;18,0;8;0;zayif;25,4;46,9;46,9;asagi;zayif;zayif;asagi;3,27;-1,03;0;6,23;9,88;22630867;7,36;AL;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;18.09.2026
GARAN;izle;;37,1;1,0;21,9;14,2;46;4;zayif;18,7;48,5;65,4;asagi;guclu;zayif;asagi;1,16;-0,25;3;129,9;-1,96;5915570658;136,38;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;NOTR;1;18.09.2026
MTRYO;izle;;36,8;1,2;17,6;18,0;16;1;zayif;20,5;47,8;47,2;asagi;guclu;zayif;asagi;3,90;-0,78;3;8,73;9,95;9153056;9,34;SAT;NEGATIF;SAT;POZITIF;ARTIYOR;SAT;AL;NOTR;2;18.09.2026
