sinyal;hisse;kapanis;degisim%;st_cizgisi;islem_hacmi_tl;tarih
AL;AKFYE;26,5;9,96;21,80;595343753;09.09.2026
AL;HLGYO;4,68;2,86;4,16;376669931;09.09.2026
AL;ARCLK;95,4;0,42;89,48;238918997;09.09.2026
AL;RUZYE;9,85;7,18;7,82;171002215;09.09.2026
AL;OZYSR;12,99;1,33;11,14;49067348;09.09.2026
AL;NUHCM;222,8;3,15;204,30;36172917;09.09.2026
AL;BIZIM;26,1;4,07;23,23;26539811;09.09.2026
SAT;BALAT;69,5;-9,92;81,88;3815203;09.09.2026
