sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
1;ENERY;GÜÇLÜ AL;98;orta (36);3,2;4/6;pozitif;notr;notr;20,00;2
2;ISDMR;GÜÇLÜ AL;98;düşük (8);3,4;4/6;notr;notr;notr;68,20;0
3;TKFEN;GÜÇLÜ AL;97;düşük (10);9,8;5/6;negatif;yok;notr;160,00;3
4;CEOEM;GÜÇLÜ AL;96;düşük (10);7,9;5/6;pozitif;pozitif;yok;;0
5;AHGAZ;GÜÇLÜ AL;94;orta (28);1,6;4/6;pozitif;notr;notr;65,00;2
6;AGHOL;GÜÇLÜ AL;94;düşük (0);6,0;5/6;notr;notr;pozitif;50,40;0
7;CELHA;GÜÇLÜ AL;88;düşük (0);17,8;4/6;negatif;notr;yok;;0
8;BIMAS;GÜÇLÜ AL;87;düşük (10);4,2;3/6;notr;pozitif;pozitif;501,75;3
9;BAHKM;GÜÇLÜ AL;86;düşük (20);13,0;3/6;negatif;notr;yok;;0
10;DEVA;GÜÇLÜ AL;81;düşük (10);10,3;4/6;notr;pozitif;yok;;0
11;BMSTL;GÜÇLÜ AL;79;düşük (0);12,1;5/6;negatif;pozitif;yok;;0
12;DMLKT;GÜÇLÜ AL;75;düşük (10);4,3;3/6;yok;yok;pozitif;33,43;3
13;BOSSA;AL;90;düşük (0);5,6;5/6;notr;negatif;yok;;0
14;MPARK;AL;89;düşük (0);4,4;5/6;notr;notr;pozitif;676,75;0
15;SOKM;AL;82;orta (22);5,3;3/6;negatif;notr;pozitif;85,11;1
16;LOGO;AL;76;düşük (18);1,4;5/6;pozitif;pozitif;pozitif;236,00;0
17;FLAP;AL;72;düşük (0);18,6;3/6;notr;notr;yok;;0
18;HALKB;AL;72;düşük (10);16,8;3/6;notr;notr;notr;47,34;8
19;KGYO;AL;70;düşük (16);18,7;2/6;negatif;notr;yok;;0
20;KRPLS;AL;70;orta (28);30,3;3/6;negatif;yok;yok;;0
21;ORGE;AL;67;orta (28);12,6;0/6;pozitif;notr;pozitif;112,00;2
22;TRCAS;AL;65;düşük (0);8,0;0/6;pozitif;negatif;yok;;1
23;TUPRS;İZLE;88;yüksek (42);1,4;3/6;pozitif;pozitif;pozitif;366,18;1
24;AYGAZ;İZLE;85;orta (40);6,9;3/6;pozitif;pozitif;pozitif;337,67;0
25;HUNER;İZLE;76;orta (40);7,7;2/6;negatif;negatif;yok;;0
26;TRENJ;İZLE;69;yüksek (50);10,4;1/6;pozitif;pozitif;notr;218,70;0
27;OFSYM;İZLE;61;düşük (20);17,2;1/6;notr;notr;notr;69,30;0
28;TOASO;İZLE;59;düşük (10);18,7;3/6;notr;pozitif;pozitif;456,00;2
29;TTRAK;İZLE;57;düşük (6);7,0;2/6;negatif;notr;notr;592,39;0
30;SKYMD;İZLE;57;düşük (16);22,2;0/6;negatif;negatif;yok;;2
31;AVPGY;İZLE;54;düşük (0);14,9;2/6;pozitif;notr;pozitif;95,17;1
32;SANKO;İZLE;54;düşük (6);21,8;2/6;notr;notr;yok;;0
33;UNLU;İZLE;53;düşük (6);29,2;6/6;negatif;notr;yok;;2
34;ENJSA;İZLE;50;orta (38);10,7;1/6;notr;notr;notr;158,36;1
