hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
VAKBN;GUCLU AL;;93,0;35,0;30,0;28,0;6;0;guclu trend;31,2;58,6;67,7;yukari;guclu;yukselis;yukari;0,98;1,91;3;35,74;-6,14;2762718834;31,66;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
ENERY;GUCLU AL;;92,9;35,0;24,2;33,7;35;0;guclu trend;47,0;83,6;95,0;yukari;guclu;yukselis;yukari;1,22;6,23;0;12,4;1,81;733716333;11,00;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
AYGAZ;izle;;92,6;35,0;26,0;31,6;56;4;guclu trend;43,8;61,9;72,6;yukari;guclu;yukselis;yukari;1,11;2,98;3;335;2,21;513990165;299,67;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;14.09.2026
EUKYO;GUCLU AL;;92,4;35,0;30,0;27,4;10;0;guclu trend;46,0;67,1;51,1;yukari;guclu;yukselis;yukari;0,85;2,53;0;14,4;1,48;12581280;12,46;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);6;14.09.2026
ETILR;AL;;92,4;29,8;29,6;32,9;0;0;ilimli;16,7;57,5;58,9;yukari;guclu;yukselis;yukari;1,28;1,35;1;6,48;2,05;67642919;5,30;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;14.09.2026
ALKLC;GUCLU AL;;92,0;35,0;22,0;35,0;35;0;guclu trend;69,2;91,6;70,6;yukari;guclu;yukselis;yukari;1,48;6,12;0;510;1,49;1920758430;454,30;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
IEYHO;izle;;92,0;35,0;22,0;35,0;43;0;guclu trend;90,0;95,8;100,0;yukari;guclu;yukselis;yukari;1,65;12,12;0;229,5;1,10;522380786;217,60;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;PAHALI (SAT);5;14.09.2026
BJKAS;GUCLU AL;;92,0;35,0;30,0;27,0;10;0;guclu trend;31,2;61,3;52,1;yukari;guclu;yukselis;yukari;1,22;2,58;1;2,7;-4,59;1725246751;2,14;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
SASA;GUCLU AL;;91,4;27,0;29,4;35,0;28;0;zayif;22,3;73,3;70,5;yukari;guclu;yukselis;yukari;1,59;3,10;1;2,94;4,26;18415760601;2,45;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
EGEEN;GUCLU AL;EVET;91,2;26,9;29,3;35,0;28;0;zayif;25,5;73,4;76,9;yukari;guclu;yukselis;yukari;4,48;4,24;1;6522,5;8,21;638794083;5401,00;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
KRGYO;GUCLU AL;;91,0;35,0;27,9;28,1;34;0;guclu trend;46,1;76,1;77,0;yukari;guclu;yukselis;yukari;0,89;4,29;3;3,69;-0,54;80219932;3,15;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
KONYA;GUCLU AL;;90,9;25,9;30,0;35,0;20;1;zayif;35,9;70,0;76,6;yukari;guclu;yukselis;yukari;2,29;2,56;0;4300;0,94;202590200;3764,83;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
AVPGY;GUCLU AL;EVET;90,8;27,5;30,0;33,2;0;0;zayif;26,5;68,3;69,4;yukari;guclu;yukselis;yukari;1,59;2,06;0;58,2;4,02;66125734;51,57;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
KLSYN;GUCLU AL;;90,6;35,0;30,0;25,6;10;0;guclu trend;32,6;66,5;85,9;yukari;guclu;yukselis;yukari;0,76;2,46;0;16,82;-1,06;43564860;14,59;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
GSDDE;AL;;90,2;30,7;29,1;30,3;0;0;ilimli;19,0;59,3;54,2;yukari;guclu;yukselis;yukari;1,34;1,28;2;14,15;3,36;111448018;12,38;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;14.09.2026
BIMAS;GUCLU AL;;90,0;35,0;30,0;25,0;10;0;guclu trend;30,8;64,6;55,4;yukari;guclu;yukselis;yukari;0,62;2,83;0;429,75;-1,15;2627005453;402,48;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
KCHOL;GUCLU AL;;90,0;35,0;30,0;25,0;20;1;guclu trend;36,1;67,5;66,7;yukari;guclu;yukselis;yukari;0,62;2,80;2;225,5;0,00;4298609761;208,31;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
TERA;GUCLU AL;;89,4;30,0;24,4;35,0;35;0;zayif;31,6;83,3;100,0;yukari;guclu;yukselis;yukari;1,34;4,67;0;215,8;4,96;4573618156;193,99;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
CEOEM;AL;;88,8;25,1;28,7;35,0;28;0;zayif;17,3;74,6;80,9;yukari;guclu;yukselis;yukari;4,09;3,72;1;29,78;2,97;215479533;25,40;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;14.09.2026
SKYMD;GUCLU AL;;88,7;35,0;30,0;23,8;10;1;guclu trend;29,9;61,0;73,8;yukari;guclu;yukselis;yukari;0,68;2,02;1;17;1,07;39153108;14,03;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
ALARK;GUCLU AL;;88,6;35,0;30,0;23,6;0;0;guclu trend;30,2;56,9;83,3;yukari;guclu;yukselis;yukari;0,52;1,52;0;113,2;-3,58;349403912;106,27;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;14.09.2026
MRGYO;GUCLU AL;;88,4;30,0;24,2;34,2;35;0;zayif;44,7;83,7;80,5;yukari;guclu;yukselis;yukari;1,39;5,22;1;2,15;0,47;567988610;1,75;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
RYSAS;GUCLU AL;;88,1;35,0;24,2;28,9;10;1;guclu trend;32,2;55,9;72,2;yukari;guclu;yukselis;yukari;1,20;1,46;2;27,04;1,65;625877601;24,77;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;14.09.2026
AGHOL;GUCLU AL;;88,0;33,5;27,2;27,4;0;0;guclu trend;26,1;58,3;76,1;yukari;guclu;yukselis;yukari;0,89;1,11;1;34,48;0,82;163862166;31,63;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
TEHOL;GUCLU AL;;87,6;35,0;30,0;22,6;20;1;guclu trend;37,9;60,0;85,6;yukari;guclu;yukselis;yukari;0,71;2,22;1;48,32;0,67;2384067293;41,63;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
EGGUB;AL;;87,5;30,8;30,0;26,6;0;0;ilimli;19,3;60,5;66,8;yukari;guclu;yukselis;yukari;0,80;1,76;2;111,4;-0,71;65693805;100,88;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;4;14.09.2026
KZGYO;GUCLU AL;;87,0;30,0;22,0;35,0;35;0;zayif;41,2;89,4;85,6;yukari;guclu;yukselis;yukari;1,76;5,98;0;30,84;2,59;233672521;25,85;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
YKSLN;GUCLU AL;;87,0;30,0;22,0;35,0;35;0;zayif;30,6;88,8;87,7;yukari;guclu;yukselis;yukari;2,56;7,61;0;4,62;10,00;170045074;3,63;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
ISDMR;GUCLU AL;;86,9;33,7;30,0;23,2;0;0;guclu trend;26,6;66,5;74,2;yukari;guclu;yukselis;yukari;0,69;2,00;0;60;-1,64;72880080;53,32;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
PETKM;GUCLU AL;;86,7;34,4;30,0;22,4;10;0;guclu trend;28,4;61,7;52,7;yukari;guclu;yukselis;yukari;0,82;2,24;2;23,66;-4,13;1947374558;21,89;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;14.09.2026
SOKM;GUCLU AL;EVET;86,5;31,2;30,0;25,3;32;2;guclu trend;20,2;64,9;67,6;yukari;guclu;yukselis;yukari;0,72;2,61;1;60,4;-1,63;224388537;54,83;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
TUPRS;izle;;86,4;35,0;26,0;25,4;50;2;guclu trend;45,5;70,5;67,3;yukari;guclu;yukselis;yukari;0,73;4,79;1;415,75;0,54;9070263507;374,32;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);5;14.09.2026
ALBRK;GUCLU AL;;85,8;32,9;20,4;32,5;0;0;guclu trend;33,7;48,7;59,4;yukari;guclu;yukselis;yukari;2,06;0,38;2;8,7;-4,92;280849433;8,39;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;14.09.2026
OZATD;izle;;85,3;35,0;26,0;24,3;56;2;guclu trend;36,3;70,6;91,2;yukari;guclu;yukselis;yukari;0,06;4,67;3;4830;3,87;134100120;4260,49;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;PAHALI (SAT);3;14.09.2026
KRPLS;GUCLU AL;;84,9;35,0;30,0;19,9;10;0;guclu trend;50,3;62,4;72,3;yukari;guclu;yukselis;yukari;1,60;2,26;2;12,51;-6,15;134893841;11,28;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
DMLKT;GUCLU AL;;84,6;35,0;24,6;25,0;20;0;guclu trend;45,8;64,3;56,6;yukari;guclu;yukselis;yukari;0,38;3,25;1;7,09;-0,14;25779141;6,62;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;14.09.2026
TDGYO;AL;;84,4;21,0;30,0;33,4;10;1;zayif;29,3;66,0;86,3;yukari;guclu;yukselis;yukari;1,85;1,72;0;18,62;4,78;44022577;16,24;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;UCUZ (AL);5;14.09.2026
KUYAS;GUCLU AL;;84,3;24,1;29,2;31,0;0;0;ilimli;20,1;63,2;60,1;yukari;guclu;yukselis;yukari;2,57;1,16;1;72,7;0,07;2222860805;63,45;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
BOBET;izle;;84,2;35,0;29,4;19,8;32;3;guclu trend;45,0;54,0;75,6;yukari;guclu;yukselis;yukari;0,55;1,25;0;22,26;-9,95;108644894;20,54;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;14.09.2026
MARTI;GUCLU AL;;84,2;30,0;22,5;31,7;35;0;zayif;53,1;87,1;92,4;yukari;guclu;yukselis;yukari;1,18;5,57;0;2,77;1,09;594224458;2,17;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
MZHLD;GUCLU AL;EVET;84,1;20,7;28,4;35,0;28;0;zayif;22,2;75,3;75,1;yukari;guclu;yukselis;yukari;5,37;3,72;2;6,27;10,00;18341399;5,33;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
PATEK;GUCLU AL;EVET;83,5;25,9;29,3;28,4;12;0;zayif;22,1;57,5;59,4;yukari;guclu;yukselis;yukari;2,88;1,20;2;22,88;-9,42;1760657481;19,78;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
EFOR;izle;;83,5;20,7;30,0;32,8;40;4;ilimli;13,8;59,1;59,1;asagi;guclu;yukselis;yukari;1,48;1,78;1;20,3;1,20;2439020802;20,83;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;14.09.2026
CATES;GUCLU AL;;83,1;35,0;26,0;22,1;10;0;guclu trend;37,5;60,4;60,1;yukari;guclu;yukselis;yukari;0,38;2,37;2;66,8;-0,30;87540264;60,79;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;14.09.2026
ENJSA;izle;;82,4;30,9;27,3;24,2;32;3;ilimli;19,5;52,9;66,2;yukari;guclu;yukselis;yukari;0,51;0,82;1;114,3;-2,56;250869983;106,65;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;14.09.2026
TRHOL;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;65,8;97,7;100,0;yukari;guclu;yukselis;yukari;0,55;8,88;0;4350;6,10;891258450;3547,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;14.09.2026
GENIL;GUCLU AL;;81,7;35,0;24,5;22,2;22;2;guclu trend;39,7;55,1;50,2;yukari;guclu;yukselis;yukari;0,56;1,57;2;11,7;-2,90;267228901;10,37;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;4;14.09.2026
BAGFS;AL;;81,7;22,6;30,0;29,1;0;0;zayif;39,3;63,5;56,1;yukari;guclu;yukselis;yukari;0,97;1,66;1;28,34;1,21;38438165;25,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
AKSGY;AL;;81,5;30,7;21,0;29,8;20;1;ilimli;19,0;53,1;57,4;yukari;guclu;yukselis;yukari;1,00;0,92;4;10;-1,96;61711760;9,55;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;14.09.2026
INDES;GUCLU AL;;81,3;33,3;23,8;24,2;6;0;guclu trend;25,7;54,9;43,8;yukari;guclu;yukselis;yukari;0,62;1,17;3;11,66;-1,44;61094249;10,83;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;14.09.2026
OFSYM;GUCLU AL;;81,1;35,0;23,5;22,6;16;1;guclu trend;44,1;54,7;69,2;yukari;guclu;yukselis;yukari;0,28;1,27;3;66;-0,15;41942868;58,06;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;14.09.2026
TNZTP;izle;;80,9;29,9;26,0;25,0;48;3;ilimli;16,8;64,4;55,2;yukari;guclu;yukselis;yukari;0,55;2,55;3;31,78;1,27;80256672;27,67;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;14.09.2026
MPARK;GUCLU AL;;80,8;29,6;27,0;24,2;0;0;guclu trend;20,1;56,8;45,9;yukari;guclu;yukselis;yukari;0,61;0,86;1;438,5;-1,02;142519078;411,23;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;14.09.2026
RYGYO;GUCLU AL;;80,8;35,0;22,4;23,4;6;0;guclu trend;37,6;50,7;67,2;yukari;guclu;yukselis;yukari;1,00;1,14;3;44;-0,27;143958936;43,73;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;14.09.2026
NETAS;GUCLU AL;;80,4;35,0;24,3;21,2;10;0;guclu trend;46,3;59,6;57,3;yukari;guclu;yukselis;yukari;0,33;2,47;2;98,35;3,64;95779721;83,84;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;14.09.2026
AKFYE;GUCLU AL;;80,2;31,7;24,4;24,1;0;0;guclu trend;21,6;52,6;67,5;yukari;guclu;zayif;yukari;1,05;0,47;0;24,58;-3,30;282896136;23,70;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
TKFEN;GUCLU AL;;80,0;33,7;26,0;20,3;10;0;guclu trend;26,6;56,8;56,7;yukari;guclu;yukselis;yukari;0,57;2,15;1;216,3;-0,46;628604355;197,64;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;14.09.2026
KRDMD;GUCLU AL;;80,0;32,5;24,2;23,4;0;0;guclu trend;23,5;53,8;58,0;yukari;guclu;yukselis;yukari;0,47;1,22;1;45,5;-1,09;1223667127;41,86;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;14.09.2026
GUBRF;GUCLU AL;;79,5;35,0;22,6;21,9;10;1;guclu trend;30,6;51,4;61,6;yukari;guclu;yukselis;yukari;0,66;0,51;2;478,75;-4,73;1195208950;452,83;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;14.09.2026
HUNER;GUCLU AL;;79,5;32,5;23,5;23,4;28;2;guclu trend;23,7;54,5;66,5;yukari;guclu;yukselis;yukari;0,54;0,88;3;3,93;-1,50;117301693;3,50;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;14.09.2026
HALKB;GUCLU AL;;79,4;34,9;30,0;14,5;10;1;guclu trend;29,8;57,3;27,8;yukari;guclu;yukselis;yukari;0,88;1,87;2;47,08;-5,84;2483956195;44,37;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;14.09.2026
KLYPV;GUCLU AL;;78,7;29,8;19,4;29,6;0;0;guclu trend;29,6;51,8;41,9;yukari;guclu;yukselis;yukari;1,49;0,33;2;62;0,49;287981382;59,40;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;14.09.2026
KERVN;GUCLU AL;;78,3;29,9;24,7;23,7;22;2;guclu trend;26,3;49,5;40,2;yukari;guclu;yukselis;yukari;0,98;0,95;1;9,51;-9,43;10792119;8,56;SAT;NEGATIF;SAT;POZITIF;ARTIYOR;AL;AL;NOTR;3;14.09.2026
DURDO;izle;;78,0;24,0;26,7;27,4;40;4;guclu trend;22,2;56,7;70,6;asagi;guclu;yukselis;yukari;0,87;0,99;1;5,19;-0,19;9345026;5,27;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
MIATK;GUCLU AL;EVET;77,2;20,3;30,0;26,9;18;0;zayif;27,1;71,8;75,9;yukari;guclu;yukselis;yukari;1,75;2,15;1;38,52;2,99;1574926101;31,50;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
SANKO;izle;;76,9;17,1;29,5;30,3;32;3;zayif;37,7;68,6;93,1;yukari;guclu;yukselis;yukari;2,64;1,30;1;20,7;1,27;27291667;18,50;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
AKFGY;GUCLU AL;;76,9;20,5;29,6;26,8;0;0;zayif;25,3;64,9;58,5;yukari;guclu;yukselis;yukari;0,98;1,52;1;2,83;-1,39;88404638;2,63;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;14.09.2026
TURGG;GUCLU AL;;76,7;26,1;28,6;22,0;22;2;zayif;39,4;57,1;73,1;yukari;guclu;yukselis;yukari;0,43;0,88;0;30;-3,72;16815990;25,81;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;14.09.2026
DNISI;AL;;76,3;21,9;28,6;25,7;10;1;zayif;18,7;58,1;56,0;yukari;guclu;yukselis;yukari;1,02;1,03;1;4,9;0,41;25853405;4,36;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;14.09.2026
RALYH;izle;;76,1;31,1;25,6;19,4;38;3;ilimli;19,9;55,4;55,2;yukari;guclu;yukselis;yukari;0,57;1,34;3;270;2,56;292068180;243,30;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;14.09.2026
KUVVA;izle;;75,6;30,1;24,5;21,0;38;3;guclu trend;27,1;51,9;45,7;yukari;guclu;yukselis;yukari;0,48;0,87;3;178,9;0,51;19065194;163,41;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;14.09.2026
EKGYO;AL;;74,9;24,8;28,0;22,1;0;0;zayif;26,1;54,1;43,5;yukari;guclu;yukselis;yukari;0,58;0,85;1;20,58;-1,63;2019368171;18,90;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
GOZDE;AL;;74,9;22,3;24,5;28,1;0;0;ilimli;18,5;54,4;56,1;yukari;zayif;zayif;yukari;1,46;0,65;1;23,5;-3,69;44200093;21,51;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;14.09.2026
ISCTR;AL;;74,7;23,9;30,0;20,8;0;0;zayif;29,9;62,2;69,0;yukari;guclu;yukselis;yukari;0,59;1,51;1;13,84;-0,65;6470838937;12,87;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;14.09.2026
VESTL;AL;;74,5;20,0;29,6;24,9;0;0;zayif;35,6;62,6;78,0;yukari;guclu;yukselis;yukari;1,04;1,31;1;26,26;1,55;404064957;22,39;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;14.09.2026
BIGEN;izle;;74,5;22,4;26,0;26,0;0;0;guclu trend;30,4;53,6;74,2;asagi;guclu;yukselis;yukari;3,86;1,74;0;149,9;4,10;4186224622;157,93;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;AL;PAHALI (SAT);2;14.09.2026
ARASE;AL;;74,4;32,8;18,9;22,7;0;0;guclu trend;24,3;49,9;55,7;yukari;guclu;zayif;yukari;0,56;0,35;1;120,2;-1,48;22190723;109,35;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;14.09.2026
OZRDN;AL;EVET;74,4;24,7;22,7;26,9;8;0;ilimli;21,6;52,4;65,2;yukari;zayif;zayif;yukari;1,29;0,09;0;29,84;1,29;10649269;25,56;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;5;14.09.2026
BUCIM;AL;;74,3;20,0;29,6;24,7;8;0;zayif;37,8;57,7;74,4;yukari;guclu;yukselis;yukari;0,74;1,33;2;5,76;-1,87;25829268;5,40;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;UCUZ (AL);5;14.09.2026
ARSAN;izle;;73,8;27,0;26,0;20,8;0;0;guclu trend;33,4;58,2;64,6;asagi;guclu;yukselis;yukari;0,69;1,80;2;4,07;-0,25;95432102;4,47;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;14.09.2026
BVSAN;izle;;73,8;18,7;28,4;26,7;0;0;zayif;24,4;54,8;63,0;asagi;guclu;yukselis;yukari;1,45;0,82;1;119,6;-7,14;236270637;146,62;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;14.09.2026
IHLAS;AL;;73,5;15,0;28,5;30,0;28;0;zayif;34,1;75,0;68,5;yukari;guclu;yukselis;yukari;3,19;3,49;2;1,27;9,48;395323181;1,07;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;14.09.2026
EBEBK;izle;;73,1;22,7;22,7;27,7;0;0;ilimli;18,9;49,8;62,8;asagi;zayif;zayif;yukari;1,10;0,19;2;82,35;-3,35;63104311;87,54;AL;NEGATIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;14.09.2026
OZSUB;AL;;73,0;31,7;21,4;19,9;10;1;guclu trend;21,4;47,6;34,6;yukari;guclu;yukselis;yukari;0,55;0,64;2;40,02;-2,72;66948498;37,97;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;14.09.2026
ADGYO;AL;;72,8;28,7;22,9;21,3;6;0;ilimli;16,9;53,6;43,8;yukari;guclu;yukselis;yukari;0,57;0,83;3;59,25;-1,09;34719967;54,81;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;14.09.2026
