hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
ENERY;GUCLU AL;;93,9;33,8;29,2;30,8;28;0;guclu trend;27,0;73,5;89,2;yukari;guclu;yukselis;yukari;1,44;3,25;0;10,5;3,24;576601232;9,24;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
TARKM;GUCLU AL;;93,7;34,8;29,8;29,2;0;0;guclu trend;29,4;58,7;78,2;yukari;guclu;yukselis;yukari;1,15;1,41;1;530;-3,64;117460190;478,25;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
BORSK;GUCLU AL;;93,6;28,6;30,0;35,0;8;0;zayif;29,5;64,5;78,7;yukari;guclu;yukselis;yukari;2,43;1,53;2;6,55;2,66;124965190;5,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;02.09.2026
AHGAZ;GUCLU AL;;93,5;32,8;30,0;30,6;28;0;guclu trend;24,4;71,9;87,1;yukari;guclu;yukselis;yukari;1,07;3,46;1;38,7;0,52;210422697;34,89;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;02.09.2026
DURKN;GUCLU AL;;93,4;33,1;29,7;30,5;0;0;guclu trend;25,2;58,9;72,4;yukari;guclu;yukselis;yukari;1,14;1,37;1;22,8;5,07;75296202;19,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
NETAS;GUCLU AL;;93,1;35,0;30,0;28,1;18;0;guclu trend;42,5;62,6;66,8;yukari;guclu;yukselis;yukari;1,26;2,90;1;93,5;-1,79;273655707;83,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
KRDMA;GUCLU AL;;92,9;35,0;30,0;27,9;28;0;guclu trend;44,6;65,0;86,6;yukari;guclu;yukselis;yukari;1,51;3,16;1;59,45;-5,71;1087927034;53,49;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
VAKBN;GUCLU AL;;92,2;31,9;30,0;30,2;0;0;guclu trend;22,0;63,6;67,1;yukari;guclu;yukselis;yukari;1,04;2,07;0;34,08;4,67;1747160684;29,98;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
BIGEN;GUCLU AL;;92,0;35,0;24,8;32,2;35;0;guclu trend;43,6;82,5;90,7;yukari;guclu;yukselis;yukari;1,18;5,87;0;187;0,54;1220307770;153,75;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;02.09.2026
MRGYO;GUCLU AL;;90,7;30,0;26,9;33,9;25;0;zayif;34,5;78,3;78,1;yukari;guclu;yukselis;yukari;2,72;2,61;0;1,66;3,11;467663198;1,38;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
HUNER;GUCLU AL;;90,3;33,7;28,7;27,9;30;2;guclu trend;26,7;55,0;68,5;yukari;guclu;yukselis;yukari;0,98;0,95;2;3,88;-2,27;154105669;3,50;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
OFSYM;GUCLU AL;;90,0;35,0;30,0;25,0;10;0;guclu trend;46,9;66,6;66,9;yukari;guclu;yukselis;yukari;0,57;2,56;0;69,7;1,01;141675705;57,37;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;02.09.2026
ALARK;GUCLU AL;;90,0;33,9;29,7;26,4;0;0;guclu trend;27,1;58,0;47,7;yukari;guclu;yukselis;yukari;0,85;1,37;2;110,4;2,32;538427093;98,31;AL;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;3;02.09.2026
ARSAN;GUCLU AL;;89,1;35,0;30,0;24,1;0;0;guclu trend;39,2;56,4;87,0;yukari;guclu;yukselis;yukari;0,97;1,51;1;3,97;-2,70;118376416;3,79;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
INDES;GUCLU AL;;88,9;33,9;30,0;25,0;0;0;guclu trend;27,2;59,9;76,3;yukari;guclu;yukselis;yukari;0,72;1,66;1;11,69;1,30;65537846;10,83;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
VBTYZ;GUCLU AL;;88,8;35,0;30,0;23,8;20;1;guclu trend;33,7;61,5;72,3;yukari;guclu;yukselis;yukari;0,61;2,58;0;37,8;-0,37;74086639;32,80;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
TUPRS;GUCLU AL;;88,8;35,0;24,4;29,3;30;1;guclu trend;50,9;65,4;73,9;yukari;guclu;yukselis;yukari;1,05;4,51;2;392,25;-2,61;13382534852;364,54;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
DEVA;GUCLU AL;;88,6;35,0;28,6;25,0;36;0;guclu trend;43,6;74,7;74,7;yukari;guclu;yukselis;yukari;0,60;4,67;0;95;-0,68;56363975;83,43;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;02.09.2026
AGESA;izle;;88,5;33,5;30,0;25,0;40;4;guclu trend;26,1;64,5;72,8;yukari;guclu;yukselis;yukari;0,55;1,98;1;260;-1,70;40895400;239,61;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
VERUS;GUCLU AL;;88,2;35,0;24,6;28,7;10;0;guclu trend;35,4;62,7;71,6;yukari;guclu;yukselis;yukari;1,09;2,90;1;700;2,34;72956800;667,54;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
ENJSA;izle;;87,1;28,8;28,5;29,9;32;3;ilimli;14,0;54,7;65,0;yukari;guclu;yukselis;yukari;1,04;0,84;1;113,2;2,17;548238694;103,75;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
POLHO;GUCLU AL;;87,1;35,0;24,7;27,3;10;1;guclu trend;30,3;56,7;37,8;yukari;guclu;yukselis;yukari;0,88;1,14;2;22,42;0,81;32279060;20,89;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;02.09.2026
AKSGY;GUCLU AL;;85,8;30,3;21,2;34,3;0;0;guclu trend;28,7;51,6;61,9;yukari;guclu;yukselis;yukari;1,64;0,77;2;9,9;-0,70;89316949;9,55;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;02.09.2026
ARDYZ;GUCLU AL;;85,4;35,0;23,3;27,1;0;0;guclu trend;51,2;52,7;64,3;yukari;guclu;yukselis;yukari;1,15;1,65;2;85;3,22;536677080;80,55;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;AL;NOTR;3;02.09.2026
TRENJ;GUCLU AL;;85,4;31,4;30,0;24,0;10;1;guclu trend;20,6;57,6;63,1;yukari;guclu;yukselis;yukari;0,56;1,90;2;107;2,88;135698149;95,86;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
EUKYO;GUCLU AL;;85,0;35,0;25,9;24,1;0;0;guclu trend;47,2;54,8;51,9;yukari;guclu;yukselis;yukari;0,77;1,62;2;13,41;1,59;10701797;12,26;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;PAHALI (SAT);4;02.09.2026
MARTI;GUCLU AL;;84,7;24,9;24,8;35,0;35;0;zayif;29,7;82,3;91,2;yukari;guclu;yukselis;yukari;1,69;4,85;0;2,05;9,63;310699777;1,65;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
AKCNS;AL;;84,2;28,8;21,5;33,8;16;1;ilimli;14,1;50,9;45,2;yukari;guclu;yukselis;yukari;1,94;1,04;3;240,6;0,21;146308138;231,75;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;02.09.2026
GUBRF;GUCLU AL;;83,8;34,5;28,4;20,9;0;0;guclu trend;28,7;55,9;68,0;yukari;guclu;yukselis;yukari;0,69;0,83;1;475,75;1,01;1231484108;437,48;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
ANELE;izle;;83,5;35,0;23,5;25,0;67;3;guclu trend;37,3;85,0;92,9;yukari;guclu;yukselis;yukari;0,54;5,56;0;194;0,52;625440868;160,08;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;02.09.2026
KLSYN;GUCLU AL;;83,0;34,0;24,8;24,2;0;0;guclu trend;27,5;61,2;53,5;yukari;guclu;yukselis;yukari;0,56;1,91;0;15,81;1,74;32187168;13,93;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
AYGAZ;izle;;82,8;35,0;24,5;23,3;42;2;guclu trend;44,3;61,6;75,9;yukari;guclu;yukselis;yukari;0,56;3,07;2;325;-1,96;254470450;299,67;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
BIMAS;GUCLU AL;;82,8;33,5;24,3;24,9;0;0;guclu trend;26,2;54,6;48,9;yukari;guclu;yukselis;yukari;0,72;1,24;1;406,25;-0,49;3048082375;383,65;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
ATSYH;izle;;82,7;29,0;29,2;24,5;32;3;ilimli;14,5;51,3;62,6;yukari;guclu;yukselis;yukari;0,86;1,37;2;120;-6,98;4538040;112,53;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;SAT;NOTR;3;02.09.2026
SOKM;AL;;82,6;30,1;24,8;27,7;22;2;ilimli;17,4;58,6;64,9;yukari;guclu;yukselis;yukari;0,98;1,72;2;57,1;0,97;297648996;52,67;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;02.09.2026
PSDTC;GUCLU AL;;82,3;35,0;29,5;17,9;22;2;guclu trend;31,1;54,8;67,7;yukari;guclu;yukselis;yukari;0,72;1,26;1;163,1;-3,78;66408448;147,49;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
BRKVY;GUCLU AL;;82,3;22,8;30,0;29,6;0;0;zayif;36,5;68,0;82,8;yukari;guclu;yukselis;yukari;1,35;2,05;0;91,5;1,61;73396359;77,03;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;02.09.2026
SELEC;GUCLU AL;;82,3;35,0;22,3;25,0;35;0;guclu trend;51,5;87,4;100,0;yukari;guclu;yukselis;yukari;0,54;6,52;0;345,75;2,29;1111830004;295,49;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;PAHALI (SAT);5;02.09.2026
ARASE;GUCLU AL;;82,3;33,5;26,0;22,7;0;0;guclu trend;26,1;51,9;77,8;yukari;guclu;yukselis;yukari;0,49;0,59;0;120,2;-3,84;24453127;108,17;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;SAT;NOTR;4;02.09.2026
KRPLS;GUCLU AL;;82,1;35,0;24,4;22,7;0;0;guclu trend;43,5;56,5;71,7;yukari;guclu;yukselis;yukari;0,45;1,39;0;10,49;0,38;19520453;9,48;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
TRHOL;izle;;82,0;35,0;22,0;25,0;45;1;guclu trend;48,0;95,0;100,0;yukari;guclu;yukselis;yukari;0,26;7,94;0;3442,5;2,76;318007823;2899,90;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;PAHALI (SAT);5;02.09.2026
IEYHO;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;84,4;92,4;100,0;yukari;guclu;yukselis;yukari;0,58;10,84;0;210,5;0,96;215935531;198,84;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;02.09.2026
PRZMA;GUCLU AL;;81,9;35,0;29,4;17,5;30;2;guclu trend;30,1;52,0;68,7;yukari;guclu;yukselis;yukari;0,36;1,25;1;79;-9,20;145812591;67,71;AL;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);3;02.09.2026
KRDMD;GUCLU AL;;81,8;33,0;24,2;24,7;0;0;guclu trend;24,7;53,4;75,2;yukari;guclu;yukselis;yukari;0,81;1,15;2;44,6;0,45;2294500743;41,86;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
OZSUB;GUCLU AL;;81,2;35,0;24,0;22,2;10;1;guclu trend;32,6;55,4;61,0;yukari;guclu;yukselis;yukari;0,61;1,92;2;42;-4,28;101972934;37,97;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
ETYAT;GUCLU AL;;81,1;33,3;24,8;23,1;0;0;guclu trend;25,6;58,7;48,5;yukari;guclu;yukselis;yukari;0,64;1,79;2;15,4;-0,32;8974827;13,55;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
AKFIS;GUCLU AL;;81,0;30,0;24,9;26,1;10;1;guclu trend;26,5;56,5;70,5;yukari;guclu;yukselis;yukari;0,99;1,88;2;17,54;3,18;391742219;16,36;SAT;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);2;02.09.2026
ADGYO;GUCLU AL;EVET;80,8;32,6;22,9;25,4;6;0;guclu trend;23,8;53,4;61,4;yukari;guclu;yukselis;yukari;0,97;0,82;3;58,7;0,69;56443807;54,81;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
CRFSA;izle;;80,8;27,0;24,7;29,1;20;0;guclu trend;56,3;61,2;68,2;asagi;guclu;yukselis;yukari;1,62;3,07;1;297,75;-6,22;1581880841;337,96;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;02.09.2026
TRMET;GUCLU AL;;80,6;32,9;23,8;23,9;0;0;guclu trend;24,5;52,8;58,5;yukari;guclu;yukselis;yukari;0,80;1,09;1;137,7;2,23;763728952;128,36;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;02.09.2026
KCHOL;GUCLU AL;;80,5;34,9;24,5;21,1;32;2;guclu trend;29,8;56,4;63,0;yukari;guclu;yukselis;yukari;1,04;1,42;5;213;-0,79;7372589874;202,86;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
TBORG;AL;;80,2;23,0;28,1;29,1;0;0;zayif;40,2;50,4;78,6;yukari;guclu;yukselis;yukari;1,24;0,70;0;147,4;-10,67;72306038;143,79;AL;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;3;02.09.2026
GENIL;GUCLU AL;;80,2;35,0;24,2;21,0;28;2;guclu trend;46,2;55,2;57,8;yukari;guclu;yukselis;yukari;0,45;1,59;3;11,33;-2,50;282698286;10,34;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
EGGUB;GUCLU AL;;80,2;29,1;28,3;22,7;0;0;guclu trend;23,1;54,3;74,3;yukari;guclu;yukselis;yukari;0,35;0,77;1;106,5;-1,75;29621271;100,13;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
RODRG;AL;;79,8;22,7;29,3;27,8;0;0;ilimli;16,4;59,9;57,3;yukari;guclu;yukselis;yukari;0,96;1,20;2;27,28;6,56;7946964;22,52;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;02.09.2026
TGSAS;GUCLU AL;;79,7;34,4;29,3;16,0;0;0;guclu trend;28,5;53,3;72,6;yukari;guclu;yukselis;yukari;0,58;1,19;0;219,9;-5,46;103959704;212,54;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
BUCIM;AL;;79,6;15,1;30,0;34,6;18;0;zayif;37,1;68,1;83,4;yukari;guclu;yukselis;yukari;1,30;2,36;0;5,89;0,00;47171508;5,32;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;02.09.2026
KGYO;izle;;79,6;28,9;22,1;28,6;40;4;ilimli;18,5;50,5;45,5;yukari;guclu;yukselis;yukari;1,39;0,55;1;11,89;1,19;452810603;10,80;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;02.09.2026
HALKB;GUCLU AL;;79,1;27,9;30,0;21,2;10;0;ilimli;29,6;65,7;36,1;yukari;guclu;yukselis;yukari;1,70;2,76;2;44,96;9,98;3689285283;40,42;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;02.09.2026
DAGI;GUCLU AL;;78,9;30,4;21,6;26,8;0;0;guclu trend;29,5;47,7;65,0;yukari;guclu;yukselis;yukari;1,21;0,68;2;9,92;-6,50;117928057;9,74;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;02.09.2026
RUBNS;GUCLU AL;;78,3;35,0;23,9;19,4;0;0;guclu trend;42,0;58,1;60,3;yukari;guclu;yukselis;yukari;0,47;1,55;0;32,38;-1,58;61487774;29,16;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
CELHA;GUCLU AL;;78,2;34,8;22,7;20,7;10;1;guclu trend;29,4;49,9;55,2;yukari;guclu;yukselis;yukari;0,55;1,07;2;24,74;0,16;41248062;21,70;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;02.09.2026
TURGG;GUCLU AL;EVET;78,2;17,9;29,1;31,2;34;2;zayif;28,6;67,0;88,5;yukari;guclu;yukselis;yukari;5,16;1,10;1;29,24;1,11;121638342;25,81;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;02.09.2026
ALKLC;GUCLU AL;;78,0;35,0;26,0;17,0;30;1;guclu trend;57,4;65,7;33,3;yukari;guclu;yukselis;yukari;0,29;2,86;4;427;0,00;258971657;403,95;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;02.09.2026
BIOEN;GUCLU AL;;77,6;24,3;28,0;25,4;6;0;zayif;27,9;52,3;58,5;yukari;guclu;yukselis;yukari;0,93;0,64;3;18,9;-2,48;134520410;17,84;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
ARMGD;AL;EVET;77,5;28,7;24,3;24,5;22;2;ilimli;17,3;52,5;53,9;yukari;guclu;yukselis;yukari;0,90;1,12;2;197,9;6,57;184128139;181,05;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;AL;PAHALI (SAT);2;02.09.2026
OZATD;izle;;77,5;35,0;18,8;23,7;45;1;guclu trend;52,1;82,0;64,0;yukari;guclu;yukselis;yukari;0,09;5,77;0;4772,5;-0,99;259008348;4260,49;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;PAHALI (SAT);4;02.09.2026
EGPRO;GUCLU AL;;76,9;34,9;25,9;16,0;0;0;guclu trend;29,9;52,3;59,3;yukari;guclu;yukselis;yukari;0,50;0,42;1;37,42;-1,32;26184907;36,68;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
AYDEM;izle;;76,8;34,2;21,0;21,6;40;4;guclu trend;28,8;51,9;73,8;yukari;guclu;yukselis;yukari;0,48;0,38;1;26,4;0,38;60340632;24,22;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
DOHOL;AL;;76,8;28,8;25,4;22,6;0;0;ilimli;16,3;51,5;61,3;yukari;guclu;yukselis;yukari;0,26;0,26;1;21,58;-0,28;59243941;20,39;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
TKFEN;GUCLU AL;;76,6;35,0;22,8;18,8;0;0;guclu trend;38,0;53,8;42,9;yukari;guclu;yukselis;yukari;0,50;2,04;2;209,3;-2,33;873913941;197,64;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
KRGYO;GUCLU AL;;76,6;25,7;29,6;21,3;0;0;zayif;40,7;55,9;75,4;yukari;guclu;yukselis;yukari;0,58;1,34;1;2,96;-4,82;44056871;2,79;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;02.09.2026
OZRDN;AL;;75,8;21,9;26,1;27,9;0;0;ilimli;14,2;54,7;59,6;yukari;guclu;yukselis;yukari;1,37;0,36;2;30,4;-5,71;11482293;25,56;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;02.09.2026
KORDS;GUCLU AL;;75,8;34,8;22,7;18,4;6;0;guclu trend;29,5;51,5;51,1;yukari;guclu;yukselis;yukari;0,53;1,00;3;83,55;-0,18;122156283;80,94;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
TRCAS;GUCLU AL;;75,8;31,7;21,9;22,1;10;0;guclu trend;21,6;50,8;62,1;yukari;guclu;yukselis;yukari;1,08;0,50;4;46,04;-3,07;49834110;42,75;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
INVES;GUCLU AL;;75,2;29,3;23,8;22,1;0;0;guclu trend;21,6;54,5;57,0;yukari;guclu;yukselis;yukari;0,37;1,87;1;796,5;0,13;25366932;779,75;SAT;POZITIF;SAT;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
KARSN;GUCLU AL;EVET;75,1;18,9;30,0;26,3;0;0;zayif;20,6;69,8;72,0;yukari;guclu;yukselis;yukari;2,69;1,76;1;11,3;9,92;577192011;9,16;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;02.09.2026
ORGE;GUCLU AL;;75,0;34,7;29,1;11,3;22;2;guclu trend;29,2;56,1;60,7;yukari;guclu;yukselis;yukari;0,64;1,11;2;23,12;-1,78;104694412;20,44;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;02.09.2026
ALTNY;AL;;74,6;29,9;22,9;21,8;0;0;ilimli;19,6;52,0;75,0;yukari;guclu;yukselis;yukari;0,78;0,69;1;17,45;0,29;363749194;16,42;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;02.09.2026
PASEU;izle;;74,5;27,0;24,7;22,8;0;0;guclu trend;44,2;51,4;77,8;asagi;guclu;yukselis;yukari;1,11;1,61;2;195,4;-10,00;3076851640;262,29;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;02.09.2026
DURDO;izle;;74,4;21,5;25,1;27,8;0;0;ilimli;15,8;53,8;51,2;asagi;guclu;zayif;yukari;1,09;0,53;2;5,1;2,41;12410717;5,27;AL;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;4;02.09.2026
BLUME;AL;;74,2;20,9;24,7;28,6;10;1;zayif;20,7;59,0;53,1;yukari;guclu;yukselis;yukari;1,12;1,50;2;41;0,00;144877108;38,48;SAT;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;02.09.2026
RGYAS;izle;;74,1;29,5;20,5;24,1;40;4;guclu trend;23,0;49,4;72,1;yukari;guclu;zayif;yukari;0,72;0,53;1;204,7;0,64;333348218;199,35;SAT;NEGATIF;SAT;POZITIF;AZALIYOR;SAT;SAT;NOTR;1;02.09.2026
BRSAN;AL;;74,0;35,0;24,9;14,1;10;0;guclu trend;36,1;57,8;60,8;yukari;guclu;yukselis;yukari;0,58;2,20;2;694,5;-1,77;1325945651;635,12;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;02.09.2026
