hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
AYGAZ;izle;;93,5;35,0;26,0;32,5;42;2;guclu trend;44,5;65,6;75,5;yukari;guclu;yukselis;yukari;1,16;3,66;2;335;3,08;515073890;299,67;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;03.09.2026
RYSAS;GUCLU AL;;93,3;35,0;30,0;28,3;10;0;guclu trend;35,6;63,5;82,9;yukari;guclu;yukselis;yukari;1,04;2,73;1;28,24;-6,74;503357018;24,77;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;03.09.2026
ANELE;GUCLU AL;;93,1;35,0;23,1;35,0;35;0;guclu trend;36,9;85,8;81,3;yukari;guclu;yukselis;yukari;1,96;5,24;0;197,5;1,80;2497887965;160,08;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;03.09.2026
KLSYN;GUCLU AL;;93,0;34,0;24,7;34,3;0;0;guclu trend;27,4;61,7;52,2;yukari;guclu;yukselis;yukari;1,45;1,94;0;15,85;0,25;77868768;13,93;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;03.09.2026
SKYMD;AL;;92,4;29,4;28,9;34,1;10;1;ilimli;15,6;55,8;71,5;yukari;guclu;yukselis;yukari;1,86;1,02;1;15,25;-2,12;65017811;13,24;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;03.09.2026
SELEC;izle;;92,0;35,0;22,0;35,0;43;0;guclu trend;50,5;88,0;90,3;yukari;guclu;yukselis;yukari;1,30;5,82;0;350;1,23;2803701950;295,49;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;03.09.2026
ALARK;GUCLU AL;;90,8;33,7;30,0;27,1;0;0;guclu trend;26,7;60,0;49,3;yukari;guclu;yukselis;yukari;0,86;1,67;1;111,7;1,18;563043398;99,25;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;03.09.2026
ALKLC;izle;;90,8;35,0;24,8;31,0;48;1;guclu trend;58,3;74,5;39,4;yukari;guclu;yukselis;yukari;1,74;3,88;4;439,25;2,87;1671886967;404,85;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;03.09.2026
VERUS;GUCLU AL;;90,5;35,0;24,2;31,3;10;0;guclu trend;34,0;59,6;63,6;yukari;guclu;yukselis;yukari;1,33;2,46;2;688;-1,71;88471296;667,54;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;03.09.2026
OFSYM;GUCLU AL;;89,6;35,0;30,0;24,6;10;0;guclu trend;48,0;62,8;68,7;yukari;guclu;yukselis;yukari;0,39;2,11;0;68,3;-2,01;83327366;57,37;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;03.09.2026
DMLKT;GUCLU AL;;89,2;35,0;27,6;26,6;36;0;guclu trend;52,9;76,8;81,7;yukari;guclu;yukselis;yukari;0,80;4,81;2;7,14;1,56;56444235;6,62;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;03.09.2026
ALBRK;izle;;88,6;33,2;23,1;32,3;32;3;guclu trend;30,0;53,2;73,5;yukari;guclu;yukselis;yukari;1,45;0,76;2;8,67;-1,48;173121832;8,39;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;03.09.2026
DEVA;GUCLU AL;;88,4;35,0;30,0;23,4;28;0;guclu trend;43,6;63,2;72,8;yukari;guclu;yukselis;yukari;0,70;3,10;1;90,55;-4,68;63639808;83,43;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;03.09.2026
GUBRF;GUCLU AL;;88,2;34,5;29,1;24,6;0;0;guclu trend;28,6;57,8;72,9;yukari;guclu;yukselis;yukari;0,89;1,11;0;482,25;1,37;1633126122;437,48;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
AKCNS;AL;;88,1;28,9;24,9;34,2;16;1;ilimli;14,4;53,4;42,7;yukari;guclu;yukselis;yukari;1,59;1,32;3;242,4;0,75;124433374;231,75;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;03.09.2026
ENJSA;izle;;87,9;28,9;29,1;29,9;40;3;ilimli;14,3;56,6;71,0;yukari;guclu;yukselis;yukari;1,01;1,12;1;114,5;1,15;539862233;103,75;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
VBTYZ;GUCLU AL;;87,9;35,0;30,0;22,9;20;1;guclu trend;33,3;58,4;69,9;yukari;guclu;yukselis;yukari;0,39;2,18;0;37,1;-1,85;47000840;32,80;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
AGESA;izle;;87,5;33,7;29,5;24,3;40;4;guclu trend;26,6;58,0;77,1;yukari;guclu;yukselis;yukari;0,43;1,31;1;255;-1,92;27956925;239,61;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
CATES;GUCLU AL;;87,4;35,0;28,7;23,7;36;0;guclu trend;53,9;74,6;85,5;yukari;guclu;yukselis;yukari;0,59;4,64;2;69,05;1,10;144176676;60,79;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;03.09.2026
BORSK;GUCLU AL;;87,1;25,4;28,2;33,5;8;0;zayif;30,9;56,5;66,9;yukari;guclu;yukselis;yukari;1,75;0,72;2;6,36;-2,90;92825402;5,76;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;5;03.09.2026
AKSGY;GUCLU AL;;87,0;30,1;22,4;34,6;10;1;guclu trend;27,2;53,6;63,2;yukari;guclu;yukselis;yukari;1,75;0,94;2;9,95;0,51;103747645;9,55;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;03.09.2026
AVOD;GUCLU AL;EVET;87,0;24,4;30,0;32,6;6;0;zayif;32,1;68,5;77,4;yukari;guclu;yukselis;yukari;2,59;1,85;3;4,37;9,80;61426844;3,60;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;03.09.2026
INDES;GUCLU AL;;86,7;33,5;28,5;24,7;0;0;guclu trend;26,1;53,5;72,4;yukari;guclu;yukselis;yukari;0,78;0,87;2;11,4;-2,48;69148741;10,83;AL;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;3;03.09.2026
BAHKM;GUCLU AL;;86,3;35,0;30,0;21,3;28;1;guclu trend;43,8;70,3;73,9;yukari;guclu;yukselis;yukari;0,52;2,79;1;155,6;-1,58;102351813;138,64;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
HUNER;GUCLU AL;;85,6;33,7;28,7;23,1;22;2;guclu trend;26,6;55,0;63,8;yukari;guclu;yukselis;yukari;0,64;0,96;2;3,88;0,00;102275116;3,50;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
BRKVY;GUCLU AL;;85,5;25,0;30,0;30,5;18;0;zayif;38,9;70,2;84,0;yukari;guclu;yukselis;yukari;1,70;2,42;0;93,45;2,13;101891712;79,73;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;03.09.2026
TRENJ;AL;;85,5;31,1;30,0;24,4;16;1;ilimli;19,9;55,5;67,0;yukari;guclu;yukselis;yukari;0,76;1,54;3;105,6;-1,31;179804486;95,86;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
BIMAS;GUCLU AL;;85,2;33,3;24,9;27,0;0;0;guclu trend;25,6;58,3;54,4;yukari;guclu;yukselis;yukari;0,82;1,76;1;412,75;1,60;3511452051;383,65;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
EUKYO;GUCLU AL;;84,3;35,0;26,0;23,3;0;0;guclu trend;46,2;56,2;52,6;yukari;guclu;yukselis;yukari;0,53;1,72;2;13,51;0,75;7369556;12,26;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;PAHALI (SAT);4;03.09.2026
BIGEN;GUCLU AL;;84,1;35,0;30,0;19,1;20;0;guclu trend;43,1;64,1;88,9;yukari;guclu;yukselis;yukari;0,04;3,81;0;168,3;-10,00;38699070;153,75;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;03.09.2026
TUPRS;GUCLU AL;;83,9;35,0;24,1;24,9;30;1;guclu trend;49,6;64,6;67,5;yukari;guclu;yukselis;yukari;0,80;4,35;2;391;-0,32;9806845777;364,54;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
TNZTP;GUCLU AL;;83,7;29,1;30,0;24,6;6;0;guclu trend;20,3;56,1;39,6;yukari;guclu;yukselis;yukari;1,42;1,50;3;30,04;-3,28;183404203;27,67;AL;POZITIF;SAT;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;03.09.2026
SOKM;AL;;83,6;29,9;26,0;27,7;22;2;ilimli;16,9;61,1;65,4;yukari;guclu;yukselis;yukari;0,93;2,01;2;58;1,58;288074632;52,67;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;AL;NOTR;3;03.09.2026
MARTI;GUCLU AL;;83,2;25,0;24,0;34,2;35;0;zayif;33,0;84,0;94,0;yukari;guclu;yukselis;yukari;4,56;4,62;0;2,13;3,90;1079883104;1,68;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;03.09.2026
CRFSA;izle;;83,2;27,0;26,0;30,2;20;0;guclu trend;56,6;62,5;58,4;asagi;guclu;yukselis;yukari;1,34;3,25;1;305;2,43;1373821565;337,96;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;03.09.2026
RODRG;AL;;82,7;29,8;29,1;23,7;0;0;ilimli;16,7;59,4;63,8;yukari;guclu;yukselis;yukari;1,21;1,13;2;27,2;-0,29;10353979;22,52;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;03.09.2026
TARKM;GUCLU AL;;82,4;34,5;28,0;19,9;0;0;guclu trend;28,8;52,7;77,3;yukari;guclu;yukselis;yukari;0,68;0,63;1;510;-3,77;67504110;478,25;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;03.09.2026
DURKN;GUCLU AL;;82,3;32,4;28,3;21,5;22;2;guclu trend;23,4;53,7;77,6;yukari;guclu;yukselis;yukari;0,50;0,78;1;22,02;-3,42;30918546;19,66;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
TRHOL;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;50,6;95,4;100,0;yukari;guclu;yukselis;yukari;0,57;7,92;0;3550;3,12;715569950;2899,90;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;PAHALI (SAT);5;03.09.2026
IEYHO;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;85,2;92,8;100,0;yukari;guclu;yukselis;yukari;0,60;11,15;0;212,5;0,95;186960050;201,02;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;03.09.2026
ARASE;GUCLU AL;;82,0;33,0;26,3;22,7;8;0;guclu trend;24,9;51,6;70,4;yukari;guclu;zayif;yukari;0,57;0,54;0;120;-0,17;28390320;108,17;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
INVES;GUCLU AL;;81,7;29,2;23,4;29,1;0;0;guclu trend;20,7;51,7;51,6;yukari;guclu;yukselis;yukari;1,16;1,48;2;785,5;-1,38;81212845;779,75;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;03.09.2026
KUVVA;GUCLU AL;;81,1;35,0;24,6;21,5;16;1;guclu trend;36,0;55,9;76,8;yukari;guclu;yukselis;yukari;0,50;1,50;3;180,8;-3,06;18216323;163,41;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
KRPLS;GUCLU AL;;80,9;35,0;23,6;22,3;0;0;guclu trend;42,5;54,8;76,2;yukari;guclu;yukselis;yukari;0,34;1,17;0;10,4;-0,86;14296901;9,48;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
HALKB;GUCLU AL;;80,8;35,0;30,0;15,8;28;0;guclu trend;29,9;71,7;40,5;yukari;guclu;yukselis;yukari;0,51;4,26;1;49,44;9,96;1195214472;41,29;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;03.09.2026
KCHOL;GUCLU AL;;80,3;34,9;26,0;19,5;32;2;guclu trend;29,6;60,3;63,0;yukari;guclu;yukselis;yukari;0,90;1,95;5;216,4;1,60;6181206536;202,86;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
KRDMA;GUCLU AL;;80,2;35,0;30,0;15,2;10;0;guclu trend;44,7;58,5;80,7;yukari;guclu;yukselis;yukari;1,13;2,22;1;56,45;-5,05;807825862;53,49;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;03.09.2026
KARSN;GUCLU AL;;80,1;22,5;27,1;30,6;28;0;zayif;23,6;77,8;77,9;yukari;guclu;yukselis;yukari;3,49;3,68;1;12,43;10,00;984849907;10,35;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;03.09.2026
TRALT;AL;;79,8;30,3;22,5;27,0;10;1;ilimli;18,0;51,9;62,8;yukari;guclu;yukselis;yukari;1,04;0,66;2;51,7;2,78;6417109778;48,12;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
ADGYO;GUCLU AL;;79,6;29,4;21,2;28,9;10;0;guclu trend;22,6;49,2;54,6;yukari;guclu;yukselis;yukari;1,27;0,27;4;57;-2,90;72726927;54,81;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;03.09.2026
OZSUB;GUCLU AL;;79,6;30,4;23,8;25,3;10;1;guclu trend;30,6;55,8;62,7;yukari;guclu;yukselis;yukari;0,88;1,83;2;42,1;0,24;148499330;37,97;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;03.09.2026
TRMET;GUCLU AL;;79,1;32,4;24,0;22,8;0;0;guclu trend;23,2;53,8;65,6;yukari;guclu;yukselis;yukari;0,71;1,21;1;138,8;0,80;666878480;128,36;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
ATSYH;izle;;78,7;28,8;24,9;25,1;32;3;ilimli;14,0;52,4;52,3;yukari;guclu;yukselis;yukari;0,86;1,59;2;121,4;1,17;4644036;112,53;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
DIRIT;AL;;78,4;24,8;26,0;27,6;6;0;zayif;16,5;57,7;66,0;yukari;guclu;yukselis;yukari;1,02;1,76;3;27,58;3,68;2206152;25,07;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;03.09.2026
OZATD;izle;;78,1;35,0;19,7;23,4;45;1;guclu trend;50,8;79,9;74,8;yukari;guclu;yukselis;yukari;0,17;5,54;1;4750;-0,47;477503250;4260,49;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;PAHALI (SAT);3;03.09.2026
MRGYO;AL;;77,8;20,3;28,2;29,3;12;0;zayif;35,7;57,0;65,5;yukari;guclu;yukselis;yukari;2,78;0,73;1;1,51;-9,04;492846141;1,38;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;03.09.2026
CELHA;GUCLU AL;;77,3;34,2;22,4;20,7;16;1;guclu trend;28,0;49,0;46,7;yukari;guclu;yukselis;yukari;0,71;0,95;3;24,6;-0,57;51572572;21,70;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;03.09.2026
KGYO;izle;;77,0;28,9;22,4;25,7;40;4;ilimli;18,6;52,5;43,6;yukari;guclu;yukselis;yukari;1,07;0,77;1;12,12;1,93;367641063;10,80;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;03.09.2026
TEHOL;GUCLU AL;EVET;76,4;30,4;21,5;24,5;10;1;guclu trend;60,0;50,6;72,0;yukari;guclu;zayif;yukari;1,12;0,70;1;43,52;9,95;2897096197;33,70;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;AL;AL;NOTR;3;03.09.2026
ARDYZ;GUCLU AL;;75,5;35,0;22,2;18,3;0;0;guclu trend;48,2;49,4;64,3;yukari;guclu;yukselis;yukari;0,59;1,14;2;82,65;-2,76;265199468;80,55;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;03.09.2026
GENIL;GUCLU AL;;75,4;35,0;21,6;18,9;32;2;guclu trend;43,8;47,8;59,3;yukari;guclu;yukselis;yukari;0,69;0,66;4;10,81;-4,59;402842368;10,34;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;03.09.2026
DOHOL;AL;;74,7;27,6;24,9;22,2;0;0;ilimli;15,6;49,7;67,4;yukari;guclu;zayif;yukari;0,30;0,02;2;21,42;-0,74;67205421;20,39;AL;NEGATIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
ARMGD;AL;;74,1;28,6;24,4;21,0;22;2;ilimli;16,7;52,2;47,4;yukari;guclu;yukselis;yukari;0,63;1,08;2;197,5;-0,20;128017130;181,05;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;PAHALI (SAT);3;03.09.2026
RUBNS;AL;;73,6;35,0;21,6;17,0;0;0;guclu trend;40,5;50,7;55,7;yukari;guclu;yukselis;yukari;0,33;0,69;0;30,72;-5,13;37288182;29,16;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
BUCIM;AL;;73,6;20,0;30,0;23,6;8;0;zayif;38,0;62,0;83,4;yukari;guclu;yukselis;yukari;0,70;1,64;0;5,77;-2,04;24400615;5,32;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;UCUZ (AL);5;03.09.2026
KRGYO;AL;;73,4;24,1;28,6;20,6;0;0;zayif;39,9;53,5;69,0;yukari;guclu;yukselis;yukari;0,63;0,91;2;2,92;-1,35;47701540;2,79;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;03.09.2026
PSDTC;AL;;73,3;35,0;29,1;9,2;22;2;guclu trend;31,0;53,7;67,2;yukari;guclu;yukselis;yukari;0,60;1,11;1;161,5;-0,98;53104430;147,49;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
RGYAS;izle;;73,0;29,3;20,1;23,6;40;4;guclu trend;21,6;48,5;68,8;yukari;guclu;zayif;yukari;0,49;0,40;1;204;-0,34;225195600;199,35;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;03.09.2026
BRSAN;AL;;73,0;35,0;24,4;13,6;0;0;guclu trend;35,0;56,2;53,6;yukari;guclu;yukselis;yukari;0,35;1,97;2;688;-0,94;778642624;635,12;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;03.09.2026
AKBNK;AL;;72,9;20,2;27,0;25,7;0;0;zayif;19,3;55,9;56,2;yukari;guclu;yukselis;yukari;1,08;0,58;1;71,55;0,07;11502330205;66,67;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;03.09.2026
AKFIS;AL;;72,8;29,8;23,7;19,3;10;1;guclu trend;24,9;51,2;73,3;yukari;guclu;yukselis;yukari;0,40;1,21;2;16,82;-4,10;149403549;16,36;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);1;03.09.2026
METRO;AL;EVET;72,3;28,5;19,4;24,4;0;0;ilimli;15,6;49,9;37,0;yukari;guclu;zayif;yukari;0,91;0,32;0;8,44;1,69;58638343;7,70;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;03.09.2026
KLYPV;AL;;72,0;24,1;26,2;21,7;0;0;zayif;28,1;52,4;67,5;yukari;guclu;yukselis;yukari;0,84;0,37;0;61,85;0,00;137498611;59,40;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
BRLSM;izle;;71,8;27,0;28,2;16,6;0;0;guclu trend;31,3;52,0;55,5;asagi;guclu;yukselis;yukari;1,22;0,72;2;19,53;-1,76;305990220;25,54;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
TKFEN;AL;;71,7;30,4;22,6;18,7;0;0;guclu trend;35,4;53,2;31,8;yukari;guclu;yukselis;yukari;0,38;1,93;2;208,5;-0,38;604941483;197,64;SAT;POZITIF;SAT;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;03.09.2026
AYDEM;izle;;71,5;31,6;19,1;20,8;40;4;guclu trend;27,2;48,7;66,5;yukari;guclu;zayif;yukari;0,36;-0,02;1;25,96;-1,67;44798549;24,22;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;03.09.2026
SAHOL;izle;;71,5;20,4;27,3;23,7;32;3;zayif;20,5;58,3;55,6;yukari;guclu;yukselis;yukari;0,85;0,70;1;93;0,54;2982737757;88,21;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;03.09.2026
HURGZ;AL;;71,4;29,8;22,9;18,8;6;0;guclu trend;25,1;48,8;66,2;yukari;guclu;yukselis;yukari;0,59;0,16;3;7,32;-1,08;40175395;6,80;SAT;NEGATIF;SAT;NEGATIF;AZALIYOR;SAT;AL;NOTR;1;03.09.2026
ALTIN;izle;;71,4;18,6;25,5;27,3;0;0;zayif;29,7;56,6;57,6;asagi;guclu;yukselis;yukari;0,90;1,29;2;76,32;2,83;1406935236;79,40;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;NOTR;4;03.09.2026
KRDMD;AL;;71,2;29,5;20,6;21,1;0;0;guclu trend;23,1;47,2;70,8;yukari;guclu;yukselis;yukari;0,69;0,28;2;42,98;-3,63;1885202514;41,86;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;03.09.2026
HATSN;izle;;71,1;27,0;18,1;26,0;0;0;guclu trend;32,9;45,2;77,5;asagi;guclu;zayif;yukari;2,02;-0,26;2;59,2;-9,82;937409800;78,92;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;03.09.2026
ARSAN;izle;;69,9;27,0;22,8;20,1;0;0;guclu trend;37,7;49,8;82,7;asagi;guclu;yukselis;yukari;0,85;0,60;1;3,79;-4,53;102870113;4,55;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;03.09.2026
RALYH;izle;;69,1;29,1;22,2;17,9;38;3;ilimli;19,8;51,0;40,8;yukari;guclu;yukselis;yukari;0,26;0,71;3;256,25;-0,77;141212456;235,06;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;03.09.2026
PRZMA;AL;;69,1;34,4;22,8;12,0;22;2;guclu trend;28,4;48,8;64,7;yukari;guclu;yukselis;yukari;0,26;0,72;1;75,55;-4,37;98560188;67,71;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;PAHALI (SAT);1;03.09.2026
BLUME;AL;;68,6;18,0;23,1;27,5;16;1;zayif;20,5;54,0;54,8;yukari;guclu;yukselis;yukari;1,13;0,97;3;39,98;-2,49;143666331;38,48;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;03.09.2026
