hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
TUPRS;izle;;85,0;35,0;24,4;25,7;42;2;guclu trend;44,5;68,1;69,0;yukari;guclu;yukselis;yukari;0,74;4,34;2;412,5;-0,78;9104338650;374,32;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;NOTR;4;15.09.2026
OZATD;izle;;84,9;35,0;24,9;25,0;56;2;guclu trend;35,4;74,3;90,9;yukari;guclu;yukselis;yukari;0,06;5,09;3;4980;3,11;121800840;4306,40;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;PAHALI (SAT);5;15.09.2026
BOBET;izle;;84,6;35,0;29,6;20,1;32;3;guclu trend;43,8;54,6;75,0;yukari;guclu;yukselis;yukari;0,53;1,32;0;22,4;0,63;101379242;20,54;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;15.09.2026
VAKBN;GUCLU AL;;84,5;35,0;28,3;21,2;6;0;guclu trend;30,6;52,0;62,6;yukari;guclu;yukselis;yukari;0,73;0,76;3;33,88;-5,20;1997767606;31,66;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
AGHOL;GUCLU AL;;84,2;32,3;25,6;26,2;0;0;guclu trend;25,8;52,9;70,7;yukari;guclu;zayif;yukari;0,89;0,43;1;33,72;-2,20;158802654;31,63;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
CEMZY;GUCLU AL;EVET;83,6;32,9;25,2;25,5;0;0;guclu trend;24,7;57,7;28,1;yukari;guclu;yukselis;yukari;1,14;1,16;2;15,65;9,98;1156305368;13,41;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;AL;NOTR;4;15.09.2026
YKSLN;GUCLU AL;;83,6;30,0;22,0;31,6;35;0;zayif;34,4;91,0;88,7;yukari;guclu;yukselis;yukari;1,09;8,71;0;5,08;9,96;82805158;4,22;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;15.09.2026
BJKAS;GUCLU AL;;83,1;35,0;30,0;18,1;10;0;guclu trend;31,0;58,6;57,5;yukari;guclu;yukselis;yukari;0,77;2,14;1;2,62;-2,96;1089435014;2,14;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;15.09.2026
KRPLS;GUCLU AL;;83,1;35,0;30,0;18,1;0;0;guclu trend;48,9;57,1;67,8;yukari;guclu;yukselis;yukari;1,36;1,57;2;12;-4,08;113554044;11,28;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
DZGYO;GUCLU AL;EVET;83,0;21,6;30,0;31,4;0;0;zayif;27,3;63,0;75,9;yukari;guclu;yukselis;yukari;1,99;1,62;0;8,07;5,22;42688307;6,97;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;15.09.2026
GENIL;GUCLU AL;;82,5;35,0;21,8;25,7;28;2;guclu trend;38,1;47,8;41,0;yukari;guclu;yukselis;yukari;1,06;0,55;3;11,1;-5,13;489448906;10,37;SAT;NEGATIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;1;15.09.2026
GMTAS;GUCLU AL;EVET;82,3;31,5;29,1;21,7;0;0;guclu trend;21,0;56,7;60,8;yukari;guclu;yukselis;yukari;0,61;1,12;0;48,76;-3,06;98534988;43,62;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;15.09.2026
TRHOL;GUCLU AL;EVET;82,0;35,0;22,0;25,0;35;0;guclu trend;67,8;97,9;100,0;yukari;guclu;yukselis;yukari;0,60;8,95;0;4500;3,45;941683500;3703,90;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;PAHALI (SAT);5;15.09.2026
ALKLC;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;70,8;92,5;70,4;yukari;guclu;yukselis;yukari;0,39;6,65;0;520;1,96;499824000;469,12;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;15.09.2026
MARTI;GUCLU AL;;82,0;35,0;22,0;25,0;35;0;guclu trend;55,8;89,5;92,6;yukari;guclu;yukselis;yukari;0,34;6,59;0;3,04;9,75;187507808;2,32;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
HURGZ;GUCLU AL;;81,7;32,0;27,7;22,0;0;0;guclu trend;22,2;51,0;67,8;yukari;guclu;yukselis;yukari;0,86;0,51;1;7,65;-9,47;57643752;7,13;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;15.09.2026
KONYA;AL;;81,6;21,2;29,8;30,6;10;1;zayif;36,5;59,4;72,5;yukari;guclu;yukselis;yukari;1,16;1,40;0;4122,5;-4,13;102048365;3764,83;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
GATEG;izle;;80,9;20,1;27,1;33,7;46;5;ilimli;20,6;54,5;78,6;yukari;guclu;yukselis;yukari;9,57;0,65;3;299;2,22;75807862;251,47;AL;POZITIF;SAT;POZITIF;AZALIYOR;AL;AL;NOTR;5;15.09.2026
ZRGYO;izle;;80,7;20,4;26,0;34,3;40;4;zayif;22,2;62,6;70,8;yukari;guclu;yukselis;yukari;3,74;1,64;1;20,06;1,83;84566140;18,80;SAT;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;5;15.09.2026
EPLAS;izle;;80,6;29,4;30,0;21,2;52;5;zayif;28,4;60,4;34,4;yukari;guclu;yukselis;yukari;6,48;1,59;2;6,39;-5,61;254407140;5,66;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
DMLKT;GUCLU AL;;80,4;35,0;24,4;21,0;20;0;guclu trend;45,2;62,6;58,3;yukari;guclu;yukselis;yukari;0,50;3,05;2;7,06;-0,42;30382837;6,62;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;15.09.2026
NETAS;GUCLU AL;;79,6;35,0;24,1;20,5;10;0;guclu trend;46,5;58,0;70,5;yukari;guclu;yukselis;yukari;0,23;2,19;2;96,95;-1,42;64454687;83,84;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;15.09.2026
GSDDE;GUCLU AL;EVET;79,4;31,3;25,1;23,0;0;0;guclu trend;20,4;50,7;40,3;yukari;guclu;zayif;yukari;1,00;0,23;1;13,48;-4,73;80082361;12,38;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
SOKM;AL;;79,3;30,9;24,9;23,5;22;2;ilimli;19,3;55,0;69,4;yukari;guclu;yukselis;yukari;0,69;1,49;1;58,3;-3,48;194840874;54,83;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;15.09.2026
OFSYM;GUCLU AL;;78,7;35,0;22,1;21,5;20;1;guclu trend;41,5;51,0;70,6;yukari;guclu;yukselis;yukari;0,29;0,80;4;64,55;-2,20;43353265;58,06;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;15.09.2026
EGGUB;AL;;78,6;29,8;24,1;24,6;0;0;ilimli;18,2;55,9;58,0;yukari;guclu;yukselis;yukari;0,73;1,15;1;109,4;-1,80;58079366;100,88;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;3;15.09.2026
EFOR;izle;;78,5;20,9;30,0;27,6;40;4;ilimli;14,4;57,0;57,6;asagi;guclu;yukselis;yukari;1,03;1,49;1;19,99;-1,53;1721754992;20,83;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;15.09.2026
RALYH;izle;;78,4;30,9;23,0;24,4;42;3;ilimli;19,5;52,2;55,1;yukari;guclu;yukselis;yukari;1,38;0,88;4;265;-1,85;709384595;243,30;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;15.09.2026
KCHOL;GUCLU AL;;78,1;35,0;24,9;18,2;10;1;guclu trend;35,9;55,4;68,4;yukari;guclu;yukselis;yukari;0,86;1,53;2;218,8;-2,97;5797601801;208,31;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;15.09.2026
ALARK;GUCLU AL;;77,9;34,5;21,6;21,8;0;0;guclu trend;28,6;48,1;76,3;yukari;guclu;yukselis;yukari;0,61;0,38;1;109;-3,71;386928854;106,27;SAT;NEGATIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;15.09.2026
ENJSA;izle;;77,8;30,4;21,8;25,7;32;3;ilimli;18,2;50,1;55,9;yukari;guclu;yukselis;yukari;0,83;0,39;2;112,8;-1,31;397970695;106,65;SAT;POZITIF;NOTR;POZITIF;ARTIYOR;SAT;SAT;NOTR;2;15.09.2026
CATES;GUCLU AL;;77,6;35,0;23,3;19,3;6;0;guclu trend;34,9;52,2;55,9;yukari;guclu;yukselis;yukari;0,45;1,38;3;63;-5,69;93758994;60,79;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;15.09.2026
MRGYO;GUCLU AL;;77,5;30,0;22,5;25,0;35;0;zayif;47,1;87,1;81,0;yukari;guclu;yukselis;yukari;0,55;6,38;1;2,36;9,77;248869887;1,84;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
AYGAZ;izle;;77,4;35,0;23,9;18,5;50;4;guclu trend;44,1;56,2;71,3;yukari;guclu;yukselis;yukari;0,88;2,22;2;326,75;-2,46;399303531;299,67;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;15.09.2026
MZHLD;AL;;77,2;15,1;30,0;32,1;12;0;zayif;25,4;61,5;55,9;yukari;guclu;yukselis;yukari;3,42;1,57;2;5,9;-5,90;13144598;5,33;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;15.09.2026
DURDO;izle;;77,2;24,0;27,1;26,1;40;4;guclu trend;22,3;54,2;66,5;asagi;guclu;yukselis;yukari;1,63;0,68;2;5,15;-0,77;18293809;5,27;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;15.09.2026
KRDMD;GUCLU AL;;77,0;32,2;21,2;23,6;0;0;guclu trend;22,9;48,0;50,7;yukari;guclu;yukselis;yukari;0,81;0,39;2;44;-3,30;1972638756;41,86;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;15.09.2026
BOSSA;AL;EVET;76,6;18,2;27,0;31,4;0;0;zayif;13,6;54,7;48,4;yukari;guclu;yukselis;yukari;2,07;0,69;1;6,68;5,03;27642702;6,19;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;15.09.2026
DSTKF;AL;;76,5;30,5;30,0;16,0;10;0;ilimli;18,3;68,9;95,1;yukari;guclu;yukselis;yukari;0,32;2,61;1;2720;4,41;1491596320;2211,80;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);5;15.09.2026
KARSN;izle;;76,3;27,0;29,8;19,5;0;0;guclu trend;43,2;55,7;80,0;asagi;guclu;yukselis;yukari;0,91;1,42;0;13;-9,28;601659461;17,14;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
HALKB;GUCLU AL;;76,1;34,4;29,9;11,8;10;1;guclu trend;28,3;55,0;25,0;yukari;guclu;yukselis;yukari;0,78;1,46;2;46,08;-2,12;2197351619;44,37;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;15.09.2026
RYSAS;GUCLU AL;;76,0;35,0;21,0;20,1;10;1;guclu trend;30,5;46,8;70,3;yukari;guclu;yukselis;yukari;0,86;0,30;2;25,28;-6,51;429981781;24,77;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;15.09.2026
ARTMS;GUCLU AL;EVET;75,9;27,9;27,4;20,6;8;0;guclu trend;21,3;54,7;57,0;yukari;guclu;yukselis;yukari;0,47;0,52;0;41,56;1,32;20138812;37,04;AL;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;3;15.09.2026
BIGEN;izle;;74,3;22,2;26,0;26,0;10;0;guclu trend;28,4;56,7;76,7;asagi;guclu;yukselis;yukari;1,89;2,17;0;156,9;4,67;2354477487;157,93;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;AL;AL;PAHALI (SAT);3;15.09.2026
ETILR;AL;;74,3;29,5;23,7;21,0;0;0;ilimli;16,0;49,4;58,6;yukari;guclu;zayif;yukari;0,78;0,15;1;6;-7,41;37841658;5,30;AL;NEGATIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;3;15.09.2026
EBEBK;izle;;73,3;23,1;24,5;25,7;0;0;ilimli;19,9;50,1;55,2;asagi;guclu;zayif;yukari;0,98;0,23;2;82,5;0,18;55248353;87,54;AL;POZITIF;NOTR;NEGATIF;AZALIYOR;AL;AL;NOTR;4;15.09.2026
KGYO;AL;EVET;71,9;29,1;23,7;19,1;10;1;ilimli;19,9;51,4;41,6;yukari;guclu;yukselis;yukari;0,74;0,52;2;11,86;4,13;186557883;10,80;SAT;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;4;15.09.2026
BAGFS;AL;;71,2;20,0;28,2;23,0;0;0;zayif;38,7;55,1;50,6;yukari;guclu;yukselis;yukari;0,53;0,74;1;27,38;-3,39;16843656;25,76;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
AKSGY;AL;;70,6;28,8;20,5;21,3;16;1;ilimli;18,1;49,1;49,3;yukari;guclu;zayif;yukari;1,00;0,44;3;9,89;-1,10;58687389;9,55;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;15.09.2026
OZRDN;AL;;69,5;25,3;25,3;18,9;8;0;ilimli;23,1;54,0;59,6;yukari;guclu;zayif;yukari;0,78;0,25;0;30,14;1,01;6505598;25,56;AL;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;5;15.09.2026
ANHYT;izle;;69,2;16,3;25,6;27,3;6;0;ilimli;13,3;53,7;62,0;asagi;guclu;zayif;yukari;1,13;0,36;3;107,7;-0,28;82053722;112,43;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;15.09.2026
KUVVA;izle;;69,0;29,9;20,4;18,7;38;3;guclu trend;26,0;45,1;47,1;yukari;guclu;yukselis;yukari;0,39;0,13;3;170,1;-4,92;11467632;163,41;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;15.09.2026
TARKM;AL;;68,8;34,4;22,2;12,3;0;0;guclu trend;28,4;51,2;62,1;yukari;guclu;yukselis;yukari;0,40;0,52;1;514,5;-1,25;43298262;478,25;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;15.09.2026
VESTL;AL;;68,7;20,0;28,4;20,2;0;0;zayif;38,0;57,9;80,1;yukari;guclu;yukselis;yukari;1,79;0,82;2;25,64;-2,36;731421280;22,39;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
INDES;izle;;67,8;29,7;16,2;22,0;0;0;guclu trend;24,1;44,3;38,7;yukari;guclu;zayif;yukari;0,51;-0,19;2;11,15;-4,37;47062801;10,83;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;15.09.2026
ARSAN;izle;;67,5;27,0;22,1;18,5;0;0;guclu trend;32,2;50,0;53,5;asagi;guclu;yukselis;yukari;0,47;0,66;1;3,87;-4,91;61445813;4,47;SAT;NEGATIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;1;15.09.2026
TRMET;izle;;67,3;28,6;17,6;21,1;0;0;zayif;16,2;45,0;56,7;yukari;guclu;zayif;yukari;0,75;-0,12;1;132,1;-3,22;569070023;128,36;SAT;NEGATIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;15.09.2026
TRALT;izle;;66,7;28,3;18,2;20,1;10;1;zayif;14,1;47,2;51,7;yukari;guclu;zayif;yukari;0,61;-0,05;1;50,45;-3,44;3019829037;48,12;SAT;NEGATIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;1;15.09.2026
TRENJ;AL;;66,2;29,8;22,1;14,2;16;1;ilimli;16,7;49,4;50,3;yukari;guclu;yukselis;yukari;0,53;0,64;3;103,6;-2,17;105781609;98,12;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;15.09.2026
BVSAN;izle;;66,2;15,4;27,4;23,4;0;0;zayif;23,6;52,2;57,5;asagi;guclu;yukselis;yukari;1,14;0,39;1;116,6;-2,51;186169856;143,47;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;4;15.09.2026
KUYAS;AL;;65,4;21,5;26,3;17,6;0;0;ilimli;19,8;53,0;56,9;yukari;guclu;yukselis;asagi;1,10;0,20;1;69,65;-4,20;949855288;63,45;AL;POZITIF;NOTR;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;15.09.2026
KNFRT;AL;EVET;65,1;17,3;23,2;24,6;6;0;zayif;15,2;52,4;52,6;yukari;guclu;yukselis;yukari;1,09;0,30;3;12,51;3,47;61188937;11,09;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;15.09.2026
OZSUB;AL;;64,9;29,1;21,3;14,5;16;1;ilimli;19,9;46,8;28,5;yukari;guclu;yukselis;yukari;0,87;0,53;3;39,8;-0,55;98791202;37,97;SAT;NEGATIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;NOTR;0;15.09.2026
ARASE;izle;;64,4;29,5;11,5;23,5;0;0;guclu trend;22,7;42,8;56,0;yukari;zayif;zayif;yukari;0,88;-0,73;2;114,6;-4,66;31594418;109,35;SAT;NEGATIF;SAT;NEGATIF;ARTIYOR;SAT;SAT;NOTR;0;15.09.2026
MPARK;izle;;64,4;24,4;24,4;15,6;0;0;zayif;18,7;48,3;45,8;yukari;guclu;zayif;asagi;0,94;-0,17;1;427,25;-2,57;213702332;411,23;AL;NEGATIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;3;15.09.2026
ECOGR;AL;;64,4;22,9;25,2;16,3;0;0;ilimli;17,0;55,1;69,7;yukari;guclu;zayif;yukari;0,71;0,33;2;36,94;-2,79;179180684;32,54;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;SAT;NOTR;4;15.09.2026
DNISI;AL;;63,7;18,4;26,4;19,0;10;1;zayif;18,5;52,1;57,0;yukari;guclu;yukselis;yukari;0,56;0,29;1;4,75;-3,06;13664610;4,36;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;15.09.2026
