hisse;durum;yeni_sinyal;konfluans;trend_35;momentum_30;hacim_35;risk;uyumsuzluk;rejim;adx;rsi;mfi;supertrend;goreli_guc;usd_trend;haftalik_trend;hacim_orani;ema50_uzaklik_atr;dagitim_gun;kapanis;degisim%;islem_hacmi_tl;st_cizgisi;osc_macd;osc_rsi;osc_adx;osc_momentum;osc_atr;osc_wavetrend;osc_stochrsi;osc_sharpe;osc_al_sayisi;tarih
ENJSA;izle;;87,4;30,4;30,0;27,0;32;3;ilimli;18,2;58,8;70,4;yukari;guclu;yukselis;yukari;0,82;1,60;2;117;-1,35;418794363;106,61;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;10.09.2026
TRCAS;GUCLU AL;;87,4;32,4;30,0;25,0;0;0;guclu trend;23,4;60,0;71,2;yukari;guclu;yukselis;yukari;0,70;2,00;2;49,26;-1,00;35994134;44,73;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;10.09.2026
AGESA;izle;;87,4;34,3;28,5;24,7;48;4;guclu trend;28,2;56,6;81,5;yukari;guclu;yukselis;yukari;0,64;1,35;2;257;0,69;39609611;239,61;AL;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;3;10.09.2026
MPARK;AL;;87,2;30,9;28,0;28,2;0;0;ilimli;19,9;60,7;45,5;yukari;guclu;yukselis;yukari;0,91;1,29;2;443;1,90;230080024;410,98;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;10.09.2026
KCHOL;GUCLU AL;;86,9;35,0;30,0;21,9;26;1;guclu trend;33,6;66,4;61,3;yukari;guclu;yukselis;yukari;0,77;2,68;3;224,3;0,27;5433364695;208,00;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;10.09.2026
HURGZ;GUCLU AL;;86,8;31,3;30,0;25,6;6;0;guclu trend;20,4;60,1;54,5;yukari;guclu;yukselis;yukari;0,86;1,57;3;7,98;2,31;59819197;6,80;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
EUKYO;GUCLU AL;;86,7;35,0;24,6;27,2;0;0;guclu trend;44,1;58,6;42,0;yukari;guclu;yukselis;yukari;0,88;1,80;1;13,75;0,07;12091599;12,26;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;10.09.2026
TARKM;GUCLU AL;;86,7;34,5;28,8;23,4;8;0;guclu trend;28,8;54,7;75,2;yukari;guclu;yukselis;yukari;0,83;0,97;1;525,5;-2,14;93017179;478,25;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;SAT;NOTR;4;10.09.2026
KRDMD;GUCLU AL;;86,7;32,2;30,0;24,5;0;0;guclu trend;22,9;58,0;62,1;yukari;guclu;yukselis;yukari;0,61;1,79;0;46,5;-2,06;1763317293;41,86;AL;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;5;10.09.2026
PNSUT;GUCLU AL;;86,3;24,1;30,0;32,2;0;0;zayif;39,5;67,0;79,4;yukari;guclu;yukselis;yukari;1,19;1,75;0;12,38;0,32;73291321;10,59;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
HALKB;GUCLU AL;;86,2;35,0;30,0;21,2;28;0;guclu trend;31,0;64,8;23,9;yukari;guclu;yukselis;yukari;1,11;3,17;2;50,05;-0,30;3086343961;44,37;AL;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;4;10.09.2026
EKGYO;GUCLU AL;;86,2;25,0;28,6;32,6;0;0;zayif;23,1;56,1;48,3;yukari;guclu;yukselis;yukari;2,17;1,14;2;20,8;-7,47;7684261312;18,90;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
KZGYO;GUCLU AL;;85,7;30,0;22,0;33,7;35;0;zayif;35,4;88,5;95,3;yukari;guclu;yukselis;yukari;7,28;6,47;0;30,04;3,94;782675468;25,85;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;10.09.2026
VAKBN;GUCLU AL;;85,6;34,6;30,0;21,0;14;0;guclu trend;29,1;59,0;66,9;yukari;guclu;yukselis;yukari;1,08;1,67;3;34,62;-2,53;2419459482;31,66;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;10.09.2026
AKFGY;AL;EVET;85,1;20,2;29,9;35,0;10;0;zayif;20,0;69,6;52,7;yukari;guclu;yukselis;yukari;3,86;2,58;2;2,87;9,96;275361636;2,50;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;10.09.2026
FLAP;GUCLU AL;;84,7;35,0;29,9;19,8;0;0;guclu trend;35,1;66,0;75,6;yukari;guclu;yukselis;yukari;0,66;1,46;0;12,05;0,42;8899154;9,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
DMLKT;GUCLU AL;;84,5;35,0;24,6;24,9;20;0;guclu trend;47,3;63,4;61,9;yukari;guclu;yukselis;yukari;0,42;3,07;2;7,05;-0,14;31913982;6,62;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;AL;NOTR;4;10.09.2026
ARASE;GUCLU AL;;84,4;32,8;26,3;25,3;0;0;guclu trend;24,4;54,1;62,7;yukari;guclu;yukselis;yukari;0,78;0,92;0;123,1;-4,35;42640978;109,35;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
ANELE;GUCLU AL;EVET;84,2;35,0;30,0;19,2;20;0;guclu trend;37,0;66,5;68,6;yukari;guclu;yukselis;yukari;0,04;3,68;0;197,4;-9,99;62779714;182,84;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;10.09.2026
CELHA;GUCLU AL;;84,1;33,7;26,0;24,5;10;0;guclu trend;26,5;61,9;48,9;yukari;guclu;yukselis;yukari;0,43;2,14;2;26,7;0,98;30759922;22,25;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;10.09.2026
BVSAN;izle;;83,5;22,5;26,8;34,2;47;0;zayif;23,6;78,5;87,6;yukari;guclu;yukselis;yukari;5,27;4,88;2;140,4;4,93;820894792;124,25;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
ADGYO;AL;;83,3;28,8;25,1;29,4;6;0;ilimli;17,7;56,1;45,0;yukari;guclu;yukselis;yukari;1,15;1,11;3;60;1,69;76908180;54,81;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;10.09.2026
ALKLC;izle;;82,7;35,0;22,7;25,0;45;1;guclu trend;65,8;86,5;53,6;yukari;guclu;yukselis;yukari;0,20;5,83;1;475,5;0,11;212190449;445,71;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;10.09.2026
YKSLN;GUCLU AL;EVET;82,4;22,3;25,1;35,0;35;0;zayif;23,1;81,9;77,8;yukari;guclu;yukselis;yukari;1,44;5,49;1;3,82;9,77;70265282;3,18;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
OFSYM;GUCLU AL;;82,1;35,0;24,1;23,0;0;0;guclu trend;46,5;55,9;66,1;yukari;guclu;yukselis;yukari;0,40;1,41;2;66,5;2,31;65122187;58,06;SAT;POZITIF;AL;POZITIF;AZALIYOR;SAT;SAT;NOTR;3;10.09.2026
TRHOL;izle;;82,0;35,0;22,0;25,0;43;0;guclu trend;61,8;96,8;100,0;yukari;guclu;yukselis;yukari;0,37;8,19;0;3950;2,60;536176950;3260,56;AL;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;PAHALI (SAT);4;10.09.2026
SELEC;GUCLU AL;EVET;82,0;35,0;22,0;25,0;35;0;guclu trend;50,5;92,7;88,9;yukari;guclu;yukselis;yukari;0,50;7,94;0;400;2,56;1075298800;347,57;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;PAHALI (SAT);6;10.09.2026
PETUN;GUCLU AL;;82,0;26,9;29,5;25,6;0;0;zayif;47,0;63,1;76,8;yukari;guclu;yukselis;yukari;0,79;1,27;0;12,2;0,91;33045725;10,87;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;NOTR;5;10.09.2026
ASELS;AL;;81,3;30,3;24,5;26,6;0;0;ilimli;17,9;56,9;47,7;yukari;guclu;yukselis;yukari;0,81;1,14;2;398,5;-0,93;10534936483;363,22;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;10.09.2026
VBTYZ;GUCLU AL;;81,1;35,0;24,0;22,1;10;1;guclu trend;33,3;53,5;57,7;yukari;guclu;yukselis;yukari;0,68;1,47;2;36,6;-0,71;77061117;32,80;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;10.09.2026
TKFEN;GUCLU AL;;80,8;34,0;26,0;20,8;0;0;guclu trend;27,4;53,9;50,8;yukari;guclu;yukselis;yukari;0,79;1,80;2;211,4;0,67;992476069;197,64;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;10.09.2026
AKSGY;GUCLU AL;;80,6;31,3;20,8;28,5;16;1;guclu trend;20,5;52,0;65,6;yukari;guclu;yukselis;yukari;0,94;0,76;3;9,93;-0,80;57513954;9,55;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;10.09.2026
SASA;GUCLU AL;EVET;80,5;16,8;30,0;33,7;10;0;zayif;20,0;67,8;62,3;yukari;guclu;yukselis;yukari;3,73;2,28;1;2,77;1,47;36599985106;2,45;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
PATEK;AL;EVET;80,3;19,8;30,0;30,5;0;0;zayif;17,4;62,8;74,9;yukari;guclu;yukselis;yukari;2,48;1,76;2;22,98;9,95;1095747435;17,86;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;10.09.2026
AYDEM;izle;;80,3;31,7;22,3;26,3;40;4;guclu trend;21,5;56,0;42,8;yukari;guclu;yukselis;yukari;0,94;0,82;2;26,8;4,44;120613882;24,22;SAT;POZITIF;AL;NEGATIF;ARTIYOR;AL;AL;NOTR;4;10.09.2026
NETAS;GUCLU AL;;80,2;35,0;24,7;20,5;10;0;guclu trend;46,4;59,2;57,7;yukari;guclu;yukselis;yukari;0,44;2,37;2;97,05;-3,34;123268834;83,84;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;10.09.2026
GMTAS;AL;;80,1;29,8;26,8;23,5;0;0;ilimli;16,6;56,2;66,3;yukari;guclu;yukselis;yukari;0,54;0,99;0;47,86;-2,49;79740743;42,49;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;SAT;NOTR;4;10.09.2026
BAGFS;GUCLU AL;;79,6;24,6;30,0;25,0;18;0;zayif;39,6;70,4;65,3;yukari;guclu;yukselis;yukari;0,63;2,55;0;28,86;0,28;25261187;25,76;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
CATES;GUCLU AL;;79,5;35,0;23,8;20,7;10;0;guclu trend;41,2;57,7;60,4;yukari;guclu;yukselis;yukari;0,52;2,17;2;64,9;-0,61;119884513;60,79;SAT;POZITIF;AL;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;10.09.2026
DNISI;AL;;79,5;19,0;30,0;30,5;10;1;zayif;16,7;63,5;57,9;yukari;guclu;yukselis;yukari;2,58;1,69;2;5,02;3,29;62945840;4,36;AL;POZITIF;NOTR;POZITIF;ARTIYOR;AL;AL;NOTR;5;10.09.2026
KONYA;AL;;79,4;20,0;27,6;31,8;10;1;zayif;33,1;59,3;66,5;yukari;guclu;yukselis;yukari;1,31;1,10;0;4000;-0,81;86492000;3704,36;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
KERVN;GUCLU AL;EVET;78,9;30,4;26,0;22,5;22;2;guclu trend;29,9;53,8;27,6;yukari;guclu;yukselis;yukari;0,80;1,96;2;9,9;7,73;8861213;7,98;SAT;POZITIF;SAT;NEGATIF;ARTIYOR;AL;AL;PAHALI (SAT);3;10.09.2026
OZSUB;GUCLU AL;;78,7;32,6;25,0;21,1;16;1;guclu trend;23,9;51,3;38,4;yukari;guclu;yukselis;yukari;0,47;1,09;3;41,02;-2,33;65473663;37,97;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;NOTR;3;10.09.2026
ORGE;GUCLU AL;;78,5;32,5;25,3;20,7;22;2;guclu trend;23,5;56,5;57,9;yukari;guclu;yukselis;yukari;0,46;1,20;2;23,38;-0,09;71487927;20,44;SAT;POZITIF;AL;NEGATIF;AZALIYOR;AL;AL;NOTR;4;10.09.2026
RYSAS;GUCLU AL;;78,3;35,0;23,9;19,4;10;1;guclu trend;34,3;52,8;73,5;yukari;guclu;yukselis;yukari;0,58;1,12;2;26,4;-3,65;271381255;24,77;SAT;POZITIF;AL;POZITIF;ARTIYOR;SAT;SAT;NOTR;3;10.09.2026
BRSAN;GUCLU AL;;77,7;35,0;24,0;18,8;16;0;guclu trend;33,3;56,5;50,6;yukari;guclu;yukselis;yukari;0,45;2,20;3;704,5;-1,54;849218390;641,87;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;10.09.2026
TDGYO;AL;;77,4;18,5;30,0;28,9;18;1;zayif;25,2;70,1;86,7;yukari;guclu;yukselis;yukari;1,05;1,97;1;18,48;2,21;22672022;16,24;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;UCUZ (AL);6;10.09.2026
OZATD;izle;;77,4;35,0;22,1;20,3;48;2;guclu trend;41,2;56,2;90,4;yukari;guclu;yukselis;yukari;0,03;3,49;3;4450;-1,60;86272150;4260,49;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;PAHALI (SAT);3;10.09.2026
DENGE;AL;;77,2;21,2;28,0;27,9;22;2;zayif;29,0;58,0;77,7;yukari;guclu;yukselis;yukari;1,27;1,13;2;2,51;0,80;76570642;2,22;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;UCUZ (AL);5;10.09.2026
RYGYO;GUCLU AL;;76,4;35,0;23,1;18,4;0;0;guclu trend;41,4;50,7;68,7;yukari;guclu;yukselis;yukari;0,45;1,25;2;44;-3,55;65123080;43,73;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;SAT;NOTR;2;10.09.2026
TNZTP;izle;;76,2;28,7;25,4;22,1;38;3;ilimli;17,1;54,2;42,9;yukari;guclu;yukselis;yukari;0,46;1,25;3;29,74;0,81;61945714;27,67;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;AL;NOTR;2;10.09.2026
RALYH;izle;;76,1;31,6;24,9;19,6;32;3;guclu trend;21,3;56,9;46,0;yukari;guclu;yukselis;yukari;0,45;1,52;2;271,25;-2,52;242092524;243,30;SAT;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;5;10.09.2026
TRMET;AL;;76,1;30,7;22,8;22,6;0;0;ilimli;18,9;52,8;54,9;yukari;guclu;yukselis;yukari;0,55;1,08;1;138,8;-2,25;461817997;128,36;SAT;POZITIF;NOTR;NEGATIF;ARTIYOR;AL;AL;NOTR;3;10.09.2026
AKBNK;AL;;76,1;20,9;25,6;29,5;8;0;zayif;19,2;53,9;44,4;yukari;guclu;yukselis;yukari;1,29;0,58;2;72,1;-1,17;15910459636;67,48;AL;POZITIF;NOTR;NEGATIF;ARTIYOR;SAT;SAT;NOTR;2;10.09.2026
PRZMA;GUCLU AL;EVET;76,0;32,6;25,2;18,2;22;2;guclu trend;23,9;52,5;43,6;yukari;guclu;yukselis;yukari;0,26;1,14;2;80,35;2,29;89908115;67,71;SAT;POZITIF;AL;NEGATIF;AZALIYOR;SAT;AL;PAHALI (SAT);3;10.09.2026
AKFIS;AL;;75,9;30,5;24,2;21,2;6;0;ilimli;18,4;54,3;55,6;yukari;guclu;yukselis;yukari;0,51;1,51;3;17,53;1,51;192586684;16,36;SAT;POZITIF;NOTR;NEGATIF;AZALIYOR;SAT;SAT;PAHALI (SAT);1;10.09.2026
BUCIM;AL;;75,8;20,0;30,0;25,8;8;0;zayif;37,2;62,4;75,4;yukari;guclu;yukselis;yukari;0,77;1,93;2;5,83;-0,17;26819009;5,37;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;SAT;UCUZ (AL);5;10.09.2026
DZGYO;GUCLU AL;;75,7;17,7;27,6;30,4;0;0;zayif;24,0;62,1;79,2;yukari;guclu;yukselis;yukari;1,82;1,24;1;7,89;-1,38;32606175;6,97;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;AL;NOTR;6;10.09.2026
DURDO;izle;;75,3;23,0;26,4;25,9;40;4;ilimli;19,7;57,3;65,1;asagi;guclu;yukselis;yukari;0,91;1,13;0;5,2;0,97;9678110;5,27;AL;POZITIF;NOTR;POZITIF;AZALIYOR;AL;AL;NOTR;5;10.09.2026
ISCTR;AL;;75,3;17,4;28,5;29,4;0;0;zayif;27,9;61,8;64,8;yukari;guclu;yukselis;yukari;1,23;1,34;2;13,74;-1,29;12964740121;12,87;AL;POZITIF;AL;POZITIF;ARTIYOR;AL;SAT;NOTR;5;10.09.2026
KUYAS;izle;;75,2;16,1;28,3;30,7;0;0;ilimli;20,1;62,3;65,8;asagi;guclu;yukselis;yukari;2,57;1,13;1;72,3;-0,41;1759858783;72,64;AL;POZITIF;AL;POZITIF;AZALIYOR;AL;AL;NOTR;6;10.09.2026
